gerado_em,casos_abertos,investigacao_atrasada,encerramento_d45_d60,encerramento_gt60,quimio_pendente_dm_hib,hib_sem_quimio,dm_sem_quimio
2026-07-29T12:37:33,297,141,0,292,0,11,69
