gerado_em,n_casos_base,anos,mes_pico_1,mes_pico_1_rotulo,indice_pico_1,mes_pico_2,mes_pico_2_rotulo,mes_baixa_1_rotulo,semana_epi_atual,casos_se_atual,media_historica_se_atual,p75_historico_se_atual
2026-07-29T12:37:31,5929,2007-2026,3,Mar,1.1325816891115983,6,Jun,Fev,31,0.0,6.473684210526316,9.0
