dominio,variavel,exposicao,desfecho,n_analisado,eventos_expostos,nao_eventos_expostos,eventos_nao_expostos,nao_eventos_nao_expostos,or,ic95_inferior,ic95_superior,p_value,interpretacao_estatistica,relevancia_pratica
Sociodemográfico,Escolaridade,Escolaridade: *Em Branco,Óbito por meningite,5944,30,257,365,5292,1.692447097702681,1.1427368376122333,2.5065938930501184,0.014285281659924497,p=0.0143: diferença/associação estatisticamente significativa ao nível de 5%.,Aumento expressivo da chance do desfecho; priorizar investigação.
Sociodemográfico,Escolaridade,Escolaridade: *Em Branco,Internação/hospitalização,5944,256,31,5129,528,0.8501185542047435,0.579421713703358,1.2472807613370858,0.4064805711957042,p=0.4065: não há evidência estatística suficiente ao nível de 5%.,Associação protetora discreta/moderada.
Sociodemográfico,Escolaridade,Escolaridade: *Em Branco,Confirmação,5944,176,111,3319,2338,1.1169325396502257,0.8756401177310942,1.4247157854782269,0.38986482135542355,p=0.3899: não há evidência estatística suficiente ao nível de 5%.,Aumento moderado da chance do desfecho.
Sociodemográfico,Escolaridade,Escolaridade: Ensino médio incompleto,Óbito por meningite,5944,13,266,382,5283,0.6758945793803881,0.38363966119030174,1.1907879415240716,0.21671655136870294,p=0.2167: não há evidência estatística suficiente ao nível de 5%.,Associação protetora discreta/moderada.
Sociodemográfico,Escolaridade,Escolaridade: Ensino médio incompleto,Internação/hospitalização,5944,251,28,5134,531,0.9271592743057487,0.6211146650325222,1.3840026138911916,0.6748463719167066,p=0.6748: não há evidência estatística suficiente ao nível de 5%.,Efeito prático pequeno ou próximo da nulidade.
Sociodemográfico,Escolaridade,Escolaridade: Ensino médio incompleto,Confirmação,5944,166,113,3329,2336,1.0308338893659101,0.8069831175808934,1.3167791051821238,0.8517982343995701,p=0.8518: não há evidência estatística suficiente ao nível de 5%.,Efeito prático pequeno ou próximo da nulidade.
Sociodemográfico,Escolaridade,Escolaridade: Ensino fundamental completo,Óbito por meningite,5944,22,191,373,5358,1.6545625535140294,1.05121089066239,2.604213167698311,0.03478993917032083,p=0.0348: diferença/associação estatisticamente significativa ao nível de 5%.,Aumento expressivo da chance do desfecho; priorizar investigação.
Sociodemográfico,Escolaridade,Escolaridade: Ensino fundamental completo,Internação/hospitalização,5944,197,16,5188,543,1.2886830185042406,0.7683562455911165,2.1613723213814424,0.40230338100917773,p=0.4023: não há evidência estatística suficiente ao nível de 5%.,Aumento moderado da chance do desfecho.
Sociodemográfico,Escolaridade,Escolaridade: Ensino fundamental completo,Confirmação,5944,133,80,3362,2369,1.1714641582391434,0.8833783713797394,1.5534999706813284,0.288012053988014,p=0.2880: não há evidência estatística suficiente ao nível de 5%.,Aumento moderado da chance do desfecho.
Sociodemográfico,Escolaridade,Escolaridade: 4ª série completa do EF,Óbito por meningite,5944,18,164,377,5385,1.567736300705182,0.9530269429984776,2.578937695943708,0.0935845488969578,p=0.0936: não há evidência estatística suficiente ao nível de 5%.,Aumento expressivo da chance do desfecho; priorizar investigação.
Sociodemográfico,Escolaridade,Escolaridade: 4ª série completa do EF,Internação/hospitalização,5944,166,16,5219,543,1.0794452960337229,0.6413498205417331,1.8167965590839534,0.8973534918653402,p=0.8974: não há evidência estatística suficiente ao nível de 5%.,Efeito prático pequeno ou próximo da nulidade.
Sociodemográfico,Escolaridade,Escolaridade: 4ª série completa do EF,Confirmação,5944,118,64,3377,2385,1.3021450251702695,0.9562447176038875,1.7731670934866857,0.10799115526467082,p=0.1080: não há evidência estatística suficiente ao nível de 5%.,Aumento moderado da chance do desfecho.
Sociodemográfico,Escolaridade,Escolaridade: Educação superior completa,Óbito por meningite,5944,5,106,390,5443,0.6583212385099177,0.2668947559072272,1.6238117965265588,0.4448766237539899,p=0.4449: não há evidência estatística suficiente ao nível de 5%.,Associação protetora de magnitude potencialmente relevante.
Sociodemográfico,Escolaridade,Escolaridade: Educação superior completa,Internação/hospitalização,5944,94,17,5291,542,0.5664224487753899,0.3353790939967104,0.956632050773732,0.04623429127360664,p=0.0462: diferença/associação estatisticamente significativa ao nível de 5%.,Associação protetora de magnitude potencialmente relevante.
Sociodemográfico,Escolaridade,Escolaridade: Educação superior completa,Confirmação,5944,61,50,3434,2399,0.8522947000582412,0.5842927397541797,1.243223141969857,0.4365011334009872,p=0.4365: não há evidência estatística suficiente ao nível de 5%.,Associação protetora discreta/moderada.
Sociodemográfico,Escolaridade,Escolaridade: Educação superior incompleta,Óbito por meningite,5944,6,64,389,5485,1.3218991002570695,0.5688945156012483,3.0716014715199966,0.46691539818841044,p=0.4669: não há evidência estatística suficiente ao nível de 5%.,Aumento moderado da chance do desfecho.
Sociodemográfico,Escolaridade,Escolaridade: Educação superior incompleta,Internação/hospitalização,5944,59,11,5326,548,0.551872460997508,0.28819586302749944,1.056792453604321,0.09407164860068992,p=0.0941: não há evidência estatística suficiente ao nível de 5%.,Associação protetora de magnitude potencialmente relevante.
Sociodemográfico,Escolaridade,Escolaridade: Educação superior incompleta,Confirmação,5944,40,30,3455,2419,0.9335262904003859,0.5798334456815638,1.502968380591321,0.807565306833031,p=0.8076: não há evidência estatística suficiente ao nível de 5%.,Efeito prático pequeno ou próximo da nulidade.
Sociodemográfico,Escolaridade,Escolaridade: Analfabeto,Óbito por meningite,5944,12,50,383,5499,3.4458485639686685,1.8196802848653433,6.525251949236568,0.0006476443416084138,p=0.0006: diferença/associação estatisticamente significativa ao nível de 5%.,Aumento expressivo da chance do desfecho; priorizar investigação.
Sociodemográfico,Escolaridade,Escolaridade: Analfabeto,Internação/hospitalização,5944,56,6,5329,553,0.9685369362607118,0.415425409013072,2.2580799742843087,0.8284401579234665,p=0.8284: não há evidência estatística suficiente ao nível de 5%.,Efeito prático pequeno ou próximo da nulidade.
Sociodemográfico,Escolaridade,Escolaridade: Analfabeto,Confirmação,5944,35,27,3460,2422,0.9074074074074074,0.5477811633905773,1.5031334738152413,0.6995453313105042,p=0.6995: não há evidência estatística suficiente ao nível de 5%.,Efeito prático pequeno ou próximo da nulidade.
