codigo_municipio,ano,municipio_v17,regional_v17,casos_menor1ano,nascidos_vivos,incidencia_por_1000_nv,tem_denominador_sinasc
510760,2009,RONDONOPOLIS,RONDONOPOLIS,12,,,False
510760,2010,RONDONOPOLIS,RONDONOPOLIS,5,,,False
510760,2011,RONDONOPOLIS,RONDONOPOLIS,4,,,False
510760,2012,RONDONOPOLIS,RONDONOPOLIS,7,,,False
510760,2013,RONDONOPOLIS,RONDONOPOLIS,5,,,False
510760,2014,RONDONOPOLIS,RONDONOPOLIS,9,,,False
510760,2015,RONDONOPOLIS,RONDONOPOLIS,6,,,False
510760,2016,RONDONOPOLIS,RONDONOPOLIS,7,,,False
510760,2017,RONDONOPOLIS,RONDONOPOLIS,1,,,False
510760,2018,RONDONOPOLIS,RONDONOPOLIS,5,,,False
510760,2019,RONDONOPOLIS,RONDONOPOLIS,3,,,False
510760,2020,RONDONOPOLIS,RONDONOPOLIS,1,,,False
510760,2021,RONDONOPOLIS,RONDONOPOLIS,1,,,False
510760,2022,RONDONOPOLIS,RONDONOPOLIS,3,,,False
510760,2023,RONDONOPOLIS,RONDONOPOLIS,6,3965.0,1.5132408575031526,True
510760,2024,RONDONOPOLIS,RONDONOPOLIS,4,3680.0,1.0869565217391304,True
510760,2026,RONDONOPOLIS,RONDONOPOLIS,2,2110.0,0.9478672985781991,True
510770,2008,ROSARIO OESTE,DIAMANTINO,3,,,False
510770,2009,ROSARIO OESTE,DIAMANTINO,1,,,False
510770,2017,ROSARIO OESTE,DIAMANTINO,1,,,False
510774,2010,SANTA CRUZ DO XINGU,PORTO ALEGRE DO NORTE,1,,,False
510777,2007,SANTA TEREZINHA,PORTO ALEGRE DO NORTE,1,,,False
510777,2009,SANTA TEREZINHA,PORTO ALEGRE DO NORTE,1,,,False
510780,2007,SANTO ANTONIO DO LEVERGER,CUIABA,2,,,False
510780,2011,SANTO ANTONIO DO LEVERGER,CUIABA,4,,,False
510780,2013,SANTO ANTONIO DO LEVERGER,CUIABA,1,,,False
510780,2016,SANTO ANTONIO DO LEVERGER,CUIABA,2,,,False
510780,2020,SANTO ANTONIO DO LEVERGER,CUIABA,1,,,False
510780,2026,SANTO ANTONIO DO LEVERGER,CUIABA,1,103.0,9.70873786407767,True
510785,1975,SAO FELIX DO ARAGUAIA,SAO FELIX DO ARAGUAIA,1,,,False
510787,2007,SAPEZAL,TANGARA DA SERRA,2,,,False
510787,2009,SAPEZAL,TANGARA DA SERRA,6,,,False
510787,2010,SAPEZAL,TANGARA DA SERRA,2,,,False
510787,2011,SAPEZAL,TANGARA DA SERRA,1,,,False
510787,2013,SAPEZAL,TANGARA DA SERRA,1,,,False
510787,2019,SAPEZAL,TANGARA DA SERRA,2,,,False
510787,2023,SAPEZAL,TANGARA DA SERRA,1,598.0,1.6722408026755853,True
510788,2023,SERRA NOVA DOURADA,SAO FELIX DO ARAGUAIA,1,22.0,45.45454545454545,True
510790,2007,SINOP,SINOP,19,,,False
510790,2008,SINOP,SINOP,24,,,False
510790,2009,SINOP,SINOP,19,,,False
510790,2010,SINOP,SINOP,4,,,False
510790,2011,SINOP,SINOP,10,,,False
510790,2012,SINOP,SINOP,6,,,False
510790,2013,SINOP,SINOP,2,,,False
510790,2014,SINOP,SINOP,7,,,False
510790,2015,SINOP,SINOP,2,,,False
510790,2016,SINOP,SINOP,2,,,False
510790,2017,SINOP,SINOP,1,,,False
510790,2018,SINOP,SINOP,7,,,False
510790,2019,SINOP,SINOP,6,,,False
510790,2021,SINOP,SINOP,3,,,False
510790,2022,SINOP,SINOP,9,,,False
510790,2023,SINOP,SINOP,10,3669.0,2.7255382938130284,True
510790,2024,SINOP,SINOP,5,3560.0,1.4044943820224718,True
510790,2025,SINOP,SINOP,13,7672.0,1.694473409801877,True
510790,2026,SINOP,SINOP,6,1846.0,3.2502708559046587,True
510792,2007,SORRISO,SINOP,1,,,False
510792,2009,SORRISO,SINOP,3,,,False
510792,2010,SORRISO,SINOP,2,,,False
510792,2011,SORRISO,SINOP,1,,,False
510792,2012,SORRISO,SINOP,5,,,False
510792,2014,SORRISO,SINOP,2,,,False
510792,2016,SORRISO,SINOP,1,,,False
510792,2017,SORRISO,SINOP,2,,,False
510792,2020,SORRISO,SINOP,1,,,False
510792,2023,SORRISO,SINOP,2,2194.0,0.9115770282588879,True
510792,2024,SORRISO,SINOP,2,2117.0,0.944733112895607,True
510792,2025,SORRISO,SINOP,2,4362.0,0.4585052728106373,True
510792,2026,SORRISO,SINOP,1,1084.0,0.9225092250922509,True
510794,2007,TABAPORA,JUARA,1,,,False
510795,2007,TANGARA DA SERRA,TANGARA DA SERRA,14,,,False
510795,2008,TANGARA DA SERRA,TANGARA DA SERRA,3,,,False
510795,2010,TANGARA DA SERRA,TANGARA DA SERRA,1,,,False
510795,2011,TANGARA DA SERRA,TANGARA DA SERRA,4,,,False
510795,2012,TANGARA DA SERRA,TANGARA DA SERRA,1,,,False
510795,2013,TANGARA DA SERRA,TANGARA DA SERRA,1,,,False
510795,2016,TANGARA DA SERRA,TANGARA DA SERRA,1,,,False
510795,2017,TANGARA DA SERRA,TANGARA DA SERRA,1,,,False
510795,2019,TANGARA DA SERRA,TANGARA DA SERRA,1,,,False
510795,2022,TANGARA DA SERRA,TANGARA DA SERRA,1,,,False
510795,2023,TANGARA DA SERRA,TANGARA DA SERRA,1,1497.0,0.6680026720106881,True
510795,2024,TANGARA DA SERRA,TANGARA DA SERRA,2,1469.0,1.3614703880190604,True
510795,2025,TANGARA DA SERRA,TANGARA DA SERRA,2,3185.0,0.6279434850863422,True
510795,2026,TANGARA DA SERRA,TANGARA DA SERRA,2,843.0,2.3724792408066433,True
510800,2012,TAPURAH,SINOP,1,,,False
510800,2015,TAPURAH,SINOP,1,,,False
510800,2026,TAPURAH,SINOP,1,123.0,8.130081300813009,True
510805,2020,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,,,False
510805,2022,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,,,False
510830,2024,UNIAO DO SUL,SINOP,1,69.0,14.492753623188406,True
510840,1976,VARZEA GRANDE,CUIABA,1,,,False
510840,2007,VARZEA GRANDE,CUIABA,34,,,False
510840,2008,VARZEA GRANDE,CUIABA,39,,,False
510840,2009,VARZEA GRANDE,CUIABA,21,,,False
510840,2010,VARZEA GRANDE,CUIABA,14,,,False
510840,2011,VARZEA GRANDE,CUIABA,10,,,False
510840,2012,VARZEA GRANDE,CUIABA,12,,,False
510840,2013,VARZEA GRANDE,CUIABA,7,,,False
510840,2014,VARZEA GRANDE,CUIABA,11,,,False
510840,2015,VARZEA GRANDE,CUIABA,4,,,False
510840,2016,VARZEA GRANDE,CUIABA,9,,,False
510840,2017,VARZEA GRANDE,CUIABA,6,,,False
510840,2018,VARZEA GRANDE,CUIABA,8,,,False
510840,2019,VARZEA GRANDE,CUIABA,8,,,False
510840,2020,VARZEA GRANDE,CUIABA,1,,,False
510840,2021,VARZEA GRANDE,CUIABA,4,,,False
510840,2022,VARZEA GRANDE,CUIABA,4,,,False
510840,2023,VARZEA GRANDE,CUIABA,7,4569.0,1.5320639089516306,True
510840,2024,VARZEA GRANDE,CUIABA,10,4403.0,2.271178741766977,True
510840,2025,VARZEA GRANDE,CUIABA,7,9358.0,0.7480230818550972,True
510840,2026,VARZEA GRANDE,CUIABA,4,2270.0,1.762114537444934,True
510850,2009,VERA,SINOP,1,,,False
510850,2011,VERA,SINOP,1,,,False
510850,2012,VERA,SINOP,1,,,False
510860,2008,VILA RICA,PORTO ALEGRE DO NORTE,1,,,False
510860,2011,VILA RICA,PORTO ALEGRE DO NORTE,1,,,False
510860,2015,VILA RICA,PORTO ALEGRE DO NORTE,1,,,False
510860,2016,VILA RICA,PORTO ALEGRE DO NORTE,1,,,False
510860,2018,VILA RICA,PORTO ALEGRE DO NORTE,1,,,False
510860,2023,VILA RICA,PORTO ALEGRE DO NORTE,1,304.0,3.289473684210526,True
510860,2025,VILA RICA,PORTO ALEGRE DO NORTE,1,321.0,3.115264797507788,True
510880,2014,NOVA GUARITA,COLIDER,1,,,False
510885,2024,NOVA MARILANDIA,TANGARA DA SERRA,1,43.0,23.25581395348837,True
510885,2025,NOVA MARILANDIA,TANGARA DA SERRA,1,85.0,11.76470588235294,True
510890,2008,NOVA MARINGA,DIAMANTINO,1,,,False
510890,2015,NOVA MARINGA,DIAMANTINO,1,,,False
