familia,indicador,escopo,recorte,valor,numerador,denominador,unidade,gerado_em
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,REGIONAL,DIAMANTINO,66.66666666666666,2.0,3,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,REGIONAL,DIAMANTINO,60.0,3.0,5,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,REGIONAL,DIAMANTINO,2.0,,3,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,REGIONAL,DIAMANTINO,2.8,,3,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,REGIONAL,JUARA,33.33333333333333,1.0,3,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,REGIONAL,JUARA,100.0,1.0,1,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,REGIONAL,JUARA,66.66666666666666,2.0,3,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,REGIONAL,JUARA,0.0,,1,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,REGIONAL,JUARA,0.0,,1,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,REGIONAL,JUINA,33.33333333333333,2.0,6,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,REGIONAL,JUINA,66.66666666666666,2.0,3,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,REGIONAL,JUINA,66.66666666666666,4.0,6,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,REGIONAL,JUINA,1.0,,3,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,REGIONAL,JUINA,10.600000000000001,,3,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,REGIONAL,PEIXOTO DE AZEVEDO,0.0,0.0,4,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,REGIONAL,PEIXOTO DE AZEVEDO,0.0,0.0,1,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,REGIONAL,PEIXOTO DE AZEVEDO,25.0,1.0,4,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,REGIONAL,PEIXOTO DE AZEVEDO,6.0,,1,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,REGIONAL,PEIXOTO DE AZEVEDO,6.0,,1,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,REGIONAL,PONTES E LACERDA,66.66666666666666,2.0,3,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,REGIONAL,PONTES E LACERDA,100.0,2.0,2,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,REGIONAL,PONTES E LACERDA,66.66666666666666,2.0,3,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,REGIONAL,PONTES E LACERDA,0.0,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,REGIONAL,PONTES E LACERDA,0.0,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,REGIONAL,PORTO ALEGRE DO NORTE,100.0,2.0,2,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,REGIONAL,PORTO ALEGRE DO NORTE,100.0,2.0,2,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,REGIONAL,PORTO ALEGRE DO NORTE,100.0,2.0,2,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,REGIONAL,PORTO ALEGRE DO NORTE,1.0,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,REGIONAL,PORTO ALEGRE DO NORTE,1.8,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,REGIONAL,RONDONOPOLIS,53.06122448979592,26.0,49,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,REGIONAL,RONDONOPOLIS,86.66666666666667,26.0,30,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,REGIONAL,RONDONOPOLIS,71.42857142857143,35.0,49,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,REGIONAL,RONDONOPOLIS,0.0,,30,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,REGIONAL,RONDONOPOLIS,5.100000000000001,,30,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,REGIONAL,SAO FELIX DO ARAGUAIA,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,REGIONAL,SAO FELIX DO ARAGUAIA,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,REGIONAL,SAO FELIX DO ARAGUAIA,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,REGIONAL,SAO FELIX DO ARAGUAIA,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,REGIONAL,SAO FELIX DO ARAGUAIA,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,REGIONAL,SINOP,57.35294117647059,39.0,68,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,REGIONAL,SINOP,88.63636363636364,39.0,44,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,REGIONAL,SINOP,80.88235294117648,55.0,68,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,REGIONAL,SINOP,0.0,,44,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,REGIONAL,SINOP,2.700000000000003,,44,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,REGIONAL,TANGARA DA SERRA,62.5,5.0,8,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,REGIONAL,TANGARA DA SERRA,100.0,5.0,5,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,REGIONAL,TANGARA DA SERRA,100.0,8.0,8,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,REGIONAL,TANGARA DA SERRA,0.0,,5,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,REGIONAL,TANGARA DA SERRA,1.0,,5,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,1966,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,1966,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,1966,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,1966,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,1966,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,1975,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,1975,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,1975,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,1975,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,1975,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,1976,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,1976,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,1976,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,1976,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,1976,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,1980,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,1980,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,1980,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,1980,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,1980,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2000,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2000,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2000,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2000,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2000,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2002,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2002,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2002,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2002,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2002,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2004,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2004,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2004,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2004,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2004,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2006,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2006,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2006,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2006,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2006,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2007,45.0,9.0,20,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2007,75.0,9.0,12,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2007,75.0,15.0,20,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2007,1.5,,12,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2007,6.800000000000001,,12,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2008,45.45454545454545,5.0,11,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2008,83.33333333333334,5.0,6,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2008,72.72727272727273,8.0,11,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2008,1.0,,6,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2008,4.0,,6,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2009,50.0,11.0,22,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2009,84.61538461538461,11.0,13,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2009,72.72727272727273,16.0,22,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2009,1.0,,13,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2009,9.000000000000007,,13,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2010,62.96296296296296,17.0,27,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2010,89.47368421052632,17.0,19,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2010,81.48148148148148,22.0,27,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2010,1.0,,19,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2010,2.3999999999999986,,19,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2011,59.375,19.0,32,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2011,95.0,19.0,20,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2011,71.875,23.0,32,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2011,1.0,,20,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2011,2.0,,20,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2012,57.89473684210527,22.0,38,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2012,81.48148148148148,22.0,27,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2012,84.21052631578947,32.0,38,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2012,0.0,,27,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2012,3.0,,27,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2013,58.82352941176471,20.0,34,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2013,90.9090909090909,20.0,22,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2013,73.52941176470588,25.0,34,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2013,1.0,,22,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2013,2.0,,22,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2014,44.44444444444444,8.0,18,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2014,61.53846153846154,8.0,13,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2014,77.77777777777779,14.0,18,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2014,2.0,,13,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2014,6.0,,13,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2015,61.111111111111114,11.0,18,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2015,100.0,11.0,11,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2015,66.66666666666666,12.0,18,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2015,1.0,,11,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2015,2.0,,11,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2016,50.0,6.0,12,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2016,75.0,6.0,8,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2016,83.33333333333334,10.0,12,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2016,0.0,,8,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2016,3.8999999999999995,,8,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2017,78.57142857142857,11.0,14,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2017,91.66666666666666,11.0,12,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2017,92.85714285714286,13.0,14,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2017,0.0,,12,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2017,1.9000000000000004,,12,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2018,50.0,5.0,10,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2018,100.0,5.0,5,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2018,60.0,6.0,10,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2018,1.0,,5,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2018,1.0,,5,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2019,62.5,5.0,8,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2019,100.0,5.0,5,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2019,75.0,6.0,8,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2019,0.0,,5,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2019,1.2000000000000002,,5,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2020,66.66666666666666,2.0,3,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2020,100.0,2.0,2,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2020,100.0,3.0,3,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2020,0.5,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2020,0.9,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2021,0.0,0.0,4,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2021,,0.0,0,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2021,0.0,0.0,4,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2021,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2021,,,0,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2022,40.0,2.0,5,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2022,100.0,2.0,2,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2022,60.0,3.0,5,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2022,2.0,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2022,2.0,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2023,22.22222222222222,2.0,9,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2023,100.0,2.0,2,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2023,22.22222222222222,2.0,9,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2023,0.0,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2023,0.0,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2024,50.0,1.0,2,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2024,50.0,1.0,2,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2024,100.0,2.0,2,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2024,1.5,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2024,2.7,,2,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2025,25.0,2.0,8,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2025,50.0,2.0,4,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2025,50.0,4.0,8,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2025,4.0,,4,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2025,24.900000000000006,,4,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_elegiveis,ANO,2026,50.0,2.0,4,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_le_2d_entre_com_data,ANO,2026,66.66666666666666,2.0,3,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,pct_quimio_realizada,ANO,2026,75.0,3.0,4,%,2026-07-29T12:37:49
tempo_quimioprofilaxia,p50_quimio_dias,ANO,2026,1.0,,3,dias,2026-07-29T12:37:49
tempo_quimioprofilaxia,p90_quimio_dias,ANO,2026,5.0,,3,dias,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ESTADUAL,MATO GROSSO,30.575539568345324,85.0,278,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,AGUA BOA,0.0,0.0,8,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,ALTA FLORESTA,9.090909090909092,1.0,11,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,BARRA DO GARCAS,11.11111111111111,2.0,18,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,CACERES,21.428571428571427,3.0,14,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,COLIDER,0.0,0.0,2,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,CUIABA,46.34146341463415,38.0,82,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,DIAMANTINO,25.0,1.0,4,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,JUARA,0.0,0.0,3,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,JUINA,0.0,0.0,6,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,PEIXOTO DE AZEVEDO,25.0,1.0,4,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,PONTES E LACERDA,0.0,0.0,3,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,PORTO ALEGRE DO NORTE,50.0,1.0,2,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,RONDONOPOLIS,22.916666666666664,11.0,48,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,SAO FELIX DO ARAGUAIA,,0.0,0,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,SINOP,39.39393939393939,26.0,66,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,REGIONAL,TANGARA DA SERRA,14.285714285714285,1.0,7,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,1966,,0.0,0,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,1975,,0.0,0,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,1976,,0.0,0,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,1980,,0.0,0,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2000,,0.0,0,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2002,,0.0,0,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2004,,0.0,0,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2006,,0.0,0,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2007,17.647058823529413,3.0,17,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2008,44.44444444444444,4.0,9,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2009,27.27272727272727,6.0,22,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2010,20.833333333333336,5.0,24,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2011,44.827586206896555,13.0,29,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2012,44.73684210526316,17.0,38,%,2026-07-29T12:37:49
