familia,indicador,escopo,recorte,valor,numerador,denominador,unidade,gerado_em
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2013,35.294117647058826,12.0,34,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2014,44.44444444444444,8.0,18,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2015,35.294117647058826,6.0,17,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2016,18.181818181818183,2.0,11,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2017,42.857142857142854,6.0,14,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2018,0.0,0.0,10,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2019,0.0,0.0,6,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2020,0.0,0.0,3,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2021,0.0,0.0,4,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2022,0.0,0.0,4,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2023,0.0,0.0,7,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2024,0.0,0.0,2,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2025,16.666666666666664,1.0,6,%,2026-07-29T12:37:49
cobertura_sorogrupo_dm,pct_sorogrupo_preenchido,ANO,2026,66.66666666666666,2.0,3,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ESTADUAL,MATO GROSSO,7.0,,224,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ESTADUAL,MATO GROSSO,29.700000000000017,,224,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ESTADUAL,MATO GROSSO,20.14388489208633,56.0,278,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,AGUA BOA,16.0,,3,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,AGUA BOA,25.6,,3,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,AGUA BOA,62.5,5.0,8,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,ALTA FLORESTA,3.0,,9,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,ALTA FLORESTA,12.200000000000003,,9,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,ALTA FLORESTA,18.181818181818183,2.0,11,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,BARRA DO GARCAS,5.0,,9,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,BARRA DO GARCAS,10.0,,9,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,BARRA DO GARCAS,50.0,9.0,18,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,CACERES,8.0,,12,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,CACERES,31.300000000000004,,12,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,CACERES,14.285714285714285,2.0,14,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,COLIDER,5.0,,1,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,COLIDER,5.0,,1,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,COLIDER,50.0,1.0,2,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,CUIABA,10.0,,71,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,CUIABA,39.0,,71,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,CUIABA,13.414634146341465,11.0,82,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,DIAMANTINO,12.0,,4,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,DIAMANTINO,18.5,,4,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,DIAMANTINO,0.0,0.0,4,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,JUARA,30.0,,3,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,JUARA,62.0,,3,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,JUARA,0.0,0.0,3,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,JUINA,6.0,,6,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,JUINA,13.5,,6,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,JUINA,16.666666666666664,1.0,6,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,PEIXOTO DE AZEVEDO,8.0,,2,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,PEIXOTO DE AZEVEDO,10.4,,2,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,PEIXOTO DE AZEVEDO,50.0,2.0,4,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,PONTES E LACERDA,6.5,,2,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,PONTES E LACERDA,7.7,,2,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,PONTES E LACERDA,33.33333333333333,1.0,3,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,PORTO ALEGRE DO NORTE,7.0,,2,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,PORTO ALEGRE DO NORTE,9.4,,2,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,PORTO ALEGRE DO NORTE,0.0,0.0,2,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,RONDONOPOLIS,6.0,,33,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,RONDONOPOLIS,19.6,,33,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,RONDONOPOLIS,31.25,15.0,48,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,SAO FELIX DO ARAGUAIA,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,SAO FELIX DO ARAGUAIA,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,SAO FELIX DO ARAGUAIA,,0.0,0,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,SINOP,7.0,,60,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,SINOP,32.2,,60,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,SINOP,10.606060606060606,7.0,66,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,REGIONAL,TANGARA DA SERRA,3.0,,7,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,REGIONAL,TANGARA DA SERRA,5.800000000000001,,7,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,REGIONAL,TANGARA DA SERRA,0.0,0.0,7,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,1966,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,1966,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,1966,,0.0,0,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,1975,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,1975,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,1975,,0.0,0,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,1976,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,1976,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,1976,,0.0,0,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,1980,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,1980,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,1980,,0.0,0,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2000,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2000,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2000,,0.0,0,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2002,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2002,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2002,,0.0,0,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2004,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2004,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2004,,0.0,0,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2006,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2006,,,0,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2006,,0.0,0,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2007,4.0,,15,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2007,13.599999999999998,,15,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2007,11.76470588235294,2.0,17,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2008,9.0,,8,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2008,20.9,,8,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2008,11.11111111111111,1.0,9,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2009,10.0,,19,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2009,21.0,,19,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2009,13.636363636363635,3.0,22,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2010,7.0,,20,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2010,13.70000000000001,,20,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2010,16.666666666666664,4.0,24,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2011,8.0,,25,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2011,28.6,,25,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2011,13.793103448275861,4.0,29,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2012,8.0,,32,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2012,39.40000000000001,,32,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2012,15.789473684210526,6.0,38,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2013,6.0,,29,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2013,50.39999999999999,,29,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2013,14.705882352941178,5.0,34,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2014,11.0,,14,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2014,22.200000000000006,,14,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2014,22.22222222222222,4.0,18,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2015,6.0,,11,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2015,20.0,,11,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2015,35.294117647058826,6.0,17,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2016,8.0,,7,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2016,40.400000000000006,,7,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2016,36.36363636363637,4.0,11,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2017,7.0,,11,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2017,32.0,,11,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2017,21.428571428571427,3.0,14,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2018,4.0,,6,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2018,13.0,,6,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2018,50.0,5.0,10,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2019,10.0,,5,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2019,21.0,,5,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2019,16.666666666666664,1.0,6,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2020,4.0,,3,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2020,12.0,,3,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2020,0.0,0.0,3,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2021,2.0,,2,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2021,2.8,,2,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2021,50.0,2.0,4,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2022,7.0,,3,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2022,11.8,,3,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2022,25.0,1.0,4,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2023,2.0,,5,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2023,4.2,,5,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2023,42.857142857142854,3.0,7,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2024,10.0,,2,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2024,14.0,,2,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2024,0.0,0.0,2,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2025,5.0,,4,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2025,15.800000000000002,,4,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2025,33.33333333333333,2.0,6,%,2026-07-29T12:37:49
contatos_por_caso_dm,p50_comunicantes_por_caso,ANO,2026,26.0,,3,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,p90_comunicantes_por_caso,ANO,2026,61.2,,3,contatos,2026-07-29T12:37:49
contatos_por_caso_dm,pct_dm_zero_ou_sem_info,ANO,2026,0.0,0.0,3,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,ESTADUAL,MATO GROSSO,31.25,20.0,64,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,ESTADUAL,MATO GROSSO,4.819277108433735,20.0,415,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,ESTADUAL,MATO GROSSO,0.3364737550471063,20.0,5944,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,AGUA BOA,66.66666666666666,2.0,3,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,AGUA BOA,25.0,2.0,8,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,AGUA BOA,1.7391304347826086,2.0,115,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,ALTA FLORESTA,0.0,0.0,2,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,ALTA FLORESTA,0.0,0.0,14,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,ALTA FLORESTA,0.0,0.0,120,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,BARRA DO GARCAS,33.33333333333333,1.0,3,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,BARRA DO GARCAS,4.0,1.0,25,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,BARRA DO GARCAS,0.3952569169960474,1.0,253,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,CACERES,0.0,0.0,5,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,CACERES,0.0,0.0,30,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,CACERES,0.0,0.0,362,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,COLIDER,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,COLIDER,0.0,0.0,4,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,COLIDER,0.0,0.0,89,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,CUIABA,28.57142857142857,4.0,14,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,CUIABA,3.0534351145038165,4.0,131,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,CUIABA,0.17429193899782133,4.0,2295,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,DIAMANTINO,0.0,0.0,1,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,DIAMANTINO,0.0,0.0,10,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,DIAMANTINO,0.0,0.0,105,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,JUARA,100.0,4.0,4,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,JUARA,57.14285714285714,4.0,7,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,JUARA,5.797101449275362,4.0,69,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,JUINA,0.0,0.0,2,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,JUINA,0.0,0.0,9,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,JUINA,0.0,0.0,95,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,PEIXOTO DE AZEVEDO,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,PEIXOTO DE AZEVEDO,0.0,0.0,8,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,PEIXOTO DE AZEVEDO,0.0,0.0,142,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,PONTES E LACERDA,0.0,0.0,1,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,PONTES E LACERDA,0.0,0.0,10,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,PONTES E LACERDA,0.0,0.0,162,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,PORTO ALEGRE DO NORTE,100.0,1.0,1,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,PORTO ALEGRE DO NORTE,25.0,1.0,4,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,PORTO ALEGRE DO NORTE,1.6129032258064515,1.0,62,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,RONDONOPOLIS,35.714285714285715,5.0,14,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,RONDONOPOLIS,7.246376811594203,5.0,69,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,RONDONOPOLIS,0.5630630630630631,5.0,888,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,SAO FELIX DO ARAGUAIA,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,SAO FELIX DO ARAGUAIA,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,SAO FELIX DO ARAGUAIA,0.0,0.0,11,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,SINOP,11.11111111111111,1.0,9,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,SINOP,1.4925373134328357,1.0,67,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,SINOP,0.1201923076923077,1.0,832,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,REGIONAL,TANGARA DA SERRA,40.0,2.0,5,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,REGIONAL,TANGARA DA SERRA,10.526315789473683,2.0,19,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,REGIONAL,TANGARA DA SERRA,0.5813953488372093,2.0,344,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,ANO,1966,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,ANO,1966,0.0,0.0,1,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,ANO,1966,0.0,0.0,1,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,ANO,1975,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,ANO,1975,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,ANO,1975,0.0,0.0,1,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,ANO,1976,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,ANO,1976,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,ANO,1976,0.0,0.0,1,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,ANO,1980,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,ANO,1980,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,ANO,1980,0.0,0.0,1,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,ANO,2000,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,ANO,2000,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,ANO,2000,0.0,0.0,1,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,ANO,2002,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_uniao,ANO,2002,,0.0,0,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_casos,ANO,2002,0.0,0.0,1,%,2026-07-29T12:37:49
subnotificacao_mortalidade,pct_sobre_obitos_sim,ANO,2004,,0.0,0,%,2026-07-29T12:37:49
