gerado_em,n_semanas_serie,nowcast_se_atual,observado_se_atual,incremento_atraso_estimado,forecast_se1,forecast_se4,backtest_mae,backtest_mape_pct,alerta_nowcast,alerta_detalhe,n_obs_atraso
2026-07-27T07:41:56,1001,1.08299743495786,1.0,0.08299743495785994,4.264583333333334,4.564161144774639,2.3674479166666664,85.70616319444446,rotina,Nowcast SE28=1.1 ≤ P75 histórico 8.0,5911
