ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,classificacao_agrupada_v17,casos,confirmados,hospitalizacoes,obitos_meningite,populacao,incidencia_100mil,mortalidade_100mil,letalidade_confirmados
2008,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2008,510715,RESERVA DO CABACAL,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2008,510726,SANTO AFONSO,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2008,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,Outras etiologias,1,0,1,0,,,,
2008,510735,SAO JOSE DO XINGU,PORTO ALEGRE DO NORTE,Meningite não especificada,1,1,1,0,,,,0.0
2008,510735,SAO JOSE DO XINGU,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,0,0,,,,
2008,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2008,510760,RONDONOPOLIS,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2008,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2008,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite fúngica,2,2,2,0,,,,0.0
2008,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite não especificada,6,6,6,0,,,,0.0
2008,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite pneumocócica,3,3,3,1,,,,33.33333333333333
2008,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite viral/asséptica,24,24,22,0,,,,0.0
2008,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,4,1,3,0,,,,0.0
2008,510770,ROSARIO OESTE,DIAMANTINO,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2008,510770,ROSARIO OESTE,DIAMANTINO,Outras etiologias,4,0,3,0,,,,
2008,510774,SANTA CRUZ DO XINGU,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,0,0,,,,
2008,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2008,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Outras etiologias,2,0,1,0,,,,
2008,510787,SAPEZAL,TANGARA DA SERRA,Meningite pneumocócica,1,1,1,1,,,,100.0
2008,510787,SAPEZAL,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2008,510787,SAPEZAL,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2008,510790,SINOP,SINOP,Meningite bacteriana/outras bactérias,6,6,6,0,,,,0.0
2008,510790,SINOP,SINOP,Meningite não especificada,10,10,10,0,,,,0.0
2008,510790,SINOP,SINOP,Meningite viral/asséptica,15,15,15,0,,,,0.0
2008,510790,SINOP,SINOP,Outras etiologias,24,0,21,0,,,,
2008,510792,SORRISO,SINOP,Doença meningocócica,2,2,2,1,,,,50.0
2008,510792,SORRISO,SINOP,Meningite fúngica,2,2,2,1,,,,50.0
2008,510792,SORRISO,SINOP,Meningite não especificada,2,2,2,0,,,,0.0
2008,510792,SORRISO,SINOP,Meningite pneumocócica,1,1,1,0,,,,0.0
2008,510792,SORRISO,SINOP,Outras etiologias,2,0,1,0,,,,
2008,510794,TABAPORA,JUARA,Outras etiologias,1,0,1,0,,,,
2008,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite não especificada,4,4,4,0,,,,0.0
2008,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2008,510795,TANGARA DA SERRA,TANGARA DA SERRA,Outras etiologias,10,0,10,0,,,,
2008,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,Doença meningocócica,1,1,0,1,,,,100.0
2008,510810,TESOURO,RONDONOPOLIS,Meningite não especificada,1,1,1,1,,,,100.0
2008,510830,UNIAO DO SUL,SINOP,Outras etiologias,1,0,0,0,,,,
2008,510840,VARZEA GRANDE,CUIABA,Meningite bacteriana/outras bactérias,6,6,5,0,,,,0.0
2008,510840,VARZEA GRANDE,CUIABA,Meningite fúngica,5,5,5,0,,,,0.0
2008,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,23,23,21,2,,,,8.695652173913043
2008,510840,VARZEA GRANDE,CUIABA,Meningite pneumocócica,2,2,2,0,,,,0.0
2008,510840,VARZEA GRANDE,CUIABA,Meningite viral/asséptica,8,8,7,0,,,,0.0
2008,510840,VARZEA GRANDE,CUIABA,Outras etiologias,34,0,29,0,,,,
2008,510850,VERA,SINOP,Meningite fúngica,1,1,1,0,,,,0.0
2008,510860,VILA RICA,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,1,0,,,,
2008,510890,NOVA MARINGA,DIAMANTINO,Meningite não especificada,2,2,2,0,,,,0.0
2009,510025,ALTA FLORESTA,ALTA FLORESTA,Doença meningocócica,1,1,1,0,,,,0.0
2009,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2009,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite não especificada,1,1,1,0,,,,0.0
2009,510025,ALTA FLORESTA,ALTA FLORESTA,Outras etiologias,3,0,3,0,,,,
2009,510080,APIACAS,ALTA FLORESTA,Outras etiologias,2,1,2,1,,,,100.0
2009,510125,ARAPUTANGA,CACERES,Meningite não especificada,1,1,1,0,,,,0.0
2009,510130,ARENAPOLIS,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,,,,0.0
2009,510140,ARIPUANA,JUINA,Outras etiologias,1,0,1,0,,,,
2009,510170,BARRA DO BUGRES,TANGARA DA SERRA,Meningite não especificada,2,2,2,0,,,,0.0
2009,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,3,0,1,0,,,,
2009,510190,BRASNORTE,JUINA,Doença meningocócica,1,1,1,1,,,,100.0
2009,510190,BRASNORTE,JUINA,Meningite pneumocócica,1,1,1,0,,,,0.0
2009,510250,CACERES,CACERES,Doença meningocócica,1,1,1,0,,,,0.0
2009,510250,CACERES,CACERES,Meningite bacteriana/outras bactérias,2,2,2,1,,,,50.0
2009,510250,CACERES,CACERES,Meningite viral/asséptica,2,2,2,0,,,,0.0
2009,510250,CACERES,CACERES,Outras etiologias,2,0,2,0,,,,
2009,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Meningite não especificada,1,1,1,1,,,,100.0
2009,510267,CAMPO VERDE,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2009,510267,CAMPO VERDE,RONDONOPOLIS,Outras etiologias,1,1,1,0,,,,0.0
2009,510270,CANARANA,AGUA BOA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2009,510270,CANARANA,AGUA BOA,Outras etiologias,1,0,1,0,,,,
2009,510279,CARLINDA,ALTA FLORESTA,Meningite não especificada,1,1,1,0,,,,0.0
2009,510285,CASTANHEIRA,JUINA,Outras etiologias,2,0,2,0,,,,
2009,510300,CHAPADA DOS GUIMARAES,CUIABA,Outras etiologias,2,1,1,0,,,,0.0
2009,510305,CLAUDIA,SINOP,Outras etiologias,1,0,1,0,,,,
2009,510320,COLIDER,COLIDER,Outras etiologias,1,0,1,0,,,,
2009,510325,COLNIZA,JUINA,Outras etiologias,1,0,1,0,,,,
2009,510330,COMODORO,PONTES E LACERDA,Meningite não especificada,1,1,1,0,,,,0.0
2009,510330,COMODORO,PONTES E LACERDA,Outras etiologias,1,0,1,0,,,,
2009,510335,CONFRESA,PORTO ALEGRE DO NORTE,Meningite fúngica,1,1,1,0,,,,0.0
2009,510336,CONQUISTA D OESTE,PONTES E LACERDA,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2009,510340,CUIABA,CUIABA,Doença meningocócica,6,6,6,1,,,,16.666666666666664
2009,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,4,4,3,2,,,,50.0
2009,510340,CUIABA,CUIABA,Meningite fúngica,2,2,2,0,,,,0.0
2009,510340,CUIABA,CUIABA,Meningite não especificada,24,24,22,1,,,,4.166666666666666
2009,510340,CUIABA,CUIABA,Meningite pneumocócica,4,4,4,1,,,,25.0
2009,510340,CUIABA,CUIABA,Meningite viral/asséptica,6,6,6,0,,,,0.0
2009,510340,CUIABA,CUIABA,Outras etiologias,19,3,13,0,,,,0.0
2009,510345,DENISE,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2009,510360,DOM AQUINO,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2009,510370,FELIZ NATAL,SINOP,Meningite não especificada,1,1,1,1,,,,100.0
2009,510370,FELIZ NATAL,SINOP,Outras etiologias,2,1,2,1,,,,100.0
2009,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Outras etiologias,4,0,3,0,,,,
2009,510420,GUIRATINGA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2009,510460,ITIQUIRA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2009,510460,ITIQUIRA,RONDONOPOLIS,Outras etiologias,1,1,1,0,,,,0.0
2009,510480,JACIARA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2009,510490,JANGADA,CUIABA,Meningite não especificada,1,1,1,0,,,,0.0
2009,510510,JUARA,JUARA,Meningite viral/asséptica,1,1,1,1,,,,100.0
2009,510510,JUARA,JUARA,Outras etiologias,2,0,1,0,,,,
2009,510515,JUINA,JUINA,Doença meningocócica,3,3,3,1,,,,33.33333333333333
2009,510515,JUINA,JUINA,Outras etiologias,3,0,3,0,,,,
2009,510517,JURUENA,JUINA,Outras etiologias,2,0,1,0,,,,
2009,510520,JUSCIMEIRA,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2009,510520,JUSCIMEIRA,RONDONOPOLIS,Outras etiologias,1,1,1,0,,,,0.0
2009,510523,LAMBARI D OESTE,CACERES,Meningite não especificada,1,1,1,0,,,,0.0
2009,510525,LUCAS DO RIO VERDE,SINOP,Doença meningocócica,1,1,1,0,,,,0.0
2009,510525,LUCAS DO RIO VERDE,SINOP,Meningite fúngica,1,1,1,0,,,,0.0
2009,510525,LUCAS DO RIO VERDE,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2009,510525,LUCAS DO RIO VERDE,SINOP,Outras etiologias,5,1,4,1,,,,100.0
2009,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,Meningite não especificada,1,1,1,1,,,,100.0
2009,510560,MATUPA,PEIXOTO DE AZEVEDO,Outras etiologias,1,0,1,0,,,,
2009,510590,NOBRES,DIAMANTINO,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2009,510600,NORTELANDIA,DIAMANTINO,Meningite não especificada,1,1,1,0,,,,0.0
2009,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,Outras etiologias,1,0,0,0,,,,
2009,510615,NOVA BANDEIRANTES,ALTA FLORESTA,Outras etiologias,1,0,1,0,,,,
2009,510617,NOVA NAZARE,AGUA BOA,Outras etiologias,2,0,0,0,,,,
2009,510622,NOVA MUTUM,SINOP,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2009,510622,NOVA MUTUM,SINOP,Outras etiologias,2,0,1,0,,,,
2009,510625,NOVA XAVANTINA,BARRA DO GARCAS,Outras etiologias,1,0,0,0,,,,
2009,510629,PARANAITA,ALTA FLORESTA,Outras etiologias,1,0,0,0,,,,
2009,510630,PARANATINGA,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2009,510630,PARANATINGA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2009,510630,PARANATINGA,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2009,510630,PARANATINGA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2009,510637,PEDRA PRETA,RONDONOPOLIS,Meningite não especificada,1,1,0,0,,,,0.0
2009,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,Outras etiologias,2,0,2,0,,,,
2009,510650,POCONE,CUIABA,Outras etiologias,2,0,1,0,,,,
2009,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2009,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite não especificada,1,1,1,0,,,,0.0
2009,510675,PONTES E LACERDA,PONTES E LACERDA,Outras etiologias,3,2,2,1,,,,50.0
2009,510685,PORTO ESTRELA,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2009,510700,POXOREO,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2009,510700,POXOREO,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2009,510700,POXOREO,RONDONOPOLIS,Meningite pneumocócica,2,2,2,0,,,,0.0
2009,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2009,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2009,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite não especificada,2,2,2,0,,,,0.0
2009,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2009,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite viral/asséptica,2,2,2,0,,,,0.0
2009,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Outras etiologias,1,1,1,0,,,,0.0
2009,510706,QUERENCIA,AGUA BOA,Meningite não especificada,1,1,1,0,,,,0.0
2009,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Outras etiologias,1,0,1,0,,,,
2009,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,Meningite fúngica,1,1,1,0,,,,0.0
2009,510724,SANTA CARMEM,SINOP,Meningite não especificada,3,3,3,0,,,,0.0
2009,510724,SANTA CARMEM,SINOP,Outras etiologias,1,0,1,0,,,,
2009,510726,SANTO AFONSO,TANGARA DA SERRA,Outras etiologias,1,0,0,0,,,,
2009,510729,SAO JOSE DO POVO,RONDONOPOLIS,Meningite pneumocócica,1,1,1,1,,,,100.0
2009,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,Outras etiologias,1,0,1,0,,,,
2009,510735,SAO JOSE DO XINGU,PORTO ALEGRE DO NORTE,Meningite não especificada,1,1,1,0,,,,0.0
2009,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2009,510760,RONDONOPOLIS,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2009,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite bacteriana/outras bactérias,8,8,8,0,,,,0.0
2009,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite não especificada,3,3,3,0,,,,0.0
2009,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite pneumocócica,2,2,2,1,,,,50.0
2009,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite viral/asséptica,8,8,7,1,,,,12.5
2009,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,14,0,13,0,,,,
2009,510770,ROSARIO OESTE,DIAMANTINO,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2009,510777,SANTA TEREZINHA,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,1,0,,,,
2009,510787,SAPEZAL,TANGARA DA SERRA,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2009,510787,SAPEZAL,TANGARA DA SERRA,Meningite não especificada,4,4,3,0,,,,0.0
2009,510787,SAPEZAL,TANGARA DA SERRA,Meningite pneumocócica,1,1,1,0,,,,0.0
2009,510787,SAPEZAL,TANGARA DA SERRA,Meningite viral/asséptica,3,3,3,0,,,,0.0
2009,510787,SAPEZAL,TANGARA DA SERRA,Outras etiologias,2,0,1,0,,,,
2009,510790,SINOP,SINOP,Meningite bacteriana/outras bactérias,3,3,3,0,,,,0.0
2009,510790,SINOP,SINOP,Meningite não especificada,7,7,7,1,,,,14.285714285714285
2009,510790,SINOP,SINOP,Meningite viral/asséptica,15,15,15,0,,,,0.0
2009,510790,SINOP,SINOP,Outras etiologias,22,0,20,0,,,,
2009,510792,SORRISO,SINOP,Doença meningocócica,3,3,3,1,,,,33.33333333333333
2009,510792,SORRISO,SINOP,Meningite bacteriana/outras bactérias,4,4,4,0,,,,0.0
2009,510792,SORRISO,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2009,510792,SORRISO,SINOP,Outras etiologias,1,0,1,0,,,,
2009,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,,,,0.0
2009,510795,TANGARA DA SERRA,TANGARA DA SERRA,Outras etiologias,6,1,6,0,,,,0.0
2009,510835,VALE DE SAO DOMINGOS,PONTES E LACERDA,Outras etiologias,1,0,1,0,,,,
2009,510840,VARZEA GRANDE,CUIABA,Meningite bacteriana/outras bactérias,7,7,7,2,,,,28.57142857142857
2009,510840,VARZEA GRANDE,CUIABA,Meningite fúngica,2,2,1,1,,,,50.0
2009,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,7,7,7,0,,,,0.0
2009,510840,VARZEA GRANDE,CUIABA,Meningite tuberculosa,1,1,1,0,,,,0.0
2009,510840,VARZEA GRANDE,CUIABA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2009,510840,VARZEA GRANDE,CUIABA,Outras etiologias,32,2,27,0,,,,0.0
2009,510850,VERA,SINOP,Doença meningocócica,1,1,1,1,,,,100.0
2009,510850,VERA,SINOP,Outras etiologias,1,0,1,0,,,,
2009,510860,VILA RICA,PORTO ALEGRE DO NORTE,Doença meningocócica,1,1,1,1,,,,100.0
2009,510890,NOVA MARINGA,DIAMANTINO,Outras etiologias,2,0,2,0,,,,
2010,510020,AGUA BOA,AGUA BOA,Doença meningocócica,1,1,1,0,,,,0.0
2010,510025,ALTA FLORESTA,ALTA FLORESTA,Outras etiologias,2,0,2,0,,,,
2010,510030,ALTO ARAGUAIA,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2010,510030,ALTO ARAGUAIA,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2010,510130,ARENAPOLIS,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2010,510140,ARIPUANA,JUINA,Meningite não especificada,1,1,1,0,,,,0.0
2010,510170,BARRA DO BUGRES,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,,,,0.0
2010,510170,BARRA DO BUGRES,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2010,510180,BARRA DO GARCAS,BARRA DO GARCAS,Doença meningocócica,2,2,2,0,,,,0.0
2010,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2010,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,1,1,1,0,,,,0.0
2010,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite pneumocócica,1,1,1,0,,,,0.0
2010,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,1,0,0,0,,,,
2010,510250,CACERES,CACERES,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2010,510250,CACERES,CACERES,Meningite fúngica,1,1,1,0,,,,0.0
2010,510250,CACERES,CACERES,Meningite não especificada,3,3,3,0,,,,0.0
2010,510250,CACERES,CACERES,Meningite por Hib/Hemófilo,1,1,1,1,,,,100.0
2010,510250,CACERES,CACERES,Meningite viral/asséptica,2,2,2,0,,,,0.0
2010,510250,CACERES,CACERES,Outras etiologias,3,3,2,1,,,,33.33333333333333
2010,510260,CAMPINAPOLIS,BARRA DO GARCAS,Outras etiologias,1,0,1,0,,,,
2010,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2010,510267,CAMPO VERDE,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2010,510267,CAMPO VERDE,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2010,510267,CAMPO VERDE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2010,510267,CAMPO VERDE,RONDONOPOLIS,Outras etiologias,3,0,2,0,,,,
2010,510268,CAMPOS DE JULIO,PONTES E LACERDA,Meningite não especificada,1,1,1,1,,,,100.0
2010,510268,CAMPOS DE JULIO,PONTES E LACERDA,Outras etiologias,1,1,1,0,,,,0.0
2010,510270,CANARANA,AGUA BOA,Outras etiologias,2,0,2,0,,,,
2010,510300,CHAPADA DOS GUIMARAES,CUIABA,Meningite não especificada,1,1,1,0,,,,0.0
2010,510310,COCALINHO,AGUA BOA,Doença meningocócica,1,1,1,0,,,,0.0
2010,510310,COCALINHO,AGUA BOA,Outras etiologias,2,0,2,0,,,,
2010,510320,COLIDER,COLIDER,Meningite não especificada,2,2,2,1,,,,50.0
2010,510320,COLIDER,COLIDER,Outras etiologias,1,0,1,0,,,,
2010,510325,COLNIZA,JUINA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2010,510335,CONFRESA,PORTO ALEGRE DO NORTE,Outras etiologias,2,0,2,0,,,,
2010,510336,CONQUISTA D OESTE,PONTES E LACERDA,Meningite não especificada,1,1,1,0,,,,0.0
2010,510340,CUIABA,CUIABA,Doença meningocócica,2,2,2,1,,,,50.0
2010,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,8,8,7,0,,,,0.0
2010,510340,CUIABA,CUIABA,Meningite fúngica,2,2,2,0,,,,0.0
2010,510340,CUIABA,CUIABA,Meningite não especificada,8,8,8,0,,,,0.0
2010,510340,CUIABA,CUIABA,Meningite viral/asséptica,12,12,10,1,,,,8.333333333333332
2010,510340,CUIABA,CUIABA,Outras etiologias,38,2,30,0,,,,0.0
2010,510350,DIAMANTINO,DIAMANTINO,Outras etiologias,1,0,1,0,,,,
2010,510370,FELIZ NATAL,SINOP,Doença meningocócica,1,1,1,0,,,,0.0
2010,510370,FELIZ NATAL,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2010,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Meningite não especificada,2,2,2,1,,,,50.0
2010,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Meningite pneumocócica,1,1,1,0,,,,0.0
2010,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Outras etiologias,5,0,4,0,,,,
2010,510454,ITANHANGA,SINOP,Outras etiologias,1,0,1,0,,,,
2010,510460,ITIQUIRA,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2010,510480,JACIARA,RONDONOPOLIS,Doença meningocócica,3,3,3,3,,,,100.0
2010,510480,JACIARA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2010,510480,JACIARA,RONDONOPOLIS,Outras etiologias,1,1,0,1,,,,100.0
2010,510510,JUARA,JUARA,Meningite fúngica,1,1,1,0,,,,0.0
2010,510510,JUARA,JUARA,Outras etiologias,3,0,1,0,,,,
2010,510515,JUINA,JUINA,Outras etiologias,1,0,1,0,,,,
2010,510520,JUSCIMEIRA,RONDONOPOLIS,Meningite fúngica,1,1,1,0,,,,0.0
2010,510520,JUSCIMEIRA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2010,510520,JUSCIMEIRA,RONDONOPOLIS,Outras etiologias,1,0,1,0,,,,
2010,510525,LUCAS DO RIO VERDE,SINOP,Outras etiologias,2,0,2,0,,,,
2010,510558,MARCELANDIA,COLIDER,Meningite não especificada,1,1,1,0,,,,0.0
2010,510558,MARCELANDIA,COLIDER,Outras etiologias,1,0,1,0,,,,
2010,510562,MIRASSOL D OESTE,CACERES,Meningite viral/asséptica,1,1,1,0,,,,0.0
2010,510590,NOBRES,DIAMANTINO,Outras etiologias,1,1,1,0,,,,0.0
2010,510615,NOVA BANDEIRANTES,ALTA FLORESTA,Outras etiologias,1,0,1,0,,,,
2010,510618,NOVA LACERDA,PONTES E LACERDA,Meningite não especificada,1,1,1,1,,,,100.0
2010,510622,NOVA MUTUM,SINOP,Meningite por Hib/Hemófilo,1,1,1,1,,,,100.0
2010,510623,NOVA OLIMPIA,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,,,,0.0
2010,510623,NOVA OLIMPIA,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2010,510624,NOVA UBIRATA,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2010,510625,NOVA XAVANTINA,BARRA DO GARCAS,Doença meningocócica,1,1,1,0,,,,0.0
2010,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2010,510629,PARANAITA,ALTA FLORESTA,Outras etiologias,3,0,3,0,,,,
2010,510630,PARANATINGA,RONDONOPOLIS,Meningite não especificada,2,2,2,0,,,,0.0
2010,510630,PARANATINGA,RONDONOPOLIS,Outras etiologias,1,1,1,0,,,,0.0
2010,510631,NOVO SANTO ANTONIO,SAO FELIX DO ARAGUAIA,Outras etiologias,1,0,0,0,,,,
2010,510637,PEDRA PRETA,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2010,510637,PEDRA PRETA,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2010,510637,PEDRA PRETA,RONDONOPOLIS,Outras etiologias,1,0,1,0,,,,
2010,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,Meningite tuberculosa,1,1,1,0,,,,0.0
2010,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,Outras etiologias,2,0,1,0,,,,
2010,510645,PLANALTO DA SERRA,CUIABA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2010,510650,POCONE,CUIABA,Outras etiologias,5,1,1,0,,,,0.0
2010,510670,PONTE BRANCA,BARRA DO GARCAS,Meningite pneumocócica,1,1,1,1,,,,100.0
2010,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite não especificada,2,1,1,0,,,,0.0
2010,510675,PONTES E LACERDA,PONTES E LACERDA,Outras etiologias,1,1,1,0,,,,0.0
2010,510682,PORTO ESPERIDIAO,CACERES,Meningite viral/asséptica,1,1,1,0,,,,0.0
2010,510685,PORTO ESTRELA,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2010,510685,PORTO ESTRELA,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2010,510700,POXOREO,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2010,510700,POXOREO,RONDONOPOLIS,Meningite pneumocócica,1,1,1,1,,,,100.0
2010,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2010,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite pneumocócica,1,1,1,1,,,,100.0
2010,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite viral/asséptica,2,2,2,0,,,,0.0
2010,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Outras etiologias,2,1,2,0,,,,0.0
2010,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,Outras etiologias,1,0,1,0,,,,
2010,510726,SANTO AFONSO,TANGARA DA SERRA,Meningite fúngica,1,1,1,0,,,,0.0
2010,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2010,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
