total_notificacoes,total_confirmados,bact_confirmadas,bact_lab_caderno,bact_lab_informe_pcr_cultura,pct_confirmacao_laboratorial_caderno,pct_confirmacao_laboratorial_pcr_cultura,investigados_com_data,investigados_48h,pct_investigados_48h_entre_com_data,pct_investigados_48h,encerrados_com_data,encerrados_60d,pct_encerrados_60d_entre_com_data,pct_encerrados_60d,dm_casos,dm_quimio_qualquer,dm_quimio_48h,pct_quimioprofilaxia_dm_48h,pct_quimioprofilaxia_dm_qualquer,hib_casos,hib_quimio_48h,hib_quimio_qualquer,pct_quimioprofilaxia_hib_48h,pct_notificacao_24h,pct_sorogrupo_identificado_dm,quimioprofilaxia_indevida_n,referencia_ano,referencia_periodo,referencia_fonte,referencia_vigencia_desde,modulo_origem,gerado_em
5944,3495,1063,604,472,56.820319849482594,44.40263405456256,5731,5566,97.12092130518234,93.64064602960968,5639,4968,88.10072707926938,83.58008075370121,278,209,152,54.67625899280576,75.17985611510791,21,8,10,38.095238095238095,29.768541983443143,30.575539568345324,47,2024,SE 1–36/2024,Informe Meningites CGVDI/DPNI/SVSA/MS,2024-10-01,26_indicadores_ops_avancados_v25.py,2026-07-29T12:37:33
