data_referencia,observado_7d,fator_correcao_atraso,nowcasting_7d,atraso_estimado,interpretacao
2026-07-11,1,5.0,5.0,4.0,Nowcasting operacional por fator simples de atraso recente; revisar quando houver data de digitação/encerramento.
