n_casos,proxy_lab_positivo,proxy_lab_positivo_pct,proxy_obitos_sinan,confirmados_sem_lab_positivo_proxy,interpretacao
5944,969,16.302153432032302,395,2843,Proxy interno a partir do SINAN (PCR/cultura/látex/CIE e evolução). Substituído/complementado quando GAL/LACEN/SIM forem linkados.
