semana_epi_v17,classificacao_agrupada_v17,minimo,q25,media,mediana,q75,maximo,p95,observado,ano_observado
38,Meningite bacteriana/outras bactérias,1,1.0,1.5,1.0,1.5,3,2.6999999999999993,0.0,2026
38,Meningite fúngica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
38,Meningite não especificada,1,1.0,1.9166666666666667,1.5,2.25,5,3.8999999999999986,0.0,2026
38,Meningite pneumocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
38,Meningite viral/asséptica,1,1.0,1.125,1.0,1.0,2,1.6499999999999995,0.0,2026
38,Outras etiologias,1,2.0,3.235294117647059,3.0,4.0,8,5.599999999999998,0.0,2026
39,Doença meningocócica,1,1.25,1.5,1.5,1.75,2,1.95,0.0,2026
39,Meningite bacteriana/outras bactérias,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
39,Meningite fúngica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
39,Meningite não especificada,1,1.0,1.5833333333333333,1.0,1.5,4,3.4499999999999993,0.0,2026
39,Meningite pneumocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
39,Meningite viral/asséptica,1,1.5,2.857142857142857,3.0,3.0,7,5.799999999999997,0.0,2026
39,Outras etiologias,1,1.0,2.5555555555555554,2.0,3.0,6,5.149999999999999,0.0,2026
40,Doença meningocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
40,Meningite bacteriana/outras bactérias,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
40,Meningite fúngica,1,1.0,1.3333333333333333,1.0,1.5,2,1.9,0.0,2026
40,Meningite não especificada,1,1.5,2.1818181818181817,2.0,2.5,5,4.0,0.0,2026
40,Meningite pneumocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
40,Meningite tuberculosa,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
40,Meningite viral/asséptica,1,1.0,1.6,1.0,2.0,4,3.099999999999998,0.0,2026
40,Outras etiologias,1,2.0,2.9473684210526314,3.0,4.0,5,5.0,0.0,2026
41,Doença meningocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
41,Meningite bacteriana/outras bactérias,1,1.0,1.3333333333333333,1.0,1.0,3,2.5,0.0,2026
41,Meningite fúngica,1,1.25,1.5,1.5,1.75,2,1.95,0.0,2026
41,Meningite não especificada,1,1.0,1.5555555555555556,2.0,2.0,2,2.0,0.0,2026
41,Meningite pneumocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
41,Meningite viral/asséptica,1,1.0,1.625,1.0,1.5,4,3.6499999999999995,0.0,2026
41,Outras etiologias,1,1.5,2.3684210526315788,2.0,3.0,5,5.0,0.0,2026
42,Doença meningocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
42,Meningite bacteriana/outras bactérias,1,1.0,1.1666666666666667,1.0,1.0,2,1.75,0.0,2026
42,Meningite fúngica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
42,Meningite não especificada,1,1.0,1.9,1.0,2.0,5,4.549999999999999,0.0,2026
42,Meningite pneumocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
42,Meningite por Hib/Hemófilo,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
42,Meningite tuberculosa,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
42,Meningite viral/asséptica,1,1.0,2.8,3.0,4.0,5,4.8,0.0,2026
42,Outras etiologias,1,2.0,3.125,2.5,4.0,7,5.5,0.0,2026
43,Doença meningocócica,1,1.0,1.3333333333333333,1.0,1.5,2,1.9,0.0,2026
43,Meningite bacteriana/outras bactérias,1,1.0,1.3333333333333333,1.0,1.5,2,1.9,0.0,2026
43,Meningite fúngica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
43,Meningite não especificada,1,1.0,1.8333333333333333,2.0,2.0,4,3.4499999999999993,0.0,2026
43,Meningite pneumocócica,1,1.25,1.5,1.5,1.75,2,1.95,0.0,2026
43,Meningite tuberculosa,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
43,Meningite viral/asséptica,1,1.0,2.111111111111111,1.0,3.0,5,4.6,0.0,2026
43,Outras etiologias,1,2.0,2.8333333333333335,2.0,3.75,6,6.0,0.0,2026
44,Doença meningocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
44,Meningite bacteriana/outras bactérias,1,1.0,1.1111111111111112,1.0,1.0,2,1.5999999999999996,0.0,2026
44,Meningite fúngica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
44,Meningite não especificada,1,1.0,1.8571428571428572,2.0,2.5,3,3.0,0.0,2026
44,Meningite pneumocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
44,Meningite tuberculosa,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
44,Meningite viral/asséptica,1,1.0,1.5454545454545454,1.0,2.0,3,3.0,0.0,2026
44,Outras etiologias,1,1.0,2.066666666666667,2.0,2.0,7,4.199999999999996,0.0,2026
45,Doença meningocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
45,Meningite bacteriana/outras bactérias,1,1.0,1.375,1.0,2.0,2,2.0,0.0,2026
45,Meningite fúngica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
45,Meningite não especificada,1,1.0,1.75,1.0,2.0,5,4.449999999999999,0.0,2026
45,Meningite pneumocócica,1,1.0,1.25,1.0,1.25,2,1.8499999999999996,0.0,2026
45,Meningite viral/asséptica,1,1.0,2.076923076923077,2.0,2.0,7,4.599999999999994,0.0,2026
45,Outras etiologias,1,1.25,2.2777777777777777,2.0,3.0,4,4.0,0.0,2026
46,Doença meningocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
46,Meningite bacteriana/outras bactérias,1,1.25,1.6666666666666667,2.0,2.0,2,2.0,0.0,2026
46,Meningite fúngica,1,1.0,1.125,1.0,1.0,2,1.6499999999999995,0.0,2026
46,Meningite não especificada,1,1.0,1.6923076923076923,2.0,2.0,3,3.0,0.0,2026
46,Meningite pneumocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
46,Meningite tuberculosa,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
46,Meningite viral/asséptica,1,1.0,2.0,1.0,3.0,5,4.5,0.0,2026
46,Outras etiologias,1,1.0,2.375,2.5,3.0,5,4.25,0.0,2026
47,Doença meningocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
47,Meningite bacteriana/outras bactérias,1,1.0,1.1,1.0,1.0,2,1.549999999999999,0.0,2026
47,Meningite fúngica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
47,Meningite não especificada,1,1.0,1.5454545454545454,1.0,2.0,3,2.5,0.0,2026
47,Meningite pneumocócica,1,1.0,1.3333333333333333,1.0,1.5,2,1.9,0.0,2026
47,Meningite tuberculosa,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
47,Meningite viral/asséptica,1,1.0,1.6153846153846154,1.0,2.0,4,4.0,0.0,2026
47,Outras etiologias,1,2.0,3.176470588235294,3.0,4.0,8,7.199999999999999,0.0,2026
48,Doença meningocócica,1,1.0,1.25,1.0,1.25,2,1.8499999999999996,0.0,2026
48,Meningite bacteriana/outras bactérias,1,1.25,1.5,1.5,1.75,2,1.95,0.0,2026
48,Meningite fúngica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
48,Meningite não especificada,1,1.0,1.8571428571428572,1.0,2.0,6,4.049999999999999,0.0,2026
48,Meningite pneumocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
48,Meningite tuberculosa,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
48,Meningite viral/asséptica,1,1.0,2.1,2.0,3.0,4,3.549999999999999,0.0,2026
48,Outras etiologias,1,1.75,2.9375,2.5,4.0,7,6.25,0.0,2026
49,Doença meningocócica,1,1.0,1.1666666666666667,1.0,1.0,2,1.75,0.0,2026
49,Meningite bacteriana/outras bactérias,1,1.0,1.4444444444444444,1.0,2.0,3,2.5999999999999996,0.0,2026
49,Meningite fúngica,1,1.0,1.2,1.0,1.0,2,1.7999999999999998,0.0,2026
49,Meningite não especificada,1,1.0,1.5714285714285714,1.0,2.0,4,2.6999999999999993,0.0,2026
49,Meningite pneumocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
49,Meningite por Hib/Hemófilo,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
49,Meningite tuberculosa,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
49,Meningite viral/asséptica,1,1.0,2.4444444444444446,2.0,3.0,6,4.799999999999999,0.0,2026
49,Outras etiologias,1,2.0,3.0,2.5,3.75,6,6.0,0.0,2026
50,Doença meningocócica,1,1.0,1.1666666666666667,1.0,1.0,2,1.75,0.0,2026
50,Meningite bacteriana/outras bactérias,1,1.0,2.2,2.0,2.0,5,4.3999999999999995,0.0,2026
50,Meningite fúngica,1,1.25,1.5,1.5,1.75,2,1.95,0.0,2026
50,Meningite não especificada,1,1.0,1.4545454545454546,1.0,2.0,3,2.5,0.0,2026
50,Meningite pneumocócica,1,1.25,1.5,1.5,1.75,2,1.95,0.0,2026
50,Meningite por Hib/Hemófilo,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
50,Meningite viral/asséptica,1,1.0,2.3333333333333335,1.5,2.75,6,5.449999999999999,0.0,2026
50,Outras etiologias,1,2.0,2.9411764705882355,3.0,4.0,6,5.199999999999999,0.0,2026
51,Doença meningocócica,1,1.5,1.6666666666666667,2.0,2.0,2,2.0,0.0,2026
51,Meningite bacteriana/outras bactérias,1,1.0,1.25,1.0,1.25,2,2.0,0.0,2026
51,Meningite fúngica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
51,Meningite não especificada,1,1.0,1.6153846153846154,1.0,2.0,3,3.0,0.0,2026
51,Meningite pneumocócica,2,2.0,2.0,2.0,2.0,2,2.0,0.0,2026
51,Meningite tuberculosa,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
51,Meningite viral/asséptica,1,1.0,2.0,1.0,3.0,5,4.449999999999999,0.0,2026
51,Outras etiologias,1,2.0,2.375,2.0,3.0,6,4.5,0.0,2026
52,Doença meningocócica,1,1.0,1.2,1.0,1.0,2,1.7999999999999998,0.0,2026
52,Meningite bacteriana/outras bactérias,1,1.0,1.25,1.0,1.25,2,2.0,0.0,2026
52,Meningite fúngica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
52,Meningite não especificada,1,1.0,1.6923076923076923,1.0,2.0,4,3.3999999999999986,0.0,2026
52,Meningite pneumocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
52,Meningite tuberculosa,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
52,Meningite viral/asséptica,1,1.0,2.0,1.5,2.25,5,4.449999999999999,0.0,2026
52,Outras etiologias,1,1.0,2.6,2.0,4.0,5,5.0,0.0,2026
53,Doença meningocócica,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
53,Meningite não especificada,1,1.5,1.6666666666666667,2.0,2.0,2,2.0,0.0,2026
53,Meningite por Hib/Hemófilo,1,1.0,1.0,1.0,1.0,1,1.0,0.0,2026
53,Meningite viral/asséptica,1,1.25,1.5,1.5,1.75,2,1.95,0.0,2026
53,Outras etiologias,1,1.75,2.5,2.5,3.25,4,3.8499999999999996,0.0,2026
