total_notificacoes,total_confirmados,total_com_resultado_laboratorial_valido,total_com_resultado_laboratorial_concludente,total_laboratorial_positivo,taxa_positividade_real_pct,cobertura_laboratorial_pct
5944,3495,1158,1158,969,83.67875647668393,19.481830417227457
