ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,casos,confirmados,hospitalizacoes,obitos_meningite,populacao,incidencia_100mil,mortalidade_100mil,letalidade_confirmados
2011,510706,QUERENCIA,AGUA BOA,1,1,1,1,,,,100.0
2011,510715,RESERVA DO CABACAL,CACERES,1,1,1,1,,,,100.0
2011,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,1,1,1,1,,,,100.0
2011,510760,RONDONOPOLIS,RONDONOPOLIS,25,22,20,1,,,,4.545454545454546
2011,510775,SALTO DO CEU,CACERES,1,1,1,0,,,,0.0
2011,510780,SANTO ANTONIO DO LEVERGER,CUIABA,7,5,4,1,,,,20.0
2011,510787,SAPEZAL,TANGARA DA SERRA,8,1,8,1,,,,100.0
2011,510790,SINOP,SINOP,40,32,40,4,,,,12.5
2011,510792,SORRISO,SINOP,8,8,8,1,,,,12.5
2011,510795,TANGARA DA SERRA,TANGARA DA SERRA,10,6,10,1,,,,16.666666666666664
2011,510800,TAPURAH,SINOP,3,2,2,0,,,,0.0
2011,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,2,1,2,0,,,,0.0
2011,510810,TESOURO,RONDONOPOLIS,1,1,1,0,,,,0.0
2011,510840,VARZEA GRANDE,CUIABA,29,17,28,0,,,,0.0
2011,510850,VERA,SINOP,3,3,3,0,,,,0.0
2011,510860,VILA RICA,PORTO ALEGRE DO NORTE,1,0,1,0,,,,
2012,510010,ACORIZAL,CUIABA,1,1,1,0,,,,0.0
2012,510020,AGUA BOA,AGUA BOA,1,1,1,0,,,,0.0
2012,510025,ALTA FLORESTA,ALTA FLORESTA,5,3,5,0,,,,0.0
2012,510030,ALTO ARAGUAIA,RONDONOPOLIS,2,2,2,1,,,,50.0
2012,510080,APIACAS,ALTA FLORESTA,1,1,1,0,,,,0.0
2012,510100,ARAGUAIANA,BARRA DO GARCAS,3,1,2,0,,,,0.0
2012,510125,ARAPUTANGA,CACERES,1,0,0,0,,,,
2012,510140,ARIPUANA,JUINA,1,1,1,0,,,,0.0
2012,510170,BARRA DO BUGRES,TANGARA DA SERRA,4,2,4,1,,,,50.0
2012,510180,BARRA DO GARCAS,BARRA DO GARCAS,17,3,12,1,,,,33.33333333333333
2012,510250,CACERES,CACERES,13,13,12,0,,,,0.0
2012,510260,CAMPINAPOLIS,BARRA DO GARCAS,2,1,1,1,,,,100.0
2012,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,1,1,0,,,,0.0
2012,510267,CAMPO VERDE,RONDONOPOLIS,2,0,1,0,,,,
2012,510270,CANARANA,AGUA BOA,2,2,2,0,,,,0.0
2012,510279,CARLINDA,ALTA FLORESTA,3,2,2,0,,,,0.0
2012,510305,CLAUDIA,SINOP,1,0,1,0,,,,
2012,510320,COLIDER,COLIDER,1,1,1,0,,,,0.0
2012,510335,CONFRESA,PORTO ALEGRE DO NORTE,1,0,1,0,,,,
2012,510337,COTRIGUACU,JUINA,1,1,1,0,,,,0.0
2012,510340,CUIABA,CUIABA,98,70,92,11,,,,15.714285714285714
2012,510350,DIAMANTINO,DIAMANTINO,1,0,0,0,,,,
2012,510370,FELIZ NATAL,SINOP,1,1,1,0,,,,0.0
2012,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,4,0,3,0,,,,
2012,510480,JACIARA,RONDONOPOLIS,3,3,2,0,,,,0.0
2012,510515,JUINA,JUINA,1,0,1,0,,,,
2012,510517,JURUENA,JUINA,1,1,1,0,,,,0.0
2012,510520,JUSCIMEIRA,RONDONOPOLIS,2,1,2,0,,,,0.0
2012,510525,LUCAS DO RIO VERDE,SINOP,3,1,3,0,,,,0.0
2012,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,1,1,0,,,,0.0
2012,510562,MIRASSOL D OESTE,CACERES,5,5,5,0,,,,0.0
2012,510590,NOBRES,DIAMANTINO,1,1,1,0,,,,0.0
2012,510615,NOVA BANDEIRANTES,ALTA FLORESTA,1,1,1,1,,,,100.0
2012,510623,NOVA OLIMPIA,TANGARA DA SERRA,2,0,2,0,,,,
2012,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,1,1,1,0,,,,0.0
2012,510629,PARANAITA,ALTA FLORESTA,1,1,1,0,,,,0.0
2012,510630,PARANATINGA,RONDONOPOLIS,1,1,1,0,,,,0.0
2012,510631,NOVO SANTO ANTONIO,SAO FELIX DO ARAGUAIA,1,0,0,0,,,,
2012,510637,PEDRA PRETA,RONDONOPOLIS,1,1,1,1,,,,100.0
2012,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,0,1,0,,,,
2012,510650,POCONE,CUIABA,1,1,0,0,,,,0.0
2012,510675,PONTES E LACERDA,PONTES E LACERDA,7,5,6,0,,,,0.0
2012,510682,PORTO ESPERIDIAO,CACERES,2,2,2,0,,,,0.0
2012,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,9,9,9,0,,,,0.0
2012,510706,QUERENCIA,AGUA BOA,1,0,1,0,,,,
2012,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,1,1,1,0,,,,0.0
2012,510724,SANTA CARMEM,SINOP,1,1,1,1,,,,100.0
2012,510729,SAO JOSE DO POVO,RONDONOPOLIS,1,1,1,0,,,,0.0
2012,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,2,2,2,0,,,,0.0
2012,510760,RONDONOPOLIS,RONDONOPOLIS,25,24,24,0,,,,0.0
2012,510790,SINOP,SINOP,34,30,34,3,,,,10.0
2012,510792,SORRISO,SINOP,16,12,13,2,,,,16.666666666666664
2012,510794,TABAPORA,JUARA,1,0,1,0,,,,
2012,510795,TANGARA DA SERRA,TANGARA DA SERRA,3,1,3,0,,,,0.0
2012,510800,TAPURAH,SINOP,2,2,2,0,,,,0.0
2012,510810,TESOURO,RONDONOPOLIS,1,1,1,0,,,,0.0
2012,510820,TORIXOREU,BARRA DO GARCAS,1,1,1,1,,,,100.0
2012,510840,VARZEA GRANDE,CUIABA,35,27,29,3,,,,11.11111111111111
2012,510850,VERA,SINOP,2,1,2,0,,,,0.0
2013,510020,AGUA BOA,AGUA BOA,1,0,1,0,,,,
2013,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,1,0,1,,,,100.0
2013,510040,ALTO GARCAS,RONDONOPOLIS,1,1,1,1,,,,100.0
2013,510050,ALTO PARAGUAI,DIAMANTINO,1,0,1,0,,,,
2013,510080,APIACAS,ALTA FLORESTA,1,1,1,0,,,,0.0
2013,510100,ARAGUAIANA,BARRA DO GARCAS,3,1,2,0,,,,0.0
2013,510125,ARAPUTANGA,CACERES,1,1,1,0,,,,0.0
2013,510130,ARENAPOLIS,TANGARA DA SERRA,1,0,1,0,,,,
2013,510140,ARIPUANA,JUINA,1,0,1,0,,,,
2013,510170,BARRA DO BUGRES,TANGARA DA SERRA,4,3,4,0,,,,0.0
2013,510180,BARRA DO GARCAS,BARRA DO GARCAS,14,9,14,1,,,,11.11111111111111
2013,510190,BRASNORTE,JUINA,1,1,1,0,,,,0.0
2013,510250,CACERES,CACERES,38,37,37,0,,,,0.0
2013,510260,CAMPINAPOLIS,BARRA DO GARCAS,1,1,1,0,,,,0.0
2013,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,0,1,0,,,,
2013,510267,CAMPO VERDE,RONDONOPOLIS,3,2,2,0,,,,0.0
2013,510270,CANARANA,AGUA BOA,6,1,5,1,,,,100.0
2013,510300,CHAPADA DOS GUIMARAES,CUIABA,6,4,5,1,,,,25.0
2013,510305,CLAUDIA,SINOP,2,2,2,0,,,,0.0
2013,510320,COLIDER,COLIDER,1,0,1,0,,,,
2013,510340,CUIABA,CUIABA,91,59,87,7,,,,11.864406779661017
2013,510350,DIAMANTINO,DIAMANTINO,1,1,1,0,,,,0.0
2013,510360,DOM AQUINO,RONDONOPOLIS,2,2,2,0,,,,0.0
2013,510370,FELIZ NATAL,SINOP,1,1,1,1,,,,100.0
2013,510390,GENERAL CARNEIRO,BARRA DO GARCAS,1,0,1,0,,,,
2013,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,5,3,5,0,,,,0.0
2013,510420,GUIRATINGA,RONDONOPOLIS,2,1,2,0,,,,0.0
2013,510454,ITANHANGA,SINOP,2,2,2,0,,,,0.0
2013,510455,ITAUBA,COLIDER,2,2,2,0,,,,0.0
2013,510460,ITIQUIRA,RONDONOPOLIS,4,3,3,0,,,,0.0
2013,510480,JACIARA,RONDONOPOLIS,9,5,7,1,,,,20.0
2013,510500,JAURU,PONTES E LACERDA,1,1,1,0,,,,0.0
2013,510515,JUINA,JUINA,1,0,1,0,,,,
2013,510525,LUCAS DO RIO VERDE,SINOP,2,1,2,1,,,,100.0
2013,510558,MARCELANDIA,COLIDER,4,2,4,0,,,,0.0
2013,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,1,0,0,0,,,,
2013,510615,NOVA BANDEIRANTES,ALTA FLORESTA,2,1,2,0,,,,0.0
2013,510618,NOVA LACERDA,PONTES E LACERDA,4,3,4,0,,,,0.0
2013,510622,NOVA MUTUM,SINOP,3,2,3,2,,,,100.0
2013,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,1,1,0,,,,0.0
2013,510627,NOVO HORIZONTE DO NORTE,JUARA,1,1,1,1,,,,100.0
2013,510629,PARANAITA,ALTA FLORESTA,1,1,1,0,,,,0.0
2013,510630,PARANATINGA,RONDONOPOLIS,4,2,4,0,,,,0.0
2013,510637,PEDRA PRETA,RONDONOPOLIS,1,1,1,1,,,,100.0
2013,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,2,1,2,0,,,,0.0
2013,510650,POCONE,CUIABA,5,3,4,0,,,,0.0
2013,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,1,1,1,1,,,,100.0
2013,510675,PONTES E LACERDA,PONTES E LACERDA,1,1,1,0,,,,0.0
2013,510685,PORTO ESTRELA,TANGARA DA SERRA,1,1,1,0,,,,0.0
2013,510700,POXOREO,RONDONOPOLIS,1,1,1,0,,,,0.0
2013,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,9,7,7,1,,,,14.285714285714285
2013,510706,QUERENCIA,AGUA BOA,1,0,1,0,,,,
2013,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,1,1,1,0,,,,0.0
2013,510724,SANTA CARMEM,SINOP,2,2,2,0,,,,0.0
2013,510760,RONDONOPOLIS,RONDONOPOLIS,22,21,21,5,,,,23.809523809523807
2013,510779,SANTO ANTONIO DO LESTE,RONDONOPOLIS,1,1,1,0,,,,0.0
2013,510780,SANTO ANTONIO DO LEVERGER,CUIABA,3,0,1,0,,,,
2013,510785,SAO FELIX DO ARAGUAIA,SAO FELIX DO ARAGUAIA,1,0,0,0,,,,
2013,510787,SAPEZAL,TANGARA DA SERRA,2,1,1,0,,,,0.0
2013,510790,SINOP,SINOP,19,14,19,2,,,,14.285714285714285
2013,510792,SORRISO,SINOP,9,9,9,0,,,,0.0
2013,510795,TANGARA DA SERRA,TANGARA DA SERRA,2,0,2,0,,,,
2013,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,1,1,0,,,,0.0
2013,510830,UNIAO DO SUL,SINOP,1,1,1,0,,,,0.0
2013,510840,VARZEA GRANDE,CUIABA,35,18,30,3,,,,16.666666666666664
2013,510850,VERA,SINOP,4,4,4,1,,,,25.0
2013,510895,NOVA MONTE VERDE,ALTA FLORESTA,1,1,1,0,,,,0.0
2014,510020,AGUA BOA,AGUA BOA,1,0,1,0,,,,
2014,510025,ALTA FLORESTA,ALTA FLORESTA,3,2,3,0,,,,0.0
2014,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,1,1,0,,,,0.0
2014,510060,ALTO TAQUARI,RONDONOPOLIS,1,1,1,0,,,,0.0
2014,510120,ARAGUAINHA,RONDONOPOLIS,1,1,1,0,,,,0.0
2014,510125,ARAPUTANGA,CACERES,1,0,1,0,,,,
2014,510170,BARRA DO BUGRES,TANGARA DA SERRA,1,1,1,0,,,,0.0
2014,510180,BARRA DO GARCAS,BARRA DO GARCAS,9,6,9,2,,,,33.33333333333333
2014,510250,CACERES,CACERES,15,14,14,3,,,,21.428571428571427
2014,510260,CAMPINAPOLIS,BARRA DO GARCAS,3,3,3,0,,,,0.0
2014,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,3,1,3,0,,,,0.0
2014,510267,CAMPO VERDE,RONDONOPOLIS,11,10,10,1,,,,10.0
2014,510269,CANABRAVA DO NORTE,PORTO ALEGRE DO NORTE,1,1,1,0,,,,0.0
2014,510300,CHAPADA DOS GUIMARAES,CUIABA,5,1,5,0,,,,0.0
2014,510305,CLAUDIA,SINOP,1,1,1,0,,,,0.0
2014,510320,COLIDER,COLIDER,2,2,2,0,,,,0.0
2014,510325,COLNIZA,JUINA,1,1,1,0,,,,0.0
2014,510330,COMODORO,PONTES E LACERDA,1,1,1,0,,,,0.0
2014,510335,CONFRESA,PORTO ALEGRE DO NORTE,1,1,1,0,,,,0.0
2014,510340,CUIABA,CUIABA,84,38,75,3,,,,7.894736842105263
2014,510343,CURVELANDIA,CACERES,2,2,2,0,,,,0.0
2014,510360,DOM AQUINO,RONDONOPOLIS,1,1,1,0,,,,0.0
2014,510370,FELIZ NATAL,SINOP,2,1,2,1,,,,100.0
2014,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,7,3,7,0,,,,0.0
2014,510450,INDIAVAI,CACERES,1,1,1,0,,,,0.0
2014,510452,IPIRANGA DO NORTE,SINOP,1,1,1,0,,,,0.0
2014,510455,ITAUBA,COLIDER,1,1,1,0,,,,0.0
2014,510480,JACIARA,RONDONOPOLIS,2,2,1,0,,,,0.0
2014,510515,JUINA,JUINA,1,0,1,0,,,,
2014,510523,LAMBARI D OESTE,CACERES,2,2,2,0,,,,0.0
2014,510525,LUCAS DO RIO VERDE,SINOP,4,1,4,0,,,,0.0
2014,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,1,1,0,,,,0.0
2014,510558,MARCELANDIA,COLIDER,1,1,1,0,,,,0.0
2014,510560,MATUPA,PEIXOTO DE AZEVEDO,1,1,1,0,,,,0.0
2014,510562,MIRASSOL D OESTE,CACERES,1,1,1,0,,,,0.0
2014,510618,NOVA LACERDA,PONTES E LACERDA,2,2,2,0,,,,0.0
2014,510622,NOVA MUTUM,SINOP,3,2,3,1,,,,50.0
2014,510623,NOVA OLIMPIA,TANGARA DA SERRA,1,0,1,0,,,,
2014,510624,NOVA UBIRATA,SINOP,3,3,3,0,,,,0.0
2014,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,0,1,0,,,,
2014,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,1,0,1,0,,,,
2014,510627,NOVO HORIZONTE DO NORTE,JUARA,1,0,1,0,,,,
2014,510629,PARANAITA,ALTA FLORESTA,1,0,1,0,,,,
2014,510630,PARANATINGA,RONDONOPOLIS,4,4,4,1,,,,25.0
2014,510637,PEDRA PRETA,RONDONOPOLIS,1,1,1,0,,,,0.0
2014,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,0,1,0,,,,
2014,510650,POCONE,CUIABA,5,1,4,0,,,,0.0
2014,510675,PONTES E LACERDA,PONTES E LACERDA,8,5,5,0,,,,0.0
2014,510677,PORTO ALEGRE DO NORTE,PORTO ALEGRE DO NORTE,1,1,1,1,,,,100.0
2014,510680,PORTO DOS GAUCHOS,JUARA,2,1,1,0,,,,0.0
2014,510682,PORTO ESPERIDIAO,CACERES,2,2,2,0,,,,0.0
2014,510700,POXOREO,RONDONOPOLIS,2,2,2,1,,,,50.0
2014,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,4,3,4,0,,,,0.0
2014,510715,RESERVA DO CABACAL,CACERES,1,1,1,0,,,,0.0
2014,510720,RIO BRANCO,CACERES,2,2,2,0,,,,0.0
2014,510729,SAO JOSE DO POVO,RONDONOPOLIS,1,1,1,0,,,,0.0
2014,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,2,1,2,0,,,,0.0
2014,510760,RONDONOPOLIS,RONDONOPOLIS,26,24,26,0,,,,0.0
2014,510770,ROSARIO OESTE,DIAMANTINO,1,0,1,0,,,,
2014,510779,SANTO ANTONIO DO LESTE,RONDONOPOLIS,1,1,1,1,,,,100.0
2014,510780,SANTO ANTONIO DO LEVERGER,CUIABA,1,0,1,0,,,,
2014,510790,SINOP,SINOP,35,35,34,0,,,,0.0
2014,510792,SORRISO,SINOP,10,10,10,0,,,,0.0
2014,510795,TANGARA DA SERRA,TANGARA DA SERRA,1,1,1,0,,,,0.0
2014,510800,TAPURAH,SINOP,1,1,1,0,,,,0.0
2014,510835,VALE DE SAO DOMINGOS,PONTES E LACERDA,1,1,1,0,,,,0.0
2014,510840,VARZEA GRANDE,CUIABA,44,11,35,0,,,,0.0
2014,510880,NOVA GUARITA,COLIDER,1,0,1,0,,,,
2015,510010,ACORIZAL,CUIABA,1,0,1,0,,,,
2015,510020,AGUA BOA,AGUA BOA,1,1,1,1,,,,100.0
2015,510025,ALTA FLORESTA,ALTA FLORESTA,5,5,5,0,,,,0.0
2015,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,0,0,0,,,,
2015,510140,ARIPUANA,JUINA,1,0,1,0,,,,
2015,510160,BARAO DE MELGACO,CUIABA,1,1,1,0,,,,0.0
2015,510170,BARRA DO BUGRES,TANGARA DA SERRA,1,0,1,0,,,,
2015,510180,BARRA DO GARCAS,BARRA DO GARCAS,7,5,7,1,,,,20.0
2015,510250,CACERES,CACERES,20,19,18,2,,,,10.526315789473683
2015,510260,CAMPINAPOLIS,BARRA DO GARCAS,1,0,1,0,,,,
2015,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,2,0,2,0,,,,
2015,510267,CAMPO VERDE,RONDONOPOLIS,4,3,4,0,,,,0.0
2015,510270,CANARANA,AGUA BOA,3,2,3,0,,,,0.0
2015,510300,CHAPADA DOS GUIMARAES,CUIABA,2,1,2,1,,,,100.0
2015,510310,COCALINHO,AGUA BOA,1,0,1,0,,,,
2015,510320,COLIDER,COLIDER,1,0,1,0,,,,
2015,510330,COMODORO,PONTES E LACERDA,2,1,1,0,,,,0.0
2015,510335,CONFRESA,PORTO ALEGRE DO NORTE,3,0,2,0,,,,
2015,510337,COTRIGUACU,JUINA,1,1,1,0,,,,0.0
2015,510340,CUIABA,CUIABA,74,40,68,7,,,,17.5
2015,510343,CURVELANDIA,CACERES,1,1,1,0,,,,0.0
2015,510360,DOM AQUINO,RONDONOPOLIS,1,0,0,0,,,,
2015,510380,FIGUEIROPOLIS D OESTE,PONTES E LACERDA,1,1,1,0,,,,0.0
2015,510390,GENERAL CARNEIRO,BARRA DO GARCAS,1,1,1,0,,,,0.0
2015,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,6,1,5,1,,,,100.0
2015,510420,GUIRATINGA,RONDONOPOLIS,2,1,1,0,,,,0.0
2015,510455,ITAUBA,COLIDER,1,0,1,0,,,,
2015,510460,ITIQUIRA,RONDONOPOLIS,2,2,2,0,,,,0.0
2015,510480,JACIARA,RONDONOPOLIS,4,3,3,0,,,,0.0
2015,510490,JANGADA,CUIABA,1,0,1,0,,,,
2015,510500,JAURU,PONTES E LACERDA,3,2,3,0,,,,0.0
2015,510510,JUARA,JUARA,1,1,1,0,,,,0.0
2015,510515,JUINA,JUINA,2,2,2,0,,,,0.0
2015,510520,JUSCIMEIRA,RONDONOPOLIS,1,0,0,0,,,,
2015,510523,LAMBARI D OESTE,CACERES,1,1,1,0,,,,0.0
2015,510525,LUCAS DO RIO VERDE,SINOP,1,1,1,0,,,,0.0
2015,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,1,1,0,,,,0.0
2015,510562,MIRASSOL D OESTE,CACERES,2,2,2,0,,,,0.0
2015,510590,NOBRES,DIAMANTINO,1,1,1,0,,,,0.0
2015,510618,NOVA LACERDA,PONTES E LACERDA,1,1,1,0,,,,0.0
2015,510621,NOVA CANAA DO NORTE,COLIDER,1,0,1,0,,,,
2015,510624,NOVA UBIRATA,SINOP,2,1,2,0,,,,0.0
2015,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,1,1,0,,,,0.0
2015,510629,PARANAITA,ALTA FLORESTA,1,0,0,0,,,,
2015,510630,PARANATINGA,RONDONOPOLIS,2,2,2,1,,,,50.0
2015,510637,PEDRA PRETA,RONDONOPOLIS,3,1,1,0,,,,0.0
2015,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,1,1,0,,,,0.0
2015,510650,POCONE,CUIABA,1,0,1,0,,,,
2015,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,1,0,1,0,,,,
2015,510675,PONTES E LACERDA,PONTES E LACERDA,9,6,9,0,,,,0.0
2015,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,3,1,2,0,,,,0.0
2015,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,1,1,1,0,,,,0.0
2015,510724,SANTA CARMEM,SINOP,2,2,2,0,,,,0.0
2015,510726,SANTO AFONSO,TANGARA DA SERRA,1,1,1,0,,,,0.0
2015,510760,RONDONOPOLIS,RONDONOPOLIS,17,15,16,0,,,,0.0
2015,510770,ROSARIO OESTE,DIAMANTINO,2,0,2,0,,,,
2015,510780,SANTO ANTONIO DO LEVERGER,CUIABA,1,1,1,1,,,,100.0
2015,510790,SINOP,SINOP,13,12,13,2,,,,16.666666666666664
2015,510792,SORRISO,SINOP,8,8,8,1,,,,12.5
2015,510795,TANGARA DA SERRA,TANGARA DA SERRA,2,0,2,0,,,,
2015,510800,TAPURAH,SINOP,2,1,2,0,,,,0.0
2015,510840,VARZEA GRANDE,CUIABA,26,8,22,2,,,,25.0
2015,510860,VILA RICA,PORTO ALEGRE DO NORTE,1,1,1,0,,,,0.0
2015,510885,NOVA MARILANDIA,TANGARA DA SERRA,2,0,1,0,,,,
2015,510890,NOVA MARINGA,DIAMANTINO,1,1,1,0,,,,0.0
2016,510020,AGUA BOA,AGUA BOA,2,2,1,1,,,,50.0
2016,510025,ALTA FLORESTA,ALTA FLORESTA,1,1,1,0,,,,0.0
2016,510040,ALTO GARCAS,RONDONOPOLIS,1,0,0,0,,,,
2016,510060,ALTO TAQUARI,RONDONOPOLIS,1,0,1,0,,,,
2016,510100,ARAGUAIANA,BARRA DO GARCAS,1,0,1,0,,,,
2016,510125,ARAPUTANGA,CACERES,1,1,1,0,,,,0.0
2016,510180,BARRA DO GARCAS,BARRA DO GARCAS,12,8,11,3,,,,37.5
2016,510185,BOM JESUS DO ARAGUAIA,AGUA BOA,1,1,1,0,,,,0.0
2016,510250,CACERES,CACERES,26,25,26,5,,,,20.0
2016,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,3,2,3,0,,,,0.0
2016,510267,CAMPO VERDE,RONDONOPOLIS,3,2,3,0,,,,0.0
2016,510268,CAMPOS DE JULIO,PONTES E LACERDA,2,2,2,0,,,,0.0
2016,510269,CANABRAVA DO NORTE,PORTO ALEGRE DO NORTE,1,0,0,0,,,,
2016,510300,CHAPADA DOS GUIMARAES,CUIABA,1,0,0,0,,,,
2016,510305,CLAUDIA,SINOP,2,1,2,0,,,,0.0
2016,510320,COLIDER,COLIDER,1,1,1,0,,,,0.0
2016,510325,COLNIZA,JUINA,1,0,1,0,,,,
2016,510335,CONFRESA,PORTO ALEGRE DO NORTE,2,1,2,0,,,,0.0
2016,510337,COTRIGUACU,JUINA,1,1,1,0,,,,0.0
2016,510340,CUIABA,CUIABA,89,44,50,2,,,,4.545454545454546
2016,510370,FELIZ NATAL,SINOP,1,1,1,0,,,,0.0
2016,510452,IPIRANGA DO NORTE,SINOP,3,1,2,0,,,,0.0
2016,510480,JACIARA,RONDONOPOLIS,3,2,2,0,,,,0.0
2016,510500,JAURU,PONTES E LACERDA,2,2,2,0,,,,0.0
