ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,casos,confirmados,hospitalizacoes,obitos_meningite,populacao,incidencia_100mil,mortalidade_100mil,letalidade_confirmados
2022,510525,LUCAS DO RIO VERDE,SINOP,12,0,11,0,83798.0,14.320150838922169,0.0,
2022,510562,MIRASSOL D OESTE,CACERES,1,1,1,0,26785.0,3.7334328915437744,0.0,0.0
2022,510590,NOBRES,DIAMANTINO,3,1,3,0,15492.0,19.364833462432223,0.0,0.0
2022,510615,NOVA BANDEIRANTES,ALTA FLORESTA,1,1,1,1,13635.0,7.3340667400073345,7.3340667400073345,100.0
2022,510622,NOVA MUTUM,SINOP,2,2,2,0,55839.0,3.581726033775676,0.0,0.0
2022,510631,NOVO SANTO ANTONIO,SAO FELIX DO ARAGUAIA,1,0,0,0,2015.0,49.62779156327544,0.0,
2022,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,2,2,2,0,32714.0,6.1135905117075255,0.0,0.0
2022,510650,POCONE,CUIABA,1,0,1,0,31217.0,3.2033827722074513,0.0,
2022,510682,PORTO ESPERIDIAO,CACERES,1,0,1,0,10204.0,9.800078400627205,0.0,
2022,510700,POXOREO,RONDONOPOLIS,2,2,2,0,23283.0,8.589958338702058,0.0,0.0
2022,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,2,2,2,0,85146.0,2.348906583985155,0.0,0.0
2022,510706,QUERENCIA,AGUA BOA,1,0,0,0,26769.0,3.73566438791139,0.0,
2022,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,1,0,1,0,17849.0,5.602554764972827,0.0,
2022,510720,RIO BRANCO,CACERES,1,1,1,0,4535.0,22.050716648291072,0.0,0.0
2022,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,1,1,1,0,4191.0,23.860653781913623,0.0,0.0
2022,510760,RONDONOPOLIS,RONDONOPOLIS,12,7,10,0,244911.0,4.899739088893517,0.0,0.0
2022,510780,SANTO ANTONIO DO LEVERGER,CUIABA,3,1,2,1,15246.0,19.67729240456513,6.559097468188377,100.0
2022,510790,SINOP,SINOP,15,7,14,1,196312.0,7.640898162109296,0.5093932108072864,14.285714285714285
2022,510792,SORRISO,SINOP,2,2,2,0,110635.0,1.8077461924345823,0.0,0.0
2022,510795,TANGARA DA SERRA,TANGARA DA SERRA,1,0,1,0,106434.0,0.9395493921115432,0.0,
2022,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,0,0,0,10616.0,9.419743782969103,0.0,
2022,510835,VALE DE SAO DOMINGOS,PONTES E LACERDA,1,0,1,0,2904.0,34.43526170798898,0.0,
2022,510840,VARZEA GRANDE,CUIABA,14,6,14,0,300078.0,4.6654536487180005,0.0,0.0
2022,510860,VILA RICA,PORTO ALEGRE DO NORTE,1,0,1,0,19888.0,5.028157683024939,0.0,
2022,510895,NOVA MONTE VERDE,ALTA FLORESTA,1,1,1,0,8313.0,12.029351617947793,0.0,0.0
2023,510020,AGUA BOA,AGUA BOA,7,0,7,0,30461.0,22.98020419552871,0.0,
2023,510025,ALTA FLORESTA,ALTA FLORESTA,1,1,1,0,60595.0,1.6503011799653435,0.0,0.0
2023,510030,ALTO ARAGUAIA,RONDONOPOLIS,2,2,2,0,17567.0,11.38498320714977,0.0,0.0
2023,510035,ALTO BOA VISTA,SAO FELIX DO ARAGUAIA,1,0,1,0,5827.0,17.16148961729878,0.0,
2023,510050,ALTO PARAGUAI,DIAMANTINO,2,1,1,0,7854.0,25.464731347084285,0.0,0.0
2023,510140,ARIPUANA,JUINA,3,1,3,0,25493.0,11.767936296238183,0.0,0.0
2023,510170,BARRA DO BUGRES,TANGARA DA SERRA,2,2,2,0,29765.0,6.719301192675962,0.0,0.0
2023,510180,BARRA DO GARCAS,BARRA DO GARCAS,10,3,6,1,71550.0,13.97624039133473,1.397624039133473,33.33333333333333
2023,510185,BOM JESUS DO ARAGUAIA,AGUA BOA,1,0,1,0,7543.0,13.257324671881214,0.0,
2023,510250,CACERES,CACERES,12,10,12,0,91623.0,13.097148096002096,0.0,0.0
2023,510260,CAMPINAPOLIS,BARRA DO GARCAS,3,0,3,0,15613.0,19.214756933324793,0.0,
2023,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,0,1,0,48027.0,2.0821621171424405,0.0,
2023,510267,CAMPO VERDE,RONDONOPOLIS,3,1,3,0,46557.0,6.443714156840002,0.0,0.0
2023,510268,CAMPOS DE JULIO,PONTES E LACERDA,3,0,2,0,9272.0,32.35547886108714,0.0,
2023,510270,CANARANA,AGUA BOA,1,1,1,1,26904.0,3.716919417187035,3.716919417187035,100.0
2023,510279,CARLINDA,ALTA FLORESTA,1,0,1,0,10415.0,9.601536245799327,0.0,
2023,510305,CLAUDIA,SINOP,2,2,2,1,9576.0,20.885547201336674,10.442773600668337,50.0
2023,510310,COCALINHO,AGUA BOA,1,0,1,0,6377.0,15.681354869060687,0.0,
2023,510320,COLIDER,COLIDER,1,0,1,0,32086.0,3.116624072804338,0.0,
2023,510337,COTRIGUACU,JUINA,1,0,1,0,10624.0,9.41265060240964,0.0,
2023,510340,CUIABA,CUIABA,64,26,59,3,676124.0,9.465719305926132,0.44370559246528746,11.538461538461538
2023,510343,CURVELANDIA,CACERES,1,1,1,0,4970.0,20.120724346076457,0.0,0.0
2023,510350,DIAMANTINO,DIAMANTINO,1,1,1,0,22368.0,4.470672389127325,0.0,0.0
2023,510360,DOM AQUINO,RONDONOPOLIS,1,1,1,0,7953.0,12.57387149503332,0.0,0.0
2023,510385,GAUCHA DO NORTE,AGUA BOA,3,1,2,0,8938.0,33.56455582904453,0.0,0.0
2023,510395,GLORIA D OESTE,CACERES,1,0,1,0,2887.0,34.638032559750606,0.0,
2023,510460,ITIQUIRA,RONDONOPOLIS,1,1,1,0,12472.0,8.017960230917254,0.0,0.0
2023,510480,JACIARA,RONDONOPOLIS,1,1,1,0,29369.0,3.404950798460962,0.0,0.0
2023,510490,JANGADA,CUIABA,1,0,1,0,7491.0,13.349352556401014,0.0,
2023,510510,JUARA,JUARA,5,1,5,0,35862.0,13.94233450448943,0.0,0.0
2023,510515,JUINA,JUINA,1,0,1,0,47397.0,2.1098381754119457,0.0,
2023,510525,LUCAS DO RIO VERDE,SINOP,3,0,3,0,88126.0,3.4042166897396906,0.0,
2023,510560,MATUPA,PEIXOTO DE AZEVEDO,1,1,1,0,20853.0,4.795473073418693,0.0,0.0
2023,510562,MIRASSOL D OESTE,CACERES,1,1,1,0,27434.0,3.645111904935481,0.0,0.0
2023,510600,NORTELANDIA,DIAMANTINO,1,0,1,0,5960.0,16.778523489932883,0.0,
2023,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,1,0,1,0,11694.0,8.551393877201985,0.0,
2023,510615,NOVA BANDEIRANTES,ALTA FLORESTA,1,1,1,0,14036.0,7.124536905101169,0.0,0.0
2023,510617,NOVA NAZARE,AGUA BOA,2,1,1,0,4338.0,46.10419548178884,0.0,0.0
2023,510622,NOVA MUTUM,SINOP,4,3,4,0,58541.0,6.8328180249739505,0.0,0.0
2023,510623,NOVA OLIMPIA,TANGARA DA SERRA,2,0,2,0,16434.0,12.169891687963977,0.0,
2023,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,1,1,0,25084.0,3.9866050071758887,0.0,0.0
2023,510650,POCONE,CUIABA,1,0,0,0,31394.0,3.1853220360578454,0.0,
2023,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,1,1,1,0,7169.0,13.948946854512483,0.0,0.0
2023,510675,PONTES E LACERDA,PONTES E LACERDA,5,4,5,0,53816.0,9.29091719934592,0.0,0.0
2023,510677,PORTO ALEGRE DO NORTE,PORTO ALEGRE DO NORTE,1,1,1,0,12420.0,8.051529790660226,0.0,0.0
2023,510700,POXOREO,RONDONOPOLIS,1,0,1,0,24102.0,4.149033275246867,0.0,
2023,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,3,3,2,0,89513.0,3.3514685017818637,0.0,0.0
2023,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,3,1,2,0,10340.0,29.013539651837522,0.0,0.0
2023,510720,RIO BRANCO,CACERES,2,2,2,0,4509.0,44.35573297848747,0.0,0.0
2023,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,1,1,1,0,14813.0,6.750826976304597,0.0,0.0
2023,510760,RONDONOPOLIS,RONDONOPOLIS,17,11,17,2,254728.0,6.673785371062467,0.785151220124996,18.181818181818183
2023,510780,SANTO ANTONIO DO LEVERGER,CUIABA,2,2,2,0,16776.0,11.921793037672865,0.0,0.0
2023,510787,SAPEZAL,TANGARA DA SERRA,2,0,2,0,30303.0,6.6000066000065996,0.0,
2023,510788,SERRA NOVA DOURADA,SAO FELIX DO ARAGUAIA,1,0,1,0,1835.0,54.495912806539515,0.0,
2023,510790,SINOP,SINOP,26,20,26,0,206931.0,12.564574664984947,0.0,0.0
2023,510792,SORRISO,SINOP,4,1,4,0,116105.0,3.4451574006287413,0.0,0.0
2023,510794,TABAPORA,JUARA,1,0,1,0,9932.0,10.068465565847765,0.0,
2023,510795,TANGARA DA SERRA,TANGARA DA SERRA,5,1,5,0,110549.0,4.522881256275498,0.0,0.0
2023,510800,TAPURAH,SINOP,1,0,1,0,14872.0,6.7240451855836465,0.0,
2023,510840,VARZEA GRANDE,CUIABA,31,15,30,4,310941.0,9.96973702406566,1.286417680524601,26.666666666666668
2023,510860,VILA RICA,PORTO ALEGRE DO NORTE,5,0,1,0,19948.0,25.065169440545414,0.0,
2024,510020,AGUA BOA,AGUA BOA,7,0,7,0,31314.0,22.354218560388325,0.0,
2024,510025,ALTA FLORESTA,ALTA FLORESTA,3,2,3,1,61291.0,4.894682742980209,1.6315609143267364,50.0
2024,510030,ALTO ARAGUAIA,RONDONOPOLIS,2,2,2,1,17657.0,11.326952483434331,5.663476241717166,50.0
2024,510040,ALTO GARCAS,RONDONOPOLIS,1,0,0,0,13707.0,7.295542423579193,0.0,
2024,510050,ALTO PARAGUAI,DIAMANTINO,1,0,1,0,7717.0,12.95840352468576,0.0,
2024,510060,ALTO TAQUARI,RONDONOPOLIS,1,0,1,0,11571.0,8.642295393656555,0.0,
2024,510130,ARENAPOLIS,TANGARA DA SERRA,1,1,1,0,10747.0,9.304922303898763,0.0,0.0
2024,510170,BARRA DO BUGRES,TANGARA DA SERRA,3,2,3,0,29576.0,10.143359480659994,0.0,0.0
2024,510180,BARRA DO GARCAS,BARRA DO GARCAS,6,3,6,2,72694.0,8.253776102566924,2.7512587008556415,66.66666666666666
2024,510190,BRASNORTE,JUINA,1,0,1,0,17496.0,5.715592135345221,0.0,
2024,510250,CACERES,CACERES,4,2,2,1,91626.0,4.3655730906074695,1.0913932726518674,50.0
2024,510260,CAMPINAPOLIS,BARRA DO GARCAS,2,0,2,0,15713.0,12.728314134792846,0.0,
2024,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,4,2,4,0,50033.0,7.9947234825015485,0.0,0.0
2024,510267,CAMPO VERDE,RONDONOPOLIS,3,2,3,0,47831.0,6.272082958750602,0.0,0.0
2024,510270,CANARANA,AGUA BOA,5,1,4,0,27657.0,18.078605777922405,0.0,0.0
2024,510300,CHAPADA DOS GUIMARAES,CUIABA,4,2,4,0,19374.0,20.646226902033654,0.0,0.0
2024,510310,COCALINHO,AGUA BOA,1,0,1,0,6428.0,15.556938394523957,0.0,
2024,510320,COLIDER,COLIDER,4,0,4,0,32010.0,12.496094970321776,0.0,
2024,510335,CONFRESA,PORTO ALEGRE DO NORTE,2,0,1,0,37541.0,5.327508590607602,0.0,
2024,510340,CUIABA,CUIABA,47,12,40,3,682932.0,6.8820907498843225,0.43928238829048866,25.0
2024,510350,DIAMANTINO,DIAMANTINO,1,1,1,0,22479.0,4.448596467814404,0.0,0.0
2024,510360,DOM AQUINO,RONDONOPOLIS,1,1,1,0,7915.0,12.634238787113077,0.0,0.0
2024,510370,FELIZ NATAL,SINOP,1,0,1,0,10564.0,9.46611132146914,0.0,
2024,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,5,1,5,1,31328.0,15.960163432073545,3.192032686414709,100.0
2024,510420,GUIRATINGA,RONDONOPOLIS,1,1,1,0,10532.0,9.4948727687049,0.0,0.0
2024,510454,ITANHANGA,SINOP,2,1,2,0,8049.0,24.847807181016275,0.0,0.0
2024,510480,JACIARA,RONDONOPOLIS,1,1,1,0,29560.0,3.3829499323410017,0.0,0.0
2024,510510,JUARA,JUARA,5,1,4,0,35899.0,13.927964567258142,0.0,0.0
2024,510515,JUINA,JUINA,4,2,4,0,47800.0,8.368200836820085,0.0,0.0
2024,510517,JURUENA,JUINA,1,0,1,0,10149.0,9.853187506158243,0.0,
2024,510520,JUSCIMEIRA,RONDONOPOLIS,1,0,1,0,11620.0,8.605851979345957,0.0,
2024,510523,LAMBARI D OESTE,CACERES,1,1,1,0,4724.0,21.168501270110074,0.0,0.0
2024,510525,LUCAS DO RIO VERDE,SINOP,6,2,4,2,92256.0,6.503642039542144,2.1678806798473813,100.0
2024,510562,MIRASSOL D OESTE,CACERES,3,2,2,0,27511.0,10.904729017483916,0.0,0.0
2024,510590,NOBRES,DIAMANTINO,1,1,1,1,15753.0,6.347997206881229,6.347997206881229,100.0
2024,510619,NOVA SANTA HELENA,COLIDER,1,0,1,0,4431.0,22.568269013766646,0.0,
2024,510622,NOVA MUTUM,SINOP,3,3,3,0,61223.0,4.900119236234748,0.0,0.0
2024,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,1,1,1,25486.0,3.9237228282194145,3.9237228282194145,100.0
2024,510627,NOVO HORIZONTE DO NORTE,JUARA,1,0,1,0,3307.0,30.23888720895071,0.0,
2024,510637,PEDRA PRETA,RONDONOPOLIS,2,1,2,0,18722.0,10.682619378271552,0.0,0.0
2024,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,2,1,2,0,33599.0,5.9525581118485675,0.0,0.0
2024,510650,POCONE,CUIABA,1,0,1,0,31269.0,3.1980555822060186,0.0,
2024,510675,PONTES E LACERDA,PONTES E LACERDA,6,4,6,1,54795.0,10.949904188338353,1.8249840313897252,25.0
2024,510680,PORTO DOS GAUCHOS,JUARA,1,0,0,0,5690.0,17.574692442882252,0.0,
2024,510700,POXOREO,RONDONOPOLIS,3,3,3,0,24587.0,12.20156993533168,0.0,0.0
2024,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,8,8,8,1,92927.0,8.608908067622973,1.0761135084528717,12.5
2024,510706,QUERENCIA,AGUA BOA,3,0,1,0,29820.0,10.060362173038229,0.0,
2024,510720,RIO BRANCO,CACERES,1,1,1,0,4489.0,22.276676319893074,0.0,0.0
2024,510724,SANTA CARMEM,SINOP,2,0,2,0,5677.0,35.22987493394398,0.0,
2024,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,1,1,1,1,14662.0,6.820351930159596,6.820351930159596,100.0
2024,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,3,2,3,1,4247.0,70.63809748057452,23.54603249352484,50.0
2024,510760,RONDONOPOLIS,RONDONOPOLIS,27,18,24,3,259167.0,10.417993031520217,1.157554781280024,16.666666666666664
2024,510770,ROSARIO OESTE,DIAMANTINO,1,1,1,0,15236.0,6.563402467839328,0.0,0.0
2024,510787,SAPEZAL,TANGARA DA SERRA,2,1,2,1,31499.0,6.349407917711674,3.174703958855837,100.0
2024,510790,SINOP,SINOP,17,8,15,0,216029.0,7.869313842123048,0.0,0.0
2024,510792,SORRISO,SINOP,4,3,4,1,120561.0,3.3178225130846624,0.8294556282711656,33.33333333333333
2024,510795,TANGARA DA SERRA,TANGARA DA SERRA,10,2,10,1,112547.0,8.885176859445387,0.8885176859445387,50.0
2024,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,0,1,0,10641.0,9.3976130062964,0.0,
2024,510830,UNIAO DO SUL,SINOP,1,0,1,0,3897.0,25.660764690787786,0.0,
2024,510840,VARZEA GRANDE,CUIABA,25,7,21,1,314627.0,7.945916911136044,0.3178366764454418,14.285714285714285
2024,510850,VERA,SINOP,1,0,1,0,10584.0,9.44822373393802,0.0,
2024,510860,VILA RICA,PORTO ALEGRE DO NORTE,2,0,2,0,19827.0,10.087254753618803,0.0,
2024,510885,NOVA MARILANDIA,TANGARA DA SERRA,1,1,1,1,3678.0,27.188689505165847,27.188689505165847,100.0
2025,510020,AGUA BOA,AGUA BOA,2,0,2,0,32099.0,6.230723698557587,0.0,
2025,510025,ALTA FLORESTA,ALTA FLORESTA,3,2,3,1,62158.0,4.8264101161556034,1.608803372051868,50.0
2025,510130,ARENAPOLIS,TANGARA DA SERRA,1,0,1,0,10769.0,9.285913269570061,0.0,
2025,510140,ARIPUANA,JUINA,1,0,0,0,26558.0,3.7653437758867385,0.0,
2025,510180,BARRA DO GARCAS,BARRA DO GARCAS,7,3,7,0,73878.0,9.475080538184574,0.0,0.0
2025,510250,CACERES,CACERES,10,7,9,1,91767.0,10.89716346834919,1.089716346834919,14.285714285714285
2025,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,7,1,7,0,51722.0,13.533892734233016,0.0,0.0
2025,510267,CAMPO VERDE,RONDONOPOLIS,2,0,2,0,49053.0,4.077222595967627,0.0,
2025,510269,CANABRAVA DO NORTE,PORTO ALEGRE DO NORTE,1,0,1,0,4451.0,22.46686137946529,0.0,
2025,510270,CANARANA,AGUA BOA,2,0,2,0,28324.0,7.061149555147578,0.0,
2025,510279,CARLINDA,ALTA FLORESTA,1,1,1,0,10260.0,9.746588693957115,0.0,0.0
2025,510300,CHAPADA DOS GUIMARAES,CUIABA,3,1,2,0,19458.0,15.41782300339192,0.0,0.0
2025,510320,COLIDER,COLIDER,2,2,2,0,32054.0,6.239470892868285,0.0,0.0
2025,510325,COLNIZA,JUINA,1,0,1,0,26026.0,3.8423115346192267,0.0,
2025,510330,COMODORO,PONTES E LACERDA,1,1,1,0,18469.0,5.414478315014349,0.0,0.0
2025,510335,CONFRESA,PORTO ALEGRE DO NORTE,4,1,4,1,38460.0,10.400416016640666,2.6001040041601664,100.0
2025,510340,CUIABA,CUIABA,72,25,65,5,691875.0,10.40650406504065,0.7226738934056007,20.0
2025,510350,DIAMANTINO,DIAMANTINO,3,2,2,2,22623.0,13.260840737302745,8.840560491535163,100.0
2025,510370,FELIZ NATAL,SINOP,2,1,2,0,10523.0,19.00598688586905,0.0,0.0
2025,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,1,0,1,0,31209.0,3.2042039155371844,0.0,
2025,510510,JUARA,JUARA,5,0,5,0,36089.0,13.85463714705312,0.0,
2025,510515,JUINA,JUINA,1,1,1,0,48396.0,2.0662864699561947,0.0,0.0
2025,510517,JURUENA,JUINA,1,0,1,0,10057.0,9.943323058566172,0.0,
2025,510525,LUCAS DO RIO VERDE,SINOP,2,0,2,0,95792.0,2.0878570235510274,0.0,
2025,510558,MARCELANDIA,COLIDER,4,0,4,0,11355.0,35.22677234698371,0.0,
2025,510560,MATUPA,PEIXOTO DE AZEVEDO,2,1,2,0,21959.0,9.107882872626258,0.0,0.0
2025,510562,MIRASSOL D OESTE,CACERES,1,1,1,0,27637.0,3.618337735644245,0.0,0.0
2025,510590,NOBRES,DIAMANTINO,1,1,1,0,15796.0,6.330716637123322,0.0,0.0
2025,510620,NOVA BRASILANDIA,CUIABA,1,1,1,0,3791.0,26.37826431020839,0.0,0.0
2025,510623,NOVA OLIMPIA,TANGARA DA SERRA,1,0,1,0,16204.0,6.171315724512466,0.0,
2025,510628,NOVO SAO JOAQUIM,BARRA DO GARCAS,1,0,1,0,7239.0,13.814062715844731,0.0,
2025,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,2,1,2,1,33754.0,5.925223677193815,2.9626118385969074,100.0
2025,510650,POCONE,CUIABA,3,0,3,0,31203.0,9.614460148062687,0.0,
2025,510675,PONTES E LACERDA,PONTES E LACERDA,10,3,4,0,55762.0,17.933359635594133,0.0,0.0
2025,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,1,0,1,0,96006.0,1.0416015665687561,0.0,
2025,510706,QUERENCIA,AGUA BOA,1,0,1,0,31100.0,3.215434083601286,0.0,
2025,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,1,0,1,0,10541.0,9.48676596148373,0.0,
2025,510729,SAO JOSE DO POVO,RONDONOPOLIS,1,0,1,0,2716.0,36.81885125184094,0.0,
2025,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,2,0,2,0,14455.0,13.836042891732966,0.0,
2025,510735,SAO JOSE DO XINGU,PORTO ALEGRE DO NORTE,2,0,2,0,6234.0,32.08213025344883,0.0,
2025,510760,RONDONOPOLIS,RONDONOPOLIS,15,8,13,3,263708.0,5.6881095757428675,1.1376219151485734,37.5
2025,510780,SANTO ANTONIO DO LEVERGER,CUIABA,2,0,1,0,16839.0,11.877189856879863,0.0,
2025,510787,SAPEZAL,TANGARA DA SERRA,1,0,1,0,32514.0,3.075598203850649,0.0,
2025,510790,SINOP,SINOP,23,10,22,1,223780.0,10.277951559567432,0.44686745911162745,10.0
2025,510792,SORRISO,SINOP,3,2,3,0,124665.0,2.406449284081338,0.0,0.0
2025,510794,TABAPORA,JUARA,1,0,1,0,9895.0,10.106114199090449,0.0,
2025,510795,TANGARA DA SERRA,TANGARA DA SERRA,4,3,4,0,114603.0,3.490310026788129,0.0,0.0
2025,510810,TESOURO,RONDONOPOLIS,1,1,1,0,2935.0,34.07155025553663,0.0,0.0
2025,510840,VARZEA GRANDE,CUIABA,25,7,22,1,318922.0,7.838907319030986,0.3135562927612394,14.285714285714285
2025,510860,VILA RICA,PORTO ALEGRE DO NORTE,1,0,1,0,19686.0,5.079752108097125,0.0,
2025,510885,NOVA MARILANDIA,TANGARA DA SERRA,1,0,1,0,3731.0,26.80246582685607,0.0,
2026,510020,AGUA BOA,AGUA BOA,1,0,1,0,,,,
2026,510025,ALTA FLORESTA,ALTA FLORESTA,2,0,2,0,,,,
2026,510100,ARAGUAIANA,BARRA DO GARCAS,1,1,1,0,,,,0.0
2026,510130,ARENAPOLIS,TANGARA DA SERRA,1,0,1,0,,,,
2026,510140,ARIPUANA,JUINA,1,0,1,0,,,,
2026,510170,BARRA DO BUGRES,TANGARA DA SERRA,1,0,1,0,,,,
2026,510180,BARRA DO GARCAS,BARRA DO GARCAS,4,1,4,0,,,,0.0
2026,510250,CACERES,CACERES,7,3,7,1,,,,33.33333333333333
2026,510260,CAMPINAPOLIS,BARRA DO GARCAS,1,0,1,0,,,,
2026,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,3,0,1,0,,,,
2026,510267,CAMPO VERDE,RONDONOPOLIS,2,1,1,0,,,,0.0
2026,510269,CANABRAVA DO NORTE,PORTO ALEGRE DO NORTE,1,0,0,0,,,,
2026,510270,CANARANA,AGUA BOA,4,2,4,0,,,,0.0
2026,510320,COLIDER,COLIDER,1,0,1,0,,,,
2026,510340,CUIABA,CUIABA,36,17,36,2,,,,11.76470588235294
2026,510395,GLORIA D OESTE,CACERES,1,1,1,0,,,,0.0
2026,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,2,0,2,0,,,,
2026,510452,IPIRANGA DO NORTE,SINOP,1,0,0,0,,,,
2026,510510,JUARA,JUARA,3,1,3,0,,,,0.0
2026,510515,JUINA,JUINA,2,1,1,0,,,,0.0
2026,510517,JURUENA,JUINA,2,1,1,0,,,,0.0
2026,510520,JUSCIMEIRA,RONDONOPOLIS,1,1,1,0,,,,0.0
2026,510525,LUCAS DO RIO VERDE,SINOP,1,0,1,0,,,,
2026,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,2,2,2,1,,,,50.0
2026,510558,MARCELANDIA,COLIDER,1,0,1,0,,,,
2026,510562,MIRASSOL D OESTE,CACERES,1,0,1,0,,,,
2026,510618,NOVA LACERDA,PONTES E LACERDA,1,1,1,0,,,,0.0
2026,510619,NOVA SANTA HELENA,COLIDER,3,0,3,0,,,,
2026,510620,NOVA BRASILANDIA,CUIABA,2,0,2,0,,,,
2026,510622,NOVA MUTUM,SINOP,2,0,2,0,,,,
2026,510623,NOVA OLIMPIA,TANGARA DA SERRA,1,0,1,0,,,,
2026,510627,NOVO HORIZONTE DO NORTE,JUARA,1,0,1,0,,,,
2026,510628,NOVO SAO JOAQUIM,BARRA DO GARCAS,2,0,1,0,,,,
2026,510629,PARANAITA,ALTA FLORESTA,2,0,2,0,,,,
2026,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,0,0,0,,,,
2026,510675,PONTES E LACERDA,PONTES E LACERDA,1,0,1,0,,,,
2026,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,2,2,2,0,,,,0.0
2026,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,2,2,2,0,,,,0.0
2026,510724,SANTA CARMEM,SINOP,1,1,1,0,,,,0.0
2026,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,4,2,4,0,,,,0.0
2026,510735,SAO JOSE DO XINGU,PORTO ALEGRE DO NORTE,2,0,2,0,,,,
2026,510760,RONDONOPOLIS,RONDONOPOLIS,8,7,8,0,,,,0.0
2026,510780,SANTO ANTONIO DO LEVERGER,CUIABA,1,0,1,0,,,,
2026,510790,SINOP,SINOP,20,3,16,2,,,,66.66666666666666
2026,510792,SORRISO,SINOP,9,5,7,3,,,,60.0
2026,510795,TANGARA DA SERRA,TANGARA DA SERRA,5,4,5,2,,,,50.0
2026,510800,TAPURAH,SINOP,2,2,2,0,,,,0.0
2026,510840,VARZEA GRANDE,CUIABA,17,6,17,0,,,,0.0
2026,510880,NOVA GUARITA,COLIDER,1,0,0,0,,,,
