gerado_em,semana_epi_ref,semana_calendario,ano_calendario,casos_observados_se,casos_nowcast_se,delta_nowcast_vs_se_anterior,dm_observados_se,dm_nowcast_se,status_sazonal,status_detalhe,pct_confirmacao_laboratorial,pct_investigados_48h,pct_encerrados_60d,pct_quimioprofilaxia_dm_48h,pct_sorogrupo_dm,pct_notificacao_24h,fila_cievs_n,fila_cievs_criticos_n,atraso_notif_p50_dias,atraso_notif_p90_dias,regionais_acima_p75_prox,nota_metodo,acao_sugerida
2026-07-27T07:41:58,28,31,2026,1.0,1.0777777777777777,-2.0773946360153257,0.0,0.0,rotina,Nowcast SE28=1.1 ≤ P75 histórico 8.0,44.40263405456256,93.64064602960968,83.58008075370121,54.67625899280576,30.575539568345324,29.768541983443143,256,220,3.0,13.0,2,"Nowcast por atraso SE sintomas→notificação. DT_DIGITA ausente no VW_SINAN_MENINGITE — quando disponível, passa a ser o evento de reporte.",Manter rotina: acompanhar fila CIEVS e indicadores MS em vermelho.
