arquivo,modulo_origem,gerado_em,idade_horas,linhas,status,execucao_status,execucao_obrigatorio,execucao_duracao_s,execucao_erro,limiar_fresco_horas,verificado_em
relatorios/RELATORIO_TECNICO_MENINGITES_CIEVS_MT_PADRAO_SRAG_V10.md,desconhecido,2026-04-29T08:12:48,2188.42,56.0,atrasado,,,,,48.0,2026-07-29T12:37:50
relatorios/RELATORIO_TECNICO_MENINGITES_CIEVS_MT_PADRAO_SRAG_V7.md,desconhecido,2026-04-28T14:52:56,2205.75,47.0,atrasado,,,,,48.0,2026-07-29T12:37:50
relatorios/RELATORIO_TECNICO_MENINGITES_CIEVS_MT_PADRAO_SRAG_V9.md,desconhecido,2026-04-28T15:04:09,2205.56,60.0,atrasado,,,,,48.0,2026-07-29T12:37:50
relatorios/RELATORIO_TECNICO_MENINGITES_CIEVS_MT_V16.md,desconhecido,2026-04-29T10:04:52,2186.55,35.0,atrasado,,,,,48.0,2026-07-29T12:37:50
relatorios/RELATORIO_TECNICO_MENINGITES_CIEVS_MT_V17.md,desconhecido,2026-04-29T11:32:13,2185.09,100.0,atrasado,,,,,48.0,2026-07-29T12:37:50
relatorios/RELATORIO_TECNICO_MENINGITES_CIEVS_MT_V20.md,desconhecido,2026-07-27T11:38:06,49.0,105.0,atrasado,,,,,48.0,2026-07-29T12:37:50
relatorios/SAZONALIDADE_MENINGITES_V23.md,desconhecido,2026-07-29T12:37:31,0.01,19.0,fresco,,,,,48.0,2026-07-29T12:37:50
resumo_semanal_v17.csv,01_kpis_semanais_meningites_v17.py,2026-07-27T11:36:52,49.02,1010.0,atrasado,,,,,48.0,2026-07-29T12:37:50
resumo_vacina_etiologia_v17.xlsx,desconhecido,2026-07-27T11:38:02,49.0,,atrasado,,,,,48.0,2026-07-29T12:37:50
sazonalidade_heatmap_semana_ano_v23.csv,desconhecido,2026-07-29T12:37:31,0.01,1001.0,fresco,,,,,48.0,2026-07-29T12:37:50
sazonalidade_indice_etiologia_v23.csv,desconhecido,2026-07-29T12:37:31,0.01,107.0,fresco,,,,,48.0,2026-07-29T12:37:50
sazonalidade_indice_mensal_v23.csv,21_sazonalidade_meningites_v23.py,2026-07-29T12:37:31,0.01,12.0,fresco,ok,False,1.06,,48.0,2026-07-29T12:37:50
sazonalidade_indice_regional_v23.csv,21_sazonalidade_meningites_v23.py,2026-07-29T12:37:31,0.01,185.0,fresco,ok,False,1.06,,48.0,2026-07-29T12:37:50
sazonalidade_mensal_ano_v23.csv,desconhecido,2026-07-29T12:37:31,0.01,235.0,fresco,,,,,48.0,2026-07-29T12:37:50
sazonalidade_perfil_semana_epi_v23.csv,desconhecido,2026-07-29T12:37:31,0.01,53.0,fresco,,,,,48.0,2026-07-29T12:37:50
sazonalidade_resumo_v23.csv,21_sazonalidade_meningites_v23.py,2026-07-29T12:37:31,0.01,1.0,fresco,ok,False,1.06,,48.0,2026-07-29T12:37:50
score_risco_municipal_nt154_v25.csv,26_indicadores_ops_avancados_v25.py,2026-07-29T12:37:33,0.0,140.0,fresco,ok,False,1.83,,48.0,2026-07-29T12:37:50
score_risco_municipal_nt97_v25.csv,26_indicadores_ops_avancados_v25.py,2026-07-29T12:37:33,0.0,140.0,fresco,ok,False,1.83,,48.0,2026-07-29T12:37:50
serie_diaria_v17.csv,00_base_unica_meningites_v17.py,2026-07-27T11:36:51,49.02,3801.0,atrasado,,,,,48.0,2026-07-29T12:37:50
serie_semanal_classificacao_agrupada_v17.csv,00_base_unica_meningites_v17.py,2026-07-27T11:36:51,49.02,3068.0,atrasado,,,,,48.0,2026-07-29T12:37:50
serie_semanal_v17.csv,00_base_unica_meningites_v17.py,2026-07-27T11:36:51,49.02,1010.0,atrasado,,,,,48.0,2026-07-29T12:37:50
sorogrupos_dm_alertas_v25.csv,26_indicadores_ops_avancados_v25.py,2026-07-29T12:37:33,0.0,2.0,fresco,ok,False,1.83,,48.0,2026-07-29T12:37:50
sorogrupos_dm_tendencia_v25.csv,26_indicadores_ops_avancados_v25.py,2026-07-29T12:37:33,0.0,248.0,fresco,ok,False,1.83,,48.0,2026-07-29T12:37:50
subnotificacao_mortalidade_v28.csv,28_indicadores_novos_v28.py,2026-07-29T12:37:45,0.0,45.0,fresco,ok,False,6.27,,48.0,2026-07-29T12:37:50
tempo_quimioprofilaxia_v28.csv,28_indicadores_novos_v28.py,2026-07-29T12:37:44,0.0,45.0,fresco,ok,False,6.27,,48.0,2026-07-29T12:37:50
testes_comparativos_v17.csv,02_estatisticas_or_meningites_v17.py,2026-07-27T11:36:54,49.02,18.0,atrasado,,,,,48.0,2026-07-29T12:37:50
top_alertas_surtos_v17.csv,03_surtos_canal_endemico_meningites_v17.py,2026-07-27T11:37:00,49.01,0.0,atrasado,,,,,48.0,2026-07-29T12:37:50
validade_vpp_v17.csv,desconhecido,2026-04-29T11:32:10,2185.09,1.0,atrasado,,,,,48.0,2026-07-29T12:37:50
