ano_epi_v17,semana_epi_v17,casos,confirmados,hospitalizacoes,obitos_meningite,altas,letalidade_confirmados
2024,42,7,4,7,1,5,25.0
2024,43,6,3,4,1,4,33.33333333333333
2024,44,1,1,1,0,1,0.0
2024,45,7,5,7,1,4,20.0
2024,46,7,5,7,0,5,0.0
2024,47,7,5,7,0,5,0.0
2024,49,6,1,3,0,1,0.0
2024,50,6,2,5,1,2,50.0
2024,51,6,5,6,1,5,20.0
2024,52,2,1,2,0,0,0.0
2025,1,5,2,5,1,3,50.0
2025,2,2,1,2,0,2,0.0
2025,3,1,0,0,0,0,
2025,4,2,1,2,0,0,0.0
2025,5,4,2,3,0,2,0.0
2025,6,3,2,2,1,0,50.0
2025,7,5,2,5,1,4,50.0
2025,8,5,4,5,1,3,25.0
2025,9,6,3,5,1,2,33.33333333333333
2025,10,4,3,4,0,4,0.0
2025,11,2,0,1,0,0,
2025,12,5,0,3,0,3,
2025,13,1,0,0,0,1,
2025,14,3,1,3,1,2,100.0
2025,15,2,0,2,0,1,
2025,16,1,0,1,0,1,
2025,17,3,1,3,0,2,0.0
2025,18,2,1,2,0,0,0.0
2025,19,3,0,3,0,3,
2025,20,4,3,3,0,3,0.0
2025,21,5,1,5,0,3,0.0
2025,22,4,0,3,0,2,
2025,23,9,3,8,0,5,0.0
2025,24,6,0,3,0,6,
2025,25,12,6,8,0,10,0.0
2025,26,7,5,7,1,3,20.0
2025,27,5,1,4,0,4,0.0
2025,28,5,2,5,0,5,0.0
2025,29,7,2,6,0,5,0.0
2025,30,3,1,3,0,2,0.0
2025,31,2,1,2,0,2,0.0
2025,32,9,1,9,0,7,0.0
2025,33,4,0,4,0,3,
2025,34,3,1,3,0,3,0.0
2025,35,6,1,6,0,4,0.0
2025,36,6,3,6,0,5,0.0
2025,37,5,4,5,2,3,50.0
2025,38,11,3,10,2,6,66.66666666666666
2025,39,2,1,2,0,2,0.0
2025,40,5,0,4,0,4,
2025,41,10,5,10,1,7,20.0
2025,42,3,1,3,0,2,0.0
2025,43,8,2,7,0,4,0.0
2025,44,4,2,4,1,3,50.0
2025,45,7,3,6,1,2,33.33333333333333
2025,46,4,1,4,0,4,0.0
2025,47,8,2,8,1,6,50.0
2025,48,3,1,3,0,3,0.0
2025,49,4,2,4,0,3,0.0
2025,50,6,2,6,0,4,0.0
2025,51,5,3,5,1,4,33.33333333333333
2025,52,6,1,6,0,5,0.0
2026,1,5,2,4,0,3,0.0
2026,2,7,2,7,0,7,0.0
2026,3,4,0,4,0,4,
2026,4,5,2,5,1,4,50.0
2026,5,4,0,4,0,3,
2026,6,6,3,6,1,4,33.33333333333333
2026,7,7,2,6,0,7,0.0
2026,8,2,2,2,1,1,50.0
2026,9,6,2,4,0,2,0.0
2026,10,8,2,7,0,7,0.0
2026,11,5,3,5,0,3,0.0
2026,12,5,4,5,1,4,25.0
2026,13,7,0,7,0,4,
2026,14,4,2,4,1,2,50.0
2026,15,4,3,3,0,2,0.0
2026,16,8,3,8,2,5,66.66666666666666
2026,17,10,6,9,0,8,0.0
2026,18,17,8,16,1,13,12.5
2026,19,12,4,12,0,9,0.0
2026,20,4,2,4,0,3,0.0
2026,21,6,3,5,1,4,33.33333333333333
2026,22,8,3,7,1,6,33.33333333333333
2026,23,6,4,6,1,5,25.0
2026,24,8,1,7,0,7,0.0
2026,25,5,2,3,0,3,0.0
2026,26,6,1,5,0,4,0.0
2026,27,3,1,1,0,1,0.0
2026,28,1,0,1,0,0,
