ano_epi_v17,semana_epi_v17,classificacao_agrupada_v17,casos,confirmados,hospitalizacoes,obitos_meningite,altas
2009,35,Doença meningocócica,1,1,1,0,1
2009,35,Meningite não especificada,1,1,1,0,1
2009,35,Meningite viral/asséptica,1,1,1,0,1
2009,35,Outras etiologias,3,0,2,0,0
2009,36,Meningite não especificada,2,2,2,0,2
2009,36,Outras etiologias,6,1,3,0,3
2009,37,Meningite bacteriana/outras bactérias,3,3,3,0,3
2009,37,Outras etiologias,4,0,4,0,3
2009,38,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,38,Meningite viral/asséptica,1,1,1,1,0
2009,38,Outras etiologias,3,1,3,0,1
2009,39,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,39,Meningite não especificada,1,1,1,0,1
2009,39,Outras etiologias,1,0,1,0,0
2009,40,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,40,Meningite não especificada,5,5,5,0,3
2009,40,Outras etiologias,2,1,0,1,0
2009,41,Meningite fúngica,1,1,1,0,1
2009,41,Meningite viral/asséptica,1,1,1,0,1
2009,41,Outras etiologias,2,1,2,0,1
2009,42,Meningite bacteriana/outras bactérias,2,2,2,0,2
2009,42,Outras etiologias,1,0,1,0,1
2009,43,Meningite bacteriana/outras bactérias,2,2,2,1,1
2009,43,Outras etiologias,1,0,1,0,0
2009,44,Meningite não especificada,3,3,3,0,3
2009,45,Doença meningocócica,1,1,1,0,1
2009,45,Meningite não especificada,1,1,1,0,1
2009,45,Meningite viral/asséptica,2,2,2,0,2
2009,45,Outras etiologias,4,0,4,0,0
2009,46,Meningite fúngica,1,1,0,1,0
2009,46,Meningite não especificada,2,2,2,0,2
2009,46,Meningite pneumocócica,1,1,1,1,0
2009,47,Meningite bacteriana/outras bactérias,1,1,1,0,0
2009,47,Meningite pneumocócica,1,1,1,1,0
2009,47,Meningite viral/asséptica,2,2,2,0,2
2009,47,Outras etiologias,8,0,7,0,2
2009,48,Meningite não especificada,3,3,3,0,3
2009,48,Meningite viral/asséptica,1,1,1,0,1
2009,48,Outras etiologias,2,0,2,0,0
2009,49,Meningite não especificada,1,1,0,0,1
2009,49,Meningite viral/asséptica,3,3,3,0,3
2009,49,Outras etiologias,2,1,2,0,2
2009,50,Doença meningocócica,1,1,1,0,1
2009,50,Meningite não especificada,1,1,1,0,1
2009,50,Meningite viral/asséptica,2,2,2,0,2
2009,50,Outras etiologias,3,0,3,0,3
2009,51,Meningite bacteriana/outras bactérias,2,2,2,0,1
2009,51,Meningite viral/asséptica,2,2,2,1,1
2009,51,Outras etiologias,3,1,3,0,1
2009,52,Meningite viral/asséptica,2,2,2,0,2
2009,53,Doença meningocócica,1,1,1,0,1
2009,53,Meningite não especificada,2,2,2,0,2
2009,53,Meningite por Hib/Hemófilo,1,1,1,1,0
2009,53,Meningite viral/asséptica,1,1,1,0,1
2009,53,Outras etiologias,1,0,1,0,0
2010,1,Meningite bacteriana/outras bactérias,1,1,1,1,0
2010,1,Meningite não especificada,2,2,1,0,2
2010,1,Outras etiologias,2,0,1,0,1
2010,2,Outras etiologias,1,0,1,0,0
2010,3,Meningite viral/asséptica,1,1,1,0,1
2010,3,Outras etiologias,3,0,2,0,0
2010,4,Meningite viral/asséptica,1,1,1,0,1
2010,4,Outras etiologias,4,1,2,0,2
2010,5,Meningite não especificada,2,2,2,0,1
2010,5,Outras etiologias,3,0,2,0,0
2010,6,Meningite não especificada,1,1,1,0,1
2010,6,Outras etiologias,1,0,1,0,1
2010,7,Meningite fúngica,1,1,1,0,1
2010,7,Meningite não especificada,4,4,4,0,4
2010,7,Outras etiologias,5,1,5,0,2
2010,8,Outras etiologias,2,0,2,0,0
2010,9,Meningite bacteriana/outras bactérias,1,1,1,0,0
2010,9,Meningite não especificada,2,2,2,0,2
2010,9,Meningite tuberculosa,1,1,1,0,0
2010,9,Outras etiologias,3,0,2,0,0
2010,10,Doença meningocócica,1,1,1,0,1
2010,10,Meningite não especificada,1,1,1,0,1
2010,10,Meningite viral/asséptica,1,1,1,0,1
2010,10,Outras etiologias,4,1,2,0,1
2010,11,Meningite viral/asséptica,1,1,1,0,1
2010,11,Outras etiologias,2,0,2,0,0
2010,12,Doença meningocócica,1,1,1,0,1
2010,12,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,12,Outras etiologias,3,0,2,0,1
2010,13,Meningite bacteriana/outras bactérias,2,2,2,0,2
2010,13,Meningite por Hib/Hemófilo,1,1,1,1,0
2010,13,Outras etiologias,3,1,3,0,2
2010,14,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,14,Meningite fúngica,2,2,2,0,1
2010,14,Meningite não especificada,1,1,1,0,1
2010,14,Meningite viral/asséptica,1,1,0,0,1
2010,15,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,15,Meningite fúngica,1,1,1,1,0
2010,15,Meningite não especificada,1,1,1,0,0
2010,15,Outras etiologias,3,0,3,0,2
2010,16,Meningite não especificada,1,1,1,0,1
2010,16,Meningite viral/asséptica,1,1,1,0,1
2010,16,Outras etiologias,5,0,1,0,1
2010,17,Doença meningocócica,1,1,1,0,1
2010,17,Meningite não especificada,2,2,2,0,2
2010,17,Meningite viral/asséptica,2,2,2,0,2
2010,17,Outras etiologias,2,2,1,0,0
2010,18,Meningite não especificada,1,1,1,0,1
2010,18,Meningite viral/asséptica,1,1,1,0,1
2010,18,Outras etiologias,6,0,6,0,3
2010,19,Doença meningocócica,1,1,1,0,1
2010,19,Meningite não especificada,2,2,2,0,2
2010,19,Meningite viral/asséptica,2,2,2,0,2
2010,19,Outras etiologias,5,1,4,0,4
2010,20,Doença meningocócica,1,1,1,0,1
2010,20,Meningite viral/asséptica,1,1,1,0,1
2010,21,Doença meningocócica,1,1,1,0,1
2010,21,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,21,Meningite pneumocócica,1,1,1,0,1
2010,21,Meningite viral/asséptica,2,2,1,1,1
2010,21,Outras etiologias,1,0,1,0,0
2010,22,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,22,Outras etiologias,5,0,4,0,1
2010,23,Doença meningocócica,1,1,1,0,0
2010,23,Meningite bacteriana/outras bactérias,2,2,2,0,2
2010,23,Meningite não especificada,4,4,4,1,3
2010,23,Meningite pneumocócica,2,2,2,1,1
2010,23,Outras etiologias,5,0,3,0,1
2010,24,Doença meningocócica,1,1,1,0,1
2010,24,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,24,Meningite não especificada,1,1,1,0,1
2010,24,Meningite pneumocócica,2,2,2,1,1
2010,24,Outras etiologias,2,0,1,0,2
2010,25,Doença meningocócica,1,1,1,1,0
2010,25,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,25,Meningite não especificada,3,3,3,0,3
2010,25,Outras etiologias,2,0,2,0,0
2010,26,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,26,Meningite viral/asséptica,2,2,2,0,2
2010,26,Outras etiologias,2,1,1,0,1
2010,27,Meningite não especificada,1,1,1,0,0
2010,27,Meningite por Hib/Hemófilo,1,1,1,1,0
2010,28,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,28,Meningite fúngica,1,1,1,0,1
2010,28,Meningite não especificada,2,2,2,0,2
2010,28,Meningite viral/asséptica,1,1,1,0,1
2010,28,Outras etiologias,3,0,3,0,1
2010,29,Meningite bacteriana/outras bactérias,2,2,2,0,2
2010,29,Meningite não especificada,1,1,1,1,0
2010,29,Meningite viral/asséptica,1,1,1,0,1
2010,29,Outras etiologias,2,0,2,0,1
2010,30,Doença meningocócica,1,1,1,0,1
2010,30,Meningite bacteriana/outras bactérias,1,1,0,0,1
2010,30,Meningite não especificada,1,1,1,1,0
2010,30,Meningite viral/asséptica,1,1,1,0,1
2010,30,Outras etiologias,2,0,2,0,0
2010,31,Meningite bacteriana/outras bactérias,2,2,2,0,2
2010,31,Meningite viral/asséptica,2,2,2,0,2
2010,31,Outras etiologias,2,1,2,0,1
2010,32,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,32,Meningite não especificada,1,1,1,0,1
2010,32,Meningite viral/asséptica,1,1,1,0,1
2010,32,Outras etiologias,3,0,2,0,0
2010,33,Meningite não especificada,2,2,2,0,2
2010,33,Meningite viral/asséptica,3,3,3,0,3
2010,33,Outras etiologias,1,0,0,0,0
2010,34,Meningite viral/asséptica,1,1,1,0,1
2010,34,Outras etiologias,3,0,3,0,0
2010,35,Meningite fúngica,1,1,1,0,1
2010,35,Meningite não especificada,1,1,1,0,0
2010,35,Meningite pneumocócica,1,1,1,0,1
2010,35,Meningite viral/asséptica,1,1,1,0,1
2010,35,Outras etiologias,1,0,0,0,0
2010,36,Doença meningocócica,2,2,2,2,0
2010,36,Meningite bacteriana/outras bactérias,2,2,2,0,1
2010,36,Meningite fúngica,1,1,1,0,1
2010,36,Meningite pneumocócica,1,1,1,0,1
2010,36,Outras etiologias,3,1,1,1,0
2010,37,Doença meningocócica,2,2,2,1,1
2010,37,Meningite bacteriana/outras bactérias,1,1,1,1,0
2010,37,Meningite fúngica,1,1,1,0,1
2010,37,Meningite pneumocócica,2,2,2,1,1
2010,37,Outras etiologias,5,1,5,0,1
2010,38,Doença meningocócica,2,2,2,0,1
2010,38,Meningite não especificada,1,1,1,0,1
2010,38,Meningite viral/asséptica,1,1,1,0,0
2010,39,Doença meningocócica,1,1,1,0,1
2010,39,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,39,Meningite não especificada,1,1,0,0,1
2010,39,Outras etiologias,6,0,5,0,3
2010,40,Meningite viral/asséptica,1,1,1,0,1
2010,40,Outras etiologias,4,0,3,0,2
2010,41,Meningite bacteriana/outras bactérias,1,1,1,0,0
2010,41,Outras etiologias,2,1,2,0,2
2010,42,Doença meningocócica,1,1,1,0,1
2010,42,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,42,Outras etiologias,4,0,3,0,1
2010,43,Meningite viral/asséptica,1,1,1,0,1
2010,43,Outras etiologias,5,0,4,0,3
2010,44,Doença meningocócica,1,1,1,0,1
2010,44,Meningite fúngica,1,1,1,0,0
2010,44,Meningite pneumocócica,1,1,1,0,0
2010,44,Meningite viral/asséptica,1,1,1,0,1
2010,44,Outras etiologias,1,0,1,0,0
2010,45,Doença meningocócica,1,1,1,0,1
2010,45,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,45,Meningite não especificada,2,2,2,0,2
2010,45,Meningite pneumocócica,1,1,1,1,0
2010,45,Meningite viral/asséptica,1,1,1,0,1
2010,45,Outras etiologias,2,1,2,1,0
2010,46,Meningite não especificada,2,1,2,1,0
2010,46,Meningite viral/asséptica,1,1,1,0,0
2010,46,Outras etiologias,4,0,3,0,3
2010,47,Doença meningocócica,1,1,1,0,0
2010,47,Meningite viral/asséptica,1,1,1,0,1
2010,47,Outras etiologias,3,1,3,0,3
2010,48,Meningite fúngica,1,1,1,0,1
2010,48,Meningite não especificada,1,1,1,0,1
2010,48,Outras etiologias,5,0,5,0,2
2010,49,Doença meningocócica,1,1,1,0,1
2010,49,Meningite não especificada,1,1,1,0,0
2010,49,Meningite viral/asséptica,1,1,1,0,1
2010,49,Outras etiologias,1,0,0,0,1
2010,50,Outras etiologias,3,1,3,0,2
2010,51,Doença meningocócica,2,2,2,0,2
2010,51,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,51,Meningite não especificada,1,1,1,0,1
2010,51,Meningite viral/asséptica,1,1,1,0,1
2010,51,Outras etiologias,3,0,3,0,2
2010,52,Meningite bacteriana/outras bactérias,1,1,1,0,1
2010,52,Meningite não especificada,2,2,2,0,2
2010,52,Meningite pneumocócica,1,1,1,1,0
2010,52,Outras etiologias,4,0,4,0,2
2011,1,Meningite fúngica,3,3,3,0,0
2011,1,Meningite não especificada,2,2,2,0,2
2011,1,Meningite viral/asséptica,2,2,2,0,2
2011,1,Outras etiologias,3,0,3,0,2
2011,2,Doença meningocócica,2,2,2,0,2
2011,2,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,2,Meningite viral/asséptica,1,1,1,0,1
2011,2,Outras etiologias,2,0,2,0,2
2011,3,Doença meningocócica,1,1,1,0,1
2011,3,Meningite não especificada,2,2,2,1,1
2011,3,Outras etiologias,1,0,1,0,1
2011,4,Meningite bacteriana/outras bactérias,1,1,1,1,0
2011,4,Meningite não especificada,1,1,1,0,1
2011,4,Outras etiologias,2,0,2,0,1
2011,5,Meningite bacteriana/outras bactérias,2,2,2,0,2
2011,5,Meningite não especificada,1,1,1,0,0
2011,5,Meningite tuberculosa,1,1,1,0,1
2011,5,Outras etiologias,4,0,3,0,3
2011,6,Doença meningocócica,1,1,1,1,0
2011,6,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,6,Meningite não especificada,1,1,1,0,1
2011,6,Meningite viral/asséptica,2,2,2,0,1
2011,6,Outras etiologias,2,0,2,0,2
2011,7,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,7,Outras etiologias,1,0,1,0,1
2011,8,Meningite fúngica,1,1,1,1,0
2011,8,Meningite não especificada,3,3,3,0,2
2011,9,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,9,Outras etiologias,2,1,1,0,1
2011,10,Doença meningocócica,1,1,1,0,1
2011,10,Meningite bacteriana/outras bactérias,1,1,1,1,0
2011,10,Meningite não especificada,1,1,1,0,1
2011,10,Meningite viral/asséptica,2,2,2,0,2
2011,10,Outras etiologias,3,0,1,0,2
2011,11,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,11,Meningite não especificada,1,1,0,0,1
2011,11,Meningite viral/asséptica,1,1,1,0,1
2011,11,Outras etiologias,2,1,1,0,1
2011,12,Doença meningocócica,2,2,2,1,1
2011,12,Meningite pneumocócica,1,1,1,0,1
2011,13,Meningite bacteriana/outras bactérias,1,1,1,1,0
2011,13,Meningite não especificada,1,1,1,0,1
2011,13,Meningite viral/asséptica,1,1,1,0,1
2011,13,Outras etiologias,2,0,2,0,1
2011,14,Doença meningocócica,1,1,1,1,0
2011,14,Meningite não especificada,2,2,1,1,1
2011,14,Outras etiologias,3,0,1,0,1
2011,15,Doença meningocócica,1,1,1,0,1
2011,15,Meningite bacteriana/outras bactérias,1,1,1,0,0
2011,15,Meningite pneumocócica,1,1,1,1,0
2011,15,Outras etiologias,3,2,2,0,2
2011,16,Meningite fúngica,1,1,1,0,0
2011,16,Meningite pneumocócica,2,1,2,1,0
2011,16,Meningite por Hib/Hemófilo,1,1,1,0,1
2011,16,Meningite viral/asséptica,2,2,2,0,2
2011,16,Outras etiologias,3,0,3,0,3
2011,17,Meningite bacteriana/outras bactérias,2,2,2,0,2
2011,17,Meningite viral/asséptica,1,1,1,0,1
2011,18,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,18,Meningite não especificada,2,2,2,0,2
2011,18,Meningite pneumocócica,2,2,2,2,0
2011,18,Meningite viral/asséptica,1,1,1,0,1
2011,18,Outras etiologias,3,1,3,1,1
2011,19,Doença meningocócica,1,1,1,0,1
2011,19,Meningite bacteriana/outras bactérias,2,2,2,1,1
2011,19,Meningite viral/asséptica,1,1,1,0,1
2011,20,Doença meningocócica,2,2,2,0,2
2011,20,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,20,Meningite pneumocócica,1,1,1,0,1
2011,20,Meningite viral/asséptica,3,3,3,0,3
2011,20,Outras etiologias,1,0,1,0,0
2011,21,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,21,Meningite pneumocócica,1,1,1,0,0
2011,21,Meningite viral/asséptica,2,2,2,1,1
2011,22,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,22,Meningite não especificada,2,2,2,0,2
2011,22,Meningite viral/asséptica,1,1,1,0,1
2011,22,Outras etiologias,2,0,2,0,1
2011,23,Doença meningocócica,1,1,1,0,0
2011,23,Meningite bacteriana/outras bactérias,2,2,2,0,2
2011,23,Meningite fúngica,1,1,1,0,1
2011,23,Meningite viral/asséptica,1,1,1,0,1
2011,23,Outras etiologias,1,0,1,0,1
2011,24,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,24,Meningite pneumocócica,1,1,1,0,1
2011,24,Meningite viral/asséptica,3,3,3,0,3
2011,24,Outras etiologias,2,0,2,0,2
2011,25,Doença meningocócica,2,2,2,1,1
2011,25,Meningite bacteriana/outras bactérias,1,1,1,0,0
2011,25,Meningite não especificada,1,1,0,0,1
2011,25,Meningite pneumocócica,1,1,1,1,0
2011,26,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,26,Outras etiologias,2,0,1,0,1
2011,27,Doença meningocócica,1,1,1,0,1
2011,27,Meningite viral/asséptica,2,2,2,0,2
2011,27,Outras etiologias,3,0,3,0,2
2011,28,Meningite por Hib/Hemófilo,1,1,1,0,0
2011,28,Meningite viral/asséptica,1,1,1,0,1
2011,28,Outras etiologias,1,0,1,0,1
2011,29,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,29,Meningite fúngica,1,1,1,0,1
2011,29,Meningite viral/asséptica,1,1,1,0,1
2011,29,Outras etiologias,6,0,6,0,6
2011,30,Meningite bacteriana/outras bactérias,1,1,1,0,0
2011,30,Outras etiologias,2,0,2,0,1
2011,31,Outras etiologias,3,0,3,0,3
2011,32,Meningite bacteriana/outras bactérias,1,1,1,0,0
2011,32,Meningite fúngica,1,1,1,0,1
2011,32,Meningite não especificada,1,1,1,0,1
2011,32,Meningite pneumocócica,1,1,0,0,0
2011,32,Meningite viral/asséptica,1,1,1,0,1
2011,32,Outras etiologias,1,0,1,0,1
2011,33,Doença meningocócica,2,2,2,1,1
2011,33,Meningite bacteriana/outras bactérias,3,3,3,0,1
2011,33,Meningite não especificada,1,1,1,0,1
2011,33,Meningite pneumocócica,1,1,1,0,0
2011,33,Meningite viral/asséptica,1,1,1,0,1
2011,33,Outras etiologias,3,0,3,0,3
2011,34,Meningite bacteriana/outras bactérias,1,1,1,0,0
2011,34,Meningite não especificada,2,2,1,1,1
2011,34,Outras etiologias,2,0,2,0,2
2011,35,Doença meningocócica,1,1,1,1,0
2011,35,Meningite bacteriana/outras bactérias,1,1,1,0,0
2011,35,Meningite fúngica,1,1,1,0,0
2011,35,Meningite não especificada,1,1,1,0,1
2011,35,Meningite viral/asséptica,1,1,1,0,1
2011,35,Outras etiologias,1,0,1,0,1
2011,36,Doença meningocócica,1,1,1,1,0
2011,36,Meningite bacteriana/outras bactérias,3,3,3,0,2
2011,36,Meningite não especificada,2,2,2,0,1
2011,36,Meningite viral/asséptica,1,1,0,0,1
2011,36,Outras etiologias,2,0,2,0,1
2011,37,Doença meningocócica,2,2,2,0,1
2011,37,Meningite fúngica,1,1,1,0,1
2011,37,Meningite não especificada,2,2,2,0,2
2011,37,Meningite viral/asséptica,1,1,1,0,1
2011,37,Outras etiologias,3,0,2,0,2
2011,38,Meningite não especificada,5,5,5,1,4
2011,38,Outras etiologias,4,0,4,0,3
2011,39,Doença meningocócica,2,2,2,1,1
2011,39,Meningite pneumocócica,1,1,1,0,1
2011,39,Meningite viral/asséptica,7,7,7,0,7
2011,39,Outras etiologias,3,1,3,0,3
2011,40,Meningite viral/asséptica,1,1,1,0,1
2011,40,Outras etiologias,3,0,3,0,2
2011,41,Meningite bacteriana/outras bactérias,1,1,1,0,1
2011,41,Meningite não especificada,2,2,2,0,1
2011,41,Outras etiologias,3,2,3,0,3
2011,42,Meningite fúngica,1,1,1,1,0
2011,42,Meningite não especificada,2,2,2,1,1
2011,42,Meningite pneumocócica,1,1,1,1,0
2011,42,Outras etiologias,2,0,2,0,1
2011,43,Doença meningocócica,1,1,1,1,0
2011,43,Meningite pneumocócica,1,1,1,0,1
2011,43,Meningite viral/asséptica,2,2,2,0,2
2011,43,Outras etiologias,4,0,4,0,1
2011,44,Meningite bacteriana/outras bactérias,2,2,2,0,2
2011,44,Meningite fúngica,1,1,1,0,0
2011,44,Meningite viral/asséptica,1,1,1,0,0
2011,44,Outras etiologias,2,0,2,0,2
2011,45,Meningite bacteriana/outras bactérias,1,1,1,0,0
2011,45,Meningite fúngica,1,1,1,0,1
2011,45,Meningite não especificada,1,1,1,0,1
2011,45,Meningite pneumocócica,1,1,1,1,0
2011,45,Meningite viral/asséptica,2,2,2,0,2
2011,45,Outras etiologias,3,0,3,0,1
2011,46,Meningite bacteriana/outras bactérias,2,2,2,0,1
2011,46,Meningite fúngica,1,1,1,1,0
2011,46,Meningite não especificada,1,1,1,0,1
2011,46,Meningite viral/asséptica,5,5,5,0,5
2011,47,Meningite fúngica,1,1,1,1,0
2011,47,Meningite não especificada,1,1,1,0,1
2011,47,Meningite viral/asséptica,4,4,4,0,4
2011,47,Outras etiologias,3,0,2,0,2
2011,48,Meningite não especificada,1,1,1,0,1
2011,48,Meningite viral/asséptica,3,3,3,0,3
2011,48,Outras etiologias,4,1,3,0,2
2011,49,Doença meningocócica,1,1,1,1,0
2011,49,Meningite bacteriana/outras bactérias,3,3,3,0,3
2011,49,Meningite por Hib/Hemófilo,1,1,1,0,1
2011,49,Meningite viral/asséptica,2,2,2,0,2
2011,49,Outras etiologias,3,0,2,0,2
2011,50,Meningite bacteriana/outras bactérias,5,5,5,0,5
2011,50,Meningite viral/asséptica,5,5,5,0,5
2011,50,Outras etiologias,5,0,5,0,4
2011,51,Doença meningocócica,2,2,2,0,0
2011,51,Meningite viral/asséptica,1,1,1,0,1
2011,51,Outras etiologias,4,0,4,0,3
2011,52,Doença meningocócica,1,1,1,0,0
2011,52,Meningite bacteriana/outras bactérias,2,2,1,2,0
2011,52,Meningite não especificada,1,1,1,0,1
2011,52,Meningite viral/asséptica,2,2,2,0,2
2011,52,Outras etiologias,1,0,0,0,1
2012,1,Doença meningocócica,4,4,3,1,3
2012,1,Meningite não especificada,1,1,1,0,1
2012,1,Meningite viral/asséptica,2,2,2,0,2
2012,1,Outras etiologias,2,0,1,0,2
2012,2,Meningite bacteriana/outras bactérias,2,2,2,0,2
2012,2,Meningite fúngica,1,1,1,0,0
2012,2,Meningite viral/asséptica,1,1,1,0,1
2012,3,Meningite bacteriana/outras bactérias,4,4,4,0,4
2012,3,Meningite viral/asséptica,6,6,6,0,6
2012,3,Outras etiologias,1,0,0,0,1
2012,4,Doença meningocócica,2,2,2,2,0
2012,4,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,4,Meningite viral/asséptica,2,2,2,0,2
2012,4,Outras etiologias,1,0,1,0,1
2012,5,Meningite viral/asséptica,1,1,1,0,0
2012,5,Outras etiologias,3,0,3,0,2
2012,6,Meningite bacteriana/outras bactérias,3,3,3,0,0
2012,6,Outras etiologias,1,0,1,0,0
2012,7,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,7,Meningite fúngica,1,1,1,1,0
2012,7,Meningite não especificada,4,4,4,0,4
2012,7,Meningite viral/asséptica,1,1,1,0,1
2012,7,Outras etiologias,1,0,0,0,0
2012,8,Doença meningocócica,1,1,1,0,1
2012,8,Meningite bacteriana/outras bactérias,1,1,1,0,0
2012,8,Meningite tuberculosa,1,1,1,0,1
2012,8,Meningite viral/asséptica,2,2,2,0,2
2012,9,Doença meningocócica,1,1,1,0,1
2012,9,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,9,Meningite não especificada,1,1,1,0,1
2012,9,Meningite viral/asséptica,3,3,3,1,2
2012,9,Outras etiologias,1,0,1,0,1
2012,10,Meningite fúngica,1,1,1,0,0
2012,10,Meningite pneumocócica,1,1,1,0,1
2012,10,Meningite viral/asséptica,1,1,1,0,1
2012,10,Outras etiologias,3,1,2,0,1
2012,11,Meningite bacteriana/outras bactérias,1,1,1,0,0
2012,11,Meningite viral/asséptica,1,1,1,0,1
2012,11,Outras etiologias,1,0,1,0,0
2012,12,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,12,Meningite fúngica,1,1,1,0,1
2012,12,Meningite não especificada,2,2,2,0,2
2012,12,Meningite viral/asséptica,4,4,4,0,4
2012,13,Doença meningocócica,1,1,1,0,1
2012,13,Meningite fúngica,1,1,1,0,0
2012,13,Meningite não especificada,1,1,1,0,1
2012,13,Outras etiologias,2,0,2,0,1
2012,14,Meningite viral/asséptica,1,1,1,0,1
2012,14,Outras etiologias,1,0,1,0,1
2012,15,Doença meningocócica,1,1,1,0,1
2012,15,Outras etiologias,3,0,3,0,2
2012,16,Meningite bacteriana/outras bactérias,1,1,1,1,0
2012,16,Meningite pneumocócica,1,1,1,1,0
2012,16,Meningite viral/asséptica,1,1,1,0,1
2012,16,Outras etiologias,2,0,2,0,1
2012,17,Doença meningocócica,1,1,1,0,1
2012,17,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,17,Meningite não especificada,2,2,2,0,2
2012,17,Meningite pneumocócica,1,1,1,0,1
2012,17,Outras etiologias,2,0,2,0,0
2012,18,Doença meningocócica,1,1,1,0,1
2012,18,Meningite bacteriana/outras bactérias,1,1,1,0,0
2012,18,Meningite pneumocócica,1,1,1,0,0
2012,18,Meningite viral/asséptica,5,5,5,0,4
2012,18,Outras etiologias,1,0,1,0,1
2012,19,Doença meningocócica,1,1,1,1,0
2012,19,Meningite bacteriana/outras bactérias,1,1,1,0,0
2012,19,Meningite não especificada,3,3,3,0,3
2012,19,Meningite viral/asséptica,2,2,2,0,2
2012,20,Doença meningocócica,2,2,2,1,1
2012,20,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,20,Meningite fúngica,1,1,1,0,1
2012,20,Meningite pneumocócica,1,1,1,0,0
2012,20,Meningite viral/asséptica,1,1,1,0,1
2012,20,Outras etiologias,2,0,1,0,2
2012,21,Doença meningocócica,2,2,2,1,1
2012,21,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,21,Meningite não especificada,4,4,4,0,4
2012,21,Outras etiologias,3,1,2,0,1
2012,22,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,22,Meningite fúngica,1,1,1,0,0
2012,22,Meningite viral/asséptica,3,3,3,0,3
2012,23,Doença meningocócica,1,1,1,0,1
2012,23,Meningite bacteriana/outras bactérias,1,1,0,0,1
2012,23,Meningite viral/asséptica,3,3,3,1,2
2012,23,Outras etiologias,4,0,4,0,3
2012,24,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,24,Meningite não especificada,2,2,1,0,1
2012,24,Meningite viral/asséptica,8,8,8,0,7
2012,24,Outras etiologias,1,0,0,0,0
2012,25,Meningite não especificada,2,2,2,0,2
2012,25,Meningite pneumocócica,1,1,1,0,1
2012,25,Outras etiologias,4,1,3,0,1
2012,26,Meningite não especificada,1,1,1,0,1
2012,26,Meningite viral/asséptica,1,1,1,0,0
2012,27,Doença meningocócica,1,1,1,1,0
2012,27,Meningite não especificada,1,1,1,0,1
2012,27,Meningite pneumocócica,1,1,1,1,0
2012,27,Meningite viral/asséptica,4,4,3,0,4
2012,27,Outras etiologias,1,0,1,0,0
2012,28,Doença meningocócica,1,1,1,0,1
2012,28,Meningite bacteriana/outras bactérias,2,2,2,0,1
2012,28,Meningite não especificada,1,1,1,0,1
2012,28,Meningite pneumocócica,1,1,1,1,0
2012,28,Meningite tuberculosa,1,1,1,1,0
2012,28,Meningite viral/asséptica,2,2,2,0,2
2012,28,Outras etiologias,6,1,4,0,1
2012,29,Meningite não especificada,1,1,1,0,1
2012,29,Meningite viral/asséptica,1,1,1,0,1
2012,30,Doença meningocócica,2,2,2,0,1
2012,30,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,30,Meningite não especificada,2,2,2,0,2
2012,30,Meningite pneumocócica,1,1,1,0,1
2012,30,Meningite viral/asséptica,3,3,3,0,3
2012,30,Outras etiologias,1,0,1,0,0
2012,31,Doença meningocócica,5,5,5,2,2
2012,31,Meningite não especificada,1,1,1,0,1
2012,31,Meningite viral/asséptica,2,2,2,0,2
2012,31,Outras etiologias,5,0,5,0,2
