ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,casos,confirmados,obitos_meningite,populacao_estado,populacao_origem,populacao_municipio,populacao_ref,incidencia_100mil,mortalidade_100mil,letalidade_pct
2011,510590,NOBRES,DIAMANTINO,1,1,1,2334495.0,municipal_soma_com_carry,15492.0,15492.0,6.454944487477407,6.454944487477407,100.0
2011,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,11694.0,11694.0,8.551393877201985,0.0,0.0
2011,510618,NOVA LACERDA,PONTES E LACERDA,1,1,1,2334495.0,municipal_soma_com_carry,4431.0,4431.0,22.568269013766646,22.568269013766646,100.0
2011,510622,NOVA MUTUM,SINOP,2,2,1,2334495.0,municipal_soma_com_carry,46813.0,46813.0,4.272317518637985,2.1361587593189926,50.0
2011,510629,PARANAITA,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,4.37426184331394,0.0,0.0
2011,510630,PARANATINGA,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,8.74852368662788,0.0,0.0
2011,510637,PEDRA PRETA,RONDONOPOLIS,5,5,3,2334495.0,municipal_soma_com_carry,17547.0,17547.0,28.494899413005072,17.096939647803044,60.0
2011,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,1,1,2334495.0,municipal_soma_com_carry,35338.0,35338.0,2.8298149301035713,2.8298149301035713,100.0
2011,510650,POCONE,CUIABA,2,2,0,2334495.0,municipal_soma_com_carry,31217.0,31217.0,6.4067655444149025,0.0,0.0
2011,510675,PONTES E LACERDA,PONTES E LACERDA,3,3,1,2334495.0,municipal_soma_com_carry,45774.0,45774.0,6.553938917289291,2.184646305763097,33.33333333333333
2011,510682,PORTO ESPERIDIAO,CACERES,3,3,0,2334495.0,municipal_soma_com_carry,12176.0,12176.0,24.638633377135346,0.0,0.0
2011,510700,POXOREO,RONDONOPOLIS,2,2,2,2334495.0,municipal_soma_com_carry,15936.0,15936.0,12.55020080321285,12.55020080321285,100.0
2011,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,5,5,2,2334495.0,municipal_soma_com_carry,63092.0,63092.0,7.924935015532872,3.1699740062131494,40.0
2011,510706,QUERENCIA,AGUA BOA,1,1,1,2334495.0,municipal_soma_com_carry,26769.0,26769.0,3.73566438791139,3.73566438791139,100.0
2011,510715,RESERVA DO CABACAL,CACERES,1,1,1,2334495.0,municipal_soma_com_carry,10340.0,10340.0,9.671179883945841,9.671179883945841,100.0
2011,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,1,1,1,2334495.0,municipal_soma_com_carry,21011.0,21011.0,4.7594117367093425,4.7594117367093425,100.0
2011,510760,RONDONOPOLIS,RONDONOPOLIS,22,22,1,2334495.0,municipal_soma_com_carry,236042.0,236042.0,9.320375187466638,0.4236534176121199,4.545454545454546
2011,510775,SALTO DO CEU,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,16999.0,16999.0,5.882698982293076,0.0,0.0
2011,510780,SANTO ANTONIO DO LEVERGER,CUIABA,5,5,1,2334495.0,municipal_soma_com_carry,16999.0,16999.0,29.41349491146538,5.882698982293076,20.0
2011,510787,SAPEZAL,TANGARA DA SERRA,1,1,1,2334495.0,municipal_soma_com_carry,26688.0,26688.0,3.7470023980815346,3.7470023980815346,100.0
2011,510790,SINOP,SINOP,32,32,4,2334495.0,municipal_soma_com_carry,148960.0,148960.0,21.482277121374867,2.6852846401718584,12.5
2011,510792,SORRISO,SINOP,8,8,1,2334495.0,municipal_soma_com_carry,92769.0,92769.0,8.62357037372398,1.0779462967154976,12.5
2011,510795,TANGARA DA SERRA,TANGARA DA SERRA,6,6,1,2334495.0,municipal_soma_com_carry,105711.0,105711.0,5.675852087294605,0.9459753478824342,16.666666666666664
2011,510800,TAPURAH,SINOP,2,2,0,2334495.0,municipal_soma_com_carry,14046.0,14046.0,14.238929232521716,0.0,0.0
2011,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,9473.0,9473.0,10.556317956296844,0.0,0.0
2011,510810,TESOURO,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,2935.0,2935.0,34.07155025553663,0.0,0.0
2011,510840,VARZEA GRANDE,CUIABA,17,17,0,2334495.0,municipal_soma_com_carry,287526.0,287526.0,5.912508781814514,0.0,0.0
2011,510850,VERA,SINOP,3,3,0,2334495.0,municipal_soma_com_carry,10584.0,10584.0,28.34467120181406,0.0,0.0
2012,510010,ACORIZAL,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,5014.0,5014.0,19.94415636218588,0.0,0.0
2012,510020,AGUA BOA,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,26204.0,26204.0,3.816211265455656,0.0,0.0
2012,510025,ALTA FLORESTA,ALTA FLORESTA,3,3,0,2334495.0,municipal_soma_com_carry,51959.0,51959.0,5.7737831751958275,0.0,0.0
2012,510030,ALTO ARAGUAIA,RONDONOPOLIS,2,2,1,2334495.0,municipal_soma_com_carry,17567.0,17567.0,11.38498320714977,5.692491603574885,50.0
2012,510080,APIACAS,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,10283.0,10283.0,9.724788485850432,0.0,0.0
2012,510100,ARAGUAIANA,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,16951.0,16951.0,5.89935697009026,0.0,0.0
2012,510140,ARIPUANA,JUINA,1,1,0,2334495.0,municipal_soma_com_carry,24626.0,24626.0,4.060748802079104,0.0,0.0
2012,510170,BARRA DO BUGRES,TANGARA DA SERRA,2,2,1,2334495.0,municipal_soma_com_carry,35307.0,35307.0,5.664599087999547,2.8322995439997736,50.0
2012,510180,BARRA DO GARCAS,BARRA DO GARCAS,3,3,1,2334495.0,municipal_soma_com_carry,61135.0,61135.0,4.907172650691094,1.6357242168970312,33.33333333333333
2012,510250,CACERES,CACERES,13,13,0,2334495.0,municipal_soma_com_carry,95339.0,95339.0,13.63555313145722,0.0,0.0
2012,510260,CAMPINAPOLIS,BARRA DO GARCAS,1,1,1,2334495.0,municipal_soma_com_carry,15347.0,15347.0,6.515931452401121,6.515931452401121,100.0
2012,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,36917.0,36917.0,2.7087791532356364,0.0,0.0
2012,510270,CANARANA,AGUA BOA,2,2,0,2334495.0,municipal_soma_com_carry,21842.0,21842.0,9.156670634557276,0.0,0.0
2012,510279,CARLINDA,ALTA FLORESTA,2,2,0,2334495.0,municipal_soma_com_carry,10415.0,10415.0,19.203072491598654,0.0,0.0
2012,510320,COLIDER,COLIDER,1,1,0,2334495.0,municipal_soma_com_carry,33855.0,33855.0,2.9537734455767244,0.0,0.0
2012,510337,COTRIGUACU,JUINA,1,1,0,2334495.0,municipal_soma_com_carry,10624.0,10624.0,9.41265060240964,0.0,0.0
2012,510340,CUIABA,CUIABA,70,70,11,2334495.0,municipal_soma_com_carry,618124.0,618124.0,11.324588593874367,1.7795782076088293,15.714285714285714
2012,510370,FELIZ NATAL,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,10521.0,10521.0,9.5047999239616,0.0,0.0
2012,510480,JACIARA,RONDONOPOLIS,3,3,0,2334495.0,municipal_soma_com_carry,27696.0,27696.0,10.831889081455806,0.0,0.0
2012,510517,JURUENA,JUINA,1,1,0,2334495.0,municipal_soma_com_carry,10149.0,10149.0,9.853187506158243,0.0,0.0
2012,510520,JUSCIMEIRA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,11480.0,11480.0,8.710801393728223,0.0,0.0
2012,510525,LUCAS DO RIO VERDE,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,67620.0,67620.0,1.4788524105294292,0.0,0.0
2012,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,9.894132779261898,0.0,0.0
2012,510562,MIRASSOL D OESTE,CACERES,5,5,0,2334495.0,municipal_soma_com_carry,27941.0,27941.0,17.894849862209657,0.0,0.0
2012,510590,NOBRES,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,15492.0,15492.0,6.454944487477407,0.0,0.0
2012,510615,NOVA BANDEIRANTES,ALTA FLORESTA,1,1,1,2334495.0,municipal_soma_com_carry,15685.0,15685.0,6.37551801083838,6.37551801083838,100.0
2012,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,3307.0,3307.0,30.23888720895071,0.0,0.0
2012,510629,PARANAITA,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,4.37426184331394,0.0,0.0
2012,510630,PARANATINGA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,4.37426184331394,0.0,0.0
2012,510637,PEDRA PRETA,RONDONOPOLIS,1,1,1,2334495.0,municipal_soma_com_carry,17547.0,17547.0,5.698979882601015,5.698979882601015,100.0
2012,510650,POCONE,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,31217.0,31217.0,3.2033827722074513,0.0,0.0
2012,510675,PONTES E LACERDA,PONTES E LACERDA,5,5,0,2334495.0,municipal_soma_com_carry,45774.0,45774.0,10.923231528815485,0.0,0.0
2012,510682,PORTO ESPERIDIAO,CACERES,2,2,0,2334495.0,municipal_soma_com_carry,12176.0,12176.0,16.4257555847569,0.0,0.0
2012,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,9,9,0,2334495.0,municipal_soma_com_carry,63092.0,63092.0,14.26488302795917,0.0,0.0
2012,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,18846.0,18846.0,5.306165764618487,0.0,0.0
2012,510724,SANTA CARMEM,SINOP,1,1,1,2334495.0,municipal_soma_com_carry,5677.0,5677.0,17.61493746697199,17.61493746697199,100.0
2012,510729,SAO JOSE DO POVO,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,2716.0,2716.0,36.81885125184094,0.0,0.0
2012,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,2,2,0,2334495.0,municipal_soma_com_carry,21011.0,21011.0,9.518823473418685,0.0,0.0
2012,510760,RONDONOPOLIS,RONDONOPOLIS,24,24,0,2334495.0,municipal_soma_com_carry,236042.0,236042.0,10.167682022690876,0.0,0.0
2012,510790,SINOP,SINOP,30,30,3,2334495.0,municipal_soma_com_carry,148960.0,148960.0,20.13963480128894,2.0139634801288935,10.0
2012,510792,SORRISO,SINOP,12,12,2,2334495.0,municipal_soma_com_carry,92769.0,92769.0,12.93535556058597,2.155892593430995,16.666666666666664
2012,510795,TANGARA DA SERRA,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,105711.0,105711.0,0.9459753478824342,0.0,0.0
2012,510800,TAPURAH,SINOP,2,2,0,2334495.0,municipal_soma_com_carry,14046.0,14046.0,14.238929232521716,0.0,0.0
2012,510810,TESOURO,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,2935.0,2935.0,34.07155025553663,0.0,0.0
2012,510820,TORIXOREU,BARRA DO GARCAS,1,1,1,2334495.0,municipal_soma_com_carry,3897.0,3897.0,25.660764690787786,25.660764690787786,100.0
2012,510840,VARZEA GRANDE,CUIABA,27,27,3,2334495.0,municipal_soma_com_carry,287526.0,287526.0,9.390455124058345,1.0433839026731495,11.11111111111111
2012,510850,VERA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,10584.0,10584.0,9.44822373393802,0.0,0.0
2013,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,1,1,2334495.0,municipal_soma_com_carry,17567.0,17567.0,5.692491603574885,5.692491603574885,100.0
2013,510040,ALTO GARCAS,RONDONOPOLIS,1,1,1,2334495.0,municipal_soma_com_carry,13707.0,13707.0,7.295542423579193,7.295542423579193,100.0
2013,510080,APIACAS,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,10283.0,10283.0,9.724788485850432,0.0,0.0
2013,510100,ARAGUAIANA,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,16951.0,16951.0,5.89935697009026,0.0,0.0
2013,510125,ARAPUTANGA,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,16951.0,16951.0,5.89935697009026,0.0,0.0
2013,510170,BARRA DO BUGRES,TANGARA DA SERRA,3,3,0,2334495.0,municipal_soma_com_carry,35307.0,35307.0,8.49689863199932,0.0,0.0
2013,510180,BARRA DO GARCAS,BARRA DO GARCAS,9,9,1,2334495.0,municipal_soma_com_carry,61135.0,61135.0,14.72151795207328,1.6357242168970312,11.11111111111111
2013,510190,BRASNORTE,JUINA,1,1,0,2334495.0,municipal_soma_com_carry,17496.0,17496.0,5.715592135345221,0.0,0.0
2013,510250,CACERES,CACERES,37,37,0,2334495.0,municipal_soma_com_carry,95339.0,95339.0,38.80888198953209,0.0,0.0
2013,510260,CAMPINAPOLIS,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,15347.0,15347.0,6.515931452401121,0.0,0.0
2013,510267,CAMPO VERDE,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,45740.0,45740.0,4.3725404459991255,0.0,0.0
2013,510270,CANARANA,AGUA BOA,1,1,1,2334495.0,municipal_soma_com_carry,21842.0,21842.0,4.578335317278638,4.578335317278638,100.0
2013,510300,CHAPADA DOS GUIMARAES,CUIABA,4,4,1,2334495.0,municipal_soma_com_carry,19453.0,19453.0,20.56238112373413,5.140595280933533,25.0
2013,510305,CLAUDIA,SINOP,2,2,0,2334495.0,municipal_soma_com_carry,9576.0,9576.0,20.885547201336674,0.0,0.0
2013,510340,CUIABA,CUIABA,59,59,7,2334495.0,municipal_soma_com_carry,618124.0,618124.0,9.545010386265538,1.1324588593874367,11.864406779661017
2013,510350,DIAMANTINO,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,22178.0,22178.0,4.508972855983408,0.0,0.0
2013,510360,DOM AQUINO,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,7953.0,7953.0,25.14774299006664,0.0,0.0
2013,510370,FELIZ NATAL,SINOP,1,1,1,2334495.0,municipal_soma_com_carry,10521.0,10521.0,9.5047999239616,9.5047999239616,100.0
2013,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,3,3,0,2334495.0,municipal_soma_com_carry,36130.0,36130.0,8.303349017437034,0.0,0.0
2013,510420,GUIRATINGA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,15245.0,15245.0,6.5595277140045924,0.0,0.0
2013,510454,ITANHANGA,SINOP,2,2,0,2334495.0,municipal_soma_com_carry,6885.0,6885.0,29.04865649963689,0.0,0.0
2013,510455,ITAUBA,COLIDER,2,2,0,2334495.0,municipal_soma_com_carry,3704.0,3704.0,53.99568034557236,0.0,0.0
2013,510460,ITIQUIRA,RONDONOPOLIS,3,3,0,2334495.0,municipal_soma_com_carry,13552.0,13552.0,22.136953955135773,0.0,0.0
2013,510480,JACIARA,RONDONOPOLIS,5,5,1,2334495.0,municipal_soma_com_carry,27696.0,27696.0,18.05314846909301,3.6106296938186015,20.0
2013,510500,JAURU,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,34906.0,34906.0,2.864836990775225,0.0,0.0
2013,510525,LUCAS DO RIO VERDE,SINOP,1,1,1,2334495.0,municipal_soma_com_carry,67620.0,67620.0,1.4788524105294292,1.4788524105294292,100.0
2013,510558,MARCELANDIA,COLIDER,2,2,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,19.788265558523797,0.0,0.0
2013,510615,NOVA BANDEIRANTES,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,15685.0,15685.0,6.37551801083838,0.0,0.0
2013,510618,NOVA LACERDA,PONTES E LACERDA,3,3,0,2334495.0,municipal_soma_com_carry,4431.0,4431.0,67.70480704129993,0.0,0.0
2013,510622,NOVA MUTUM,SINOP,2,2,2,2334495.0,municipal_soma_com_carry,46813.0,46813.0,4.272317518637985,4.272317518637985,100.0
2013,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,20944.0,20944.0,4.774637127578304,0.0,0.0
2013,510627,NOVO HORIZONTE DO NORTE,JUARA,1,1,1,2334495.0,municipal_soma_com_carry,3307.0,3307.0,30.23888720895071,30.23888720895071,100.0
2013,510629,PARANAITA,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,4.37426184331394,0.0,0.0
2013,510630,PARANATINGA,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,8.74852368662788,0.0,0.0
2013,510637,PEDRA PRETA,RONDONOPOLIS,1,1,1,2334495.0,municipal_soma_com_carry,17547.0,17547.0,5.698979882601015,5.698979882601015,100.0
2013,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,35338.0,35338.0,2.8298149301035713,0.0,0.0
2013,510650,POCONE,CUIABA,3,3,0,2334495.0,municipal_soma_com_carry,31217.0,31217.0,9.610148316622354,0.0,0.0
2013,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,1,1,1,2334495.0,municipal_soma_com_carry,7169.0,7169.0,13.948946854512483,13.948946854512483,100.0
2013,510675,PONTES E LACERDA,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,45774.0,45774.0,2.184646305763097,0.0,0.0
2013,510685,PORTO ESTRELA,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,15936.0,15936.0,6.275100401606425,0.0,0.0
2013,510700,POXOREO,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,15936.0,15936.0,6.275100401606425,0.0,0.0
2013,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,7,7,1,2334495.0,municipal_soma_com_carry,63092.0,63092.0,11.094909021746023,1.5849870031065747,14.285714285714285
2013,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,18846.0,18846.0,5.306165764618487,0.0,0.0
2013,510724,SANTA CARMEM,SINOP,2,2,0,2334495.0,municipal_soma_com_carry,5677.0,5677.0,35.22987493394398,0.0,0.0
2013,510760,RONDONOPOLIS,RONDONOPOLIS,21,21,5,2334495.0,municipal_soma_com_carry,236042.0,236042.0,8.896721769854517,2.118267088060599,23.809523809523807
2013,510779,SANTO ANTONIO DO LESTE,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,16999.0,16999.0,5.882698982293076,0.0,0.0
2013,510787,SAPEZAL,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,26688.0,26688.0,3.7470023980815346,0.0,0.0
2013,510790,SINOP,SINOP,14,14,2,2334495.0,municipal_soma_com_carry,148960.0,148960.0,9.398496240601505,1.3426423200859292,14.285714285714285
2013,510792,SORRISO,SINOP,9,9,0,2334495.0,municipal_soma_com_carry,92769.0,92769.0,9.701516670439478,0.0,0.0
2013,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,9473.0,9473.0,10.556317956296844,0.0,0.0
2013,510830,UNIAO DO SUL,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,3897.0,3897.0,25.660764690787786,0.0,0.0
2013,510840,VARZEA GRANDE,CUIABA,18,18,3,2334495.0,municipal_soma_com_carry,287526.0,287526.0,6.260303416038898,1.0433839026731495,16.666666666666664
2013,510850,VERA,SINOP,4,4,1,2334495.0,municipal_soma_com_carry,10584.0,10584.0,37.79289493575208,9.44822373393802,25.0
2013,510895,NOVA MONTE VERDE,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,8313.0,8313.0,12.029351617947793,0.0,0.0
2014,510025,ALTA FLORESTA,ALTA FLORESTA,2,2,0,2334495.0,municipal_soma_com_carry,51959.0,51959.0,3.849188783463885,0.0,0.0
2014,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,17567.0,17567.0,5.692491603574885,0.0,0.0
2014,510060,ALTO TAQUARI,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,11571.0,11571.0,8.642295393656555,0.0,0.0
2014,510120,ARAGUAINHA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,16951.0,16951.0,5.89935697009026,0.0,0.0
2014,510170,BARRA DO BUGRES,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,35307.0,35307.0,2.8322995439997736,0.0,0.0
2014,510180,BARRA DO GARCAS,BARRA DO GARCAS,6,6,2,2334495.0,municipal_soma_com_carry,61135.0,61135.0,9.814345301382188,3.2714484337940624,33.33333333333333
2014,510250,CACERES,CACERES,14,14,3,2334495.0,municipal_soma_com_carry,95339.0,95339.0,14.684441833877006,3.1466661072593585,21.428571428571427
2014,510260,CAMPINAPOLIS,BARRA DO GARCAS,3,3,0,2334495.0,municipal_soma_com_carry,15347.0,15347.0,19.54779435720336,0.0,0.0
2014,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,36917.0,36917.0,2.7087791532356364,0.0,0.0
2014,510267,CAMPO VERDE,RONDONOPOLIS,10,10,1,2334495.0,municipal_soma_com_carry,45740.0,45740.0,21.862702229995627,2.1862702229995628,10.0
2014,510269,CANABRAVA DO NORTE,PORTO ALEGRE DO NORTE,1,1,0,2334495.0,municipal_soma_com_carry,4451.0,4451.0,22.46686137946529,0.0,0.0
2014,510300,CHAPADA DOS GUIMARAES,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,19453.0,19453.0,5.140595280933533,0.0,0.0
2014,510305,CLAUDIA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,9576.0,9576.0,10.442773600668337,0.0,0.0
2014,510320,COLIDER,COLIDER,2,2,0,2334495.0,municipal_soma_com_carry,33855.0,33855.0,5.907546891153449,0.0,0.0
2014,510325,COLNIZA,JUINA,1,1,0,2334495.0,municipal_soma_com_carry,25766.0,25766.0,3.8810835985407124,0.0,0.0
2014,510330,COMODORO,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,18238.0,18238.0,5.48305735277991,0.0,0.0
2014,510335,CONFRESA,PORTO ALEGRE DO NORTE,1,1,0,2334495.0,municipal_soma_com_carry,31510.0,31510.0,3.17359568390987,0.0,0.0
2014,510340,CUIABA,CUIABA,38,38,3,2334495.0,municipal_soma_com_carry,618124.0,618124.0,6.14763380810323,0.4853395111660443,7.894736842105263
2014,510343,CURVELANDIA,CACERES,2,2,0,2334495.0,municipal_soma_com_carry,5267.0,5267.0,37.97228023542814,0.0,0.0
2014,510360,DOM AQUINO,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,7953.0,7953.0,12.57387149503332,0.0,0.0
2014,510370,FELIZ NATAL,SINOP,1,1,1,2334495.0,municipal_soma_com_carry,10521.0,10521.0,9.5047999239616,9.5047999239616,100.0
2014,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,3,3,0,2334495.0,municipal_soma_com_carry,36130.0,36130.0,8.303349017437034,0.0,0.0
2014,510450,INDIAVAI,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,6885.0,6885.0,14.524328249818446,0.0,0.0
2014,510452,IPIRANGA DO NORTE,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,6885.0,6885.0,14.524328249818446,0.0,0.0
2014,510455,ITAUBA,COLIDER,1,1,0,2334495.0,municipal_soma_com_carry,3704.0,3704.0,26.99784017278618,0.0,0.0
2014,510480,JACIARA,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,27696.0,27696.0,7.221259387637203,0.0,0.0
2014,510523,LAMBARI D OESTE,CACERES,2,2,0,2334495.0,municipal_soma_com_carry,4724.0,4724.0,42.33700254022015,0.0,0.0
2014,510525,LUCAS DO RIO VERDE,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,67620.0,67620.0,1.4788524105294292,0.0,0.0
2014,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,9.894132779261898,0.0,0.0
2014,510558,MARCELANDIA,COLIDER,1,1,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,9.894132779261898,0.0,0.0
2014,510560,MATUPA,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,20853.0,20853.0,4.795473073418693,0.0,0.0
2014,510562,MIRASSOL D OESTE,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,27941.0,27941.0,3.5789699724419317,0.0,0.0
2014,510618,NOVA LACERDA,PONTES E LACERDA,2,2,0,2334495.0,municipal_soma_com_carry,4431.0,4431.0,45.13653802753329,0.0,0.0
2014,510622,NOVA MUTUM,SINOP,2,2,1,2334495.0,municipal_soma_com_carry,46813.0,46813.0,4.272317518637985,2.1361587593189926,50.0
2014,510624,NOVA UBIRATA,SINOP,3,3,0,2334495.0,municipal_soma_com_carry,12492.0,12492.0,24.015369836695484,0.0,0.0
2014,510630,PARANATINGA,RONDONOPOLIS,4,4,1,2334495.0,municipal_soma_com_carry,22861.0,22861.0,17.49704737325576,4.37426184331394,25.0
2014,510637,PEDRA PRETA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,17547.0,17547.0,5.698979882601015,0.0,0.0
2014,510650,POCONE,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,31217.0,31217.0,3.2033827722074513,0.0,0.0
2014,510675,PONTES E LACERDA,PONTES E LACERDA,5,5,0,2334495.0,municipal_soma_com_carry,45774.0,45774.0,10.923231528815485,0.0,0.0
2014,510677,PORTO ALEGRE DO NORTE,PORTO ALEGRE DO NORTE,1,1,1,2334495.0,municipal_soma_com_carry,12420.0,12420.0,8.051529790660226,8.051529790660226,100.0
2014,510680,PORTO DOS GAUCHOS,JUARA,1,1,0,2334495.0,municipal_soma_com_carry,5690.0,5690.0,17.574692442882252,0.0,0.0
2014,510682,PORTO ESPERIDIAO,CACERES,2,2,0,2334495.0,municipal_soma_com_carry,12176.0,12176.0,16.4257555847569,0.0,0.0
2014,510700,POXOREO,RONDONOPOLIS,2,2,1,2334495.0,municipal_soma_com_carry,15936.0,15936.0,12.55020080321285,6.275100401606425,50.0
2014,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,3,3,0,2334495.0,municipal_soma_com_carry,63092.0,63092.0,4.754961009319723,0.0,0.0
2014,510715,RESERVA DO CABACAL,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,10340.0,10340.0,9.671179883945841,0.0,0.0
2014,510720,RIO BRANCO,CACERES,2,2,0,2334495.0,municipal_soma_com_carry,4535.0,4535.0,44.101433296582144,0.0,0.0
2014,510729,SAO JOSE DO POVO,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,2716.0,2716.0,36.81885125184094,0.0,0.0
2014,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,21011.0,21011.0,4.7594117367093425,0.0,0.0
2014,510760,RONDONOPOLIS,RONDONOPOLIS,24,24,0,2334495.0,municipal_soma_com_carry,236042.0,236042.0,10.167682022690876,0.0,0.0
2014,510779,SANTO ANTONIO DO LESTE,RONDONOPOLIS,1,1,1,2334495.0,municipal_soma_com_carry,16999.0,16999.0,5.882698982293076,5.882698982293076,100.0
2014,510790,SINOP,SINOP,35,35,0,2334495.0,municipal_soma_com_carry,148960.0,148960.0,23.496240601503757,0.0,0.0
