gerado_em,n_digests,n_regionais,digest_estadual,pasta,narrativa
2026-07-29T12:37:42,18,16,DIGEST_CIEVS_ESTADUAL.md,C:\Users\Menandesneto\OneDrive\CIEVS MT\Meningites\saida_meningites_v17\digests_regionais_v23,NARRATIVA_ALERTAS_SAZONALIDADE_V23.md
