ano_dose_v34,codigo_municipio_v34,municipio_v34,regional_v34,imuno_grupo_v34,faixa_risco_v34,n_doses
2024,510805,,PEIXOTO DE AZEVEDO,MenC,Ignorado,7
2024,510682,,CACERES,MenC,Ignorado,6
2024,510279,,ALTA FLORESTA,MenC,Ignorado,5
2024,510390,,BARRA DO GARCAS,MenC,Ignorado,5
2024,510455,,COLIDER,MenC,Ignorado,5
2024,510523,,CACERES,MenC,Ignorado,5
2024,510665,,BARRA DO GARCAS,MenC,Ignorado,5
2024,510718,,AGUA BOA,MenC,Ignorado,5
2024,510780,,CUIABA,MenC,Ignorado,5
2024,510335,,PORTO ALEGRE DO NORTE,MenC,Ignorado,4
2024,510360,,RONDONOPOLIS,MenC,Ignorado,4
2024,510617,,AGUA BOA,MenC,Ignorado,4
2024,510619,,COLIDER,MenC,Ignorado,4
2024,510130,,TANGARA DA SERRA,MenC,Ignorado,3
2024,510269,,PORTO ALEGRE DO NORTE,MenC,Ignorado,3
2024,510454,,SINOP,MenC,Ignorado,3
2024,510550,,PONTES E LACERDA,MenC,Ignorado,3
2024,510623,,TANGARA DA SERRA,MenC,Ignorado,3
2024,510637,,RONDONOPOLIS,MenC,Ignorado,3
2024,510675,,PONTES E LACERDA,MenC,Ignorado,3
2024,510775,,CACERES,MenC,Ignorado,3
2024,510125,,CACERES,MenC,Ignorado,2
2024,510300,,CUIABA,MenC,Ignorado,2
2024,510325,,JUINA,MenC,Ignorado,2
2024,510500,,PONTES E LACERDA,MenC,Ignorado,2
2024,510600,,DIAMANTINO,MenC,Ignorado,2
2024,510621,,COLIDER,MenC,Ignorado,2
2024,510700,,RONDONOPOLIS,MenC,Ignorado,2
2024,510710,,CACERES,MenC,Ignorado,2
2024,510757,,Sem regional,MenC,Ignorado,2
2024,510890,,DIAMANTINO,MenC,Ignorado,2
2024,510100,,BARRA DO GARCAS,MenC,Ignorado,1
2024,510190,,JUINA,MenC,Ignorado,1
2024,510337,,JUINA,MenC,Ignorado,1
2024,510343,,CACERES,MenC,Ignorado,1
2024,510350,,DIAMANTINO,MenC,Ignorado,1
2024,510395,,CACERES,MenC,Ignorado,1
2024,510618,,PONTES E LACERDA,MenC,Ignorado,1
2024,510740,,RONDONOPOLIS,MenC,Ignorado,1
2024,510776,,SINOP,MenC,Ignorado,1
2024,510810,,RONDONOPOLIS,MenC,Ignorado,1
2024,510835,,PONTES E LACERDA,MenC,Ignorado,1
2024,510885,,TANGARA DA SERRA,MenC,Ignorado,1
2024,510340,,CUIABA,Meningocócica (outra),Ignorado,27872
2024,510840,,CUIABA,Meningocócica (outra),Ignorado,15976
2024,510760,,RONDONOPOLIS,Meningocócica (outra),Ignorado,11588
2024,510790,,SINOP,Meningocócica (outra),Ignorado,11084
2024,510792,,SINOP,Meningocócica (outra),Ignorado,6889
2024,510795,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,5525
2024,510704,,RONDONOPOLIS,Meningocócica (outra),Ignorado,4923
2024,510250,,CACERES,Meningocócica (outra),Ignorado,4701
2024,510525,,SINOP,Meningocócica (outra),Ignorado,4317
2024,510622,,SINOP,Meningocócica (outra),Ignorado,3310
2024,510675,,PONTES E LACERDA,Meningocócica (outra),Ignorado,3176
2024,510180,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,3150
2024,510263,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,2987
2024,510025,,ALTA FLORESTA,Meningocócica (outra),Ignorado,2908
2024,510267,,RONDONOPOLIS,Meningocócica (outra),Ignorado,2420
2024,510335,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,2243
2024,510642,,PEIXOTO DE AZEVEDO,Meningocócica (outra),Ignorado,2188
2024,510515,,JUINA,Meningocócica (outra),Ignorado,2117
2024,510510,,JUARA,Meningocócica (outra),Ignorado,2062
2024,510706,,AGUA BOA,Meningocócica (outra),Ignorado,1912
2024,510787,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,1813
2024,510020,,AGUA BOA,Meningocócica (outra),Ignorado,1783
2024,510320,,COLIDER,Meningocócica (outra),Ignorado,1774
2024,510650,,CUIABA,Meningocócica (outra),Ignorado,1767
2024,510410,,PEIXOTO DE AZEVEDO,Meningocócica (outra),Ignorado,1723
2024,510170,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,1506
2024,510140,,JUINA,Meningocócica (outra),Ignorado,1491
2024,510270,,AGUA BOA,Meningocócica (outra),Ignorado,1489
2024,510630,,RONDONOPOLIS,Meningocócica (outra),Ignorado,1455
2024,510325,,JUINA,Meningocócica (outra),Ignorado,1439
2024,510562,,CACERES,Meningocócica (outra),Ignorado,1424
2024,510560,,PEIXOTO DE AZEVEDO,Meningocócica (outra),Ignorado,1328
2024,510260,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,1307
2024,510350,,DIAMANTINO,Meningocócica (outra),Ignorado,1293
2024,510480,,RONDONOPOLIS,Meningocócica (outra),Ignorado,1228
2024,510625,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,1088
2024,510860,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,1066
2024,510550,,PONTES E LACERDA,Meningocócica (outra),Ignorado,1021
2024,510190,,JUINA,Meningocócica (outra),Ignorado,979
2024,510623,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,950
2024,510330,,PONTES E LACERDA,Meningocócica (outra),Ignorado,900
2024,510300,,CUIABA,Meningocócica (outra),Ignorado,898
2024,510800,,SINOP,Meningocócica (outra),Ignorado,896
2024,510590,,DIAMANTINO,Meningocócica (outra),Ignorado,869
2024,510780,,CUIABA,Meningocócica (outra),Ignorado,841
2024,510730,,DIAMANTINO,Meningocócica (outra),Ignorado,831
2024,510624,,SINOP,Meningocócica (outra),Ignorado,800
2024,510125,,CACERES,Meningocócica (outra),Ignorado,747
2024,510700,,RONDONOPOLIS,Meningocócica (outra),Ignorado,733
2024,510637,,RONDONOPOLIS,Meningocócica (outra),Ignorado,732
2024,510370,,SINOP,Meningocócica (outra),Ignorado,716
2024,510615,,ALTA FLORESTA,Meningocócica (outra),Ignorado,690
2024,510558,,COLIDER,Meningocócica (outra),Ignorado,683
2024,510794,,JUARA,Meningocócica (outra),Ignorado,681
2024,510682,,CACERES,Meningocócica (outra),Ignorado,673
2024,510710,,CACERES,Meningocócica (outra),Ignorado,670
2024,510030,,RONDONOPOLIS,Meningocócica (outra),Ignorado,640
2024,510770,,DIAMANTINO,Meningocócica (outra),Ignorado,628
2024,510040,,RONDONOPOLIS,Meningocócica (outra),Ignorado,619
2024,510718,,AGUA BOA,Meningocócica (outra),Ignorado,614
2024,510460,,RONDONOPOLIS,Meningocócica (outra),Ignorado,592
2024,510850,,SINOP,Meningocócica (outra),Ignorado,587
2024,510517,,JUINA,Meningocócica (outra),Ignorado,577
2024,510677,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,574
2024,510621,,COLIDER,Meningocócica (outra),Ignorado,571
2024,510385,,AGUA BOA,Meningocócica (outra),Ignorado,569
2024,510337,,JUINA,Meningocócica (outra),Ignorado,566
2024,510805,,PEIXOTO DE AZEVEDO,Meningocócica (outra),Ignorado,562
2024,510130,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,560
2024,510452,,SINOP,Meningocócica (outra),Ignorado,552
2024,510268,,PONTES E LACERDA,Meningocócica (outra),Ignorado,541
2024,510735,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,536
2024,510629,,ALTA FLORESTA,Meningocócica (outra),Ignorado,535
2024,510785,,SAO FELIX DO ARAGUAIA,Meningocócica (outra),Ignorado,509
2024,510305,,SINOP,Meningocócica (outra),Ignorado,492
2024,510279,,ALTA FLORESTA,Meningocócica (outra),Ignorado,481
2024,510060,,RONDONOPOLIS,Meningocócica (outra),Ignorado,478
2024,510080,,ALTA FLORESTA,Meningocócica (outra),Ignorado,474
2024,510610,,CUIABA,Meningocócica (outra),Ignorado,464
2024,510520,,RONDONOPOLIS,Meningocócica (outra),Ignorado,441
2024,510895,,ALTA FLORESTA,Meningocócica (outra),Ignorado,427
2024,510618,,PONTES E LACERDA,Meningocócica (outra),Ignorado,397
2024,510345,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,389
2024,510617,,AGUA BOA,Meningocócica (outra),Ignorado,377
2024,510454,,SINOP,Meningocócica (outra),Ignorado,374
2024,510626,,PEIXOTO DE AZEVEDO,Meningocócica (outra),Ignorado,370
2024,510185,,AGUA BOA,Meningocócica (outra),Ignorado,365
2024,510628,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,359
2024,510500,,PONTES E LACERDA,Meningocócica (outra),Ignorado,354
2024,510724,,SINOP,Meningocócica (outra),Ignorado,354
2024,510777,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,349
2024,510680,,JUARA,Meningocócica (outra),Ignorado,345
2024,510285,,JUINA,Meningocócica (outra),Ignorado,341
2024,510420,,RONDONOPOLIS,Meningocócica (outra),Ignorado,333
2024,510035,,SAO FELIX DO ARAGUAIA,Meningocócica (outra),Ignorado,322
2024,510830,,SINOP,Meningocócica (outra),Ignorado,320
2024,510455,,COLIDER,Meningocócica (outra),Ignorado,317
2024,510050,,DIAMANTINO,Meningocócica (outra),Ignorado,312
2024,510360,,RONDONOPOLIS,Meningocócica (outra),Ignorado,312
2024,510490,,CUIABA,Meningocócica (outra),Ignorado,292
2024,510890,,DIAMANTINO,Meningocócica (outra),Ignorado,279
2024,510523,,CACERES,Meningocócica (outra),Ignorado,276
2024,510343,,CACERES,Meningocócica (outra),Ignorado,262
2024,510600,,DIAMANTINO,Meningocócica (outra),Ignorado,262
2024,510310,,AGUA BOA,Meningocócica (outra),Ignorado,245
2024,510269,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,244
2024,510779,,RONDONOPOLIS,Meningocócica (outra),Ignorado,243
2024,510390,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,242
2024,510880,,COLIDER,Meningocócica (outra),Ignorado,240
2024,510010,,CUIABA,Meningocócica (outra),Ignorado,233
2024,510160,,CUIABA,Meningocócica (outra),Ignorado,232
2024,510336,,PONTES E LACERDA,Meningocócica (outra),Ignorado,227
2024,510665,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,225
2024,510619,,COLIDER,Meningocócica (outra),Ignorado,221
2024,510776,,SINOP,Meningocócica (outra),Ignorado,220
2024,510720,,CACERES,Meningocócica (outra),Ignorado,215
2024,510645,,CUIABA,Meningocócica (outra),Ignorado,210
2024,510775,,CACERES,Meningocócica (outra),Ignorado,205
2024,510885,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,187
2024,510774,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,186
2024,510627,,JUARA,Meningocócica (outra),Ignorado,181
2024,510100,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,179
2024,510620,,CUIABA,Meningocócica (outra),Ignorado,179
2024,510740,,RONDONOPOLIS,Meningocócica (outra),Ignorado,171
2024,510835,,PONTES E LACERDA,Meningocócica (outra),Ignorado,142
2024,510726,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,136
2024,510395,,CACERES,Meningocócica (outra),Ignorado,135
2024,510810,,RONDONOPOLIS,Meningocócica (outra),Ignorado,133
2024,510530,,SAO FELIX DO ARAGUAIA,Meningocócica (outra),Ignorado,126
2024,510757,,Sem regional,Meningocócica (outra),Ignorado,118
2024,510380,,PONTES E LACERDA,Meningocócica (outra),Ignorado,114
2024,510715,,CACERES,Meningocócica (outra),Ignorado,107
2024,510631,,SAO FELIX DO ARAGUAIA,Meningocócica (outra),Ignorado,103
2024,510719,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,102
2024,510685,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,95
2024,510788,,SAO FELIX DO ARAGUAIA,Meningocócica (outra),Ignorado,95
2024,510820,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,87
2024,510450,,CACERES,Meningocócica (outra),Ignorado,82
2024,510729,,RONDONOPOLIS,Meningocócica (outra),Ignorado,81
2024,510670,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,64
2024,510120,,RONDONOPOLIS,Meningocócica (outra),Ignorado,52
2024,510340,,CUIABA,Penta/Hexa (Hib),Ignorado,20323
2024,510840,,CUIABA,Penta/Hexa (Hib),Ignorado,10686
2024,510760,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,7570
2024,510790,,SINOP,Penta/Hexa (Hib),Ignorado,7393
2024,510792,,SINOP,Penta/Hexa (Hib),Ignorado,5109
2024,510795,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,3732
2024,510704,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,3473
2024,510250,,CACERES,Penta/Hexa (Hib),Ignorado,3427
2024,510525,,SINOP,Penta/Hexa (Hib),Ignorado,3109
2024,510622,,SINOP,Penta/Hexa (Hib),Ignorado,2544
2024,510263,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,2219
2024,510675,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,2168
2024,510180,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,2164
2024,510025,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,2083
2024,510267,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,1868
2024,510515,,JUINA,Penta/Hexa (Hib),Ignorado,1479
2024,510642,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,1456
2024,510510,,JUARA,Penta/Hexa (Hib),Ignorado,1412
2024,510787,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,1366
2024,510335,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,1311
2024,510706,,AGUA BOA,Penta/Hexa (Hib),Ignorado,1292
2024,510410,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,1266
2024,510020,,AGUA BOA,Penta/Hexa (Hib),Ignorado,1233
2024,510320,,COLIDER,Penta/Hexa (Hib),Ignorado,1160
2024,510270,,AGUA BOA,Penta/Hexa (Hib),Ignorado,1100
2024,510170,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,1096
2024,510140,,JUINA,Penta/Hexa (Hib),Ignorado,1046
2024,510650,,CUIABA,Penta/Hexa (Hib),Ignorado,1035
2024,510630,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,1027
2024,510325,,JUINA,Penta/Hexa (Hib),Ignorado,1006
2024,510562,,CACERES,Penta/Hexa (Hib),Ignorado,931
2024,510625,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,894
2024,510350,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,890
2024,510560,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,874
2024,510480,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,854
2024,510260,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,790
2024,510800,,SINOP,Penta/Hexa (Hib),Ignorado,734
2024,510190,,JUINA,Penta/Hexa (Hib),Ignorado,728
2024,510300,,CUIABA,Penta/Hexa (Hib),Ignorado,695
2024,510860,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,689
2024,510330,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,660
2024,510550,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,636
2024,510590,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,624
2024,510624,,SINOP,Penta/Hexa (Hib),Ignorado,580
2024,510730,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,555
2024,510700,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,553
2024,510623,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,522
2024,510677,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,516
2024,510615,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,504
2024,510370,,SINOP,Penta/Hexa (Hib),Ignorado,502
2024,510125,,CACERES,Penta/Hexa (Hib),Ignorado,482
2024,510780,,CUIABA,Penta/Hexa (Hib),Ignorado,481
2024,510710,,CACERES,Penta/Hexa (Hib),Ignorado,472
2024,510558,,COLIDER,Penta/Hexa (Hib),Ignorado,470
2024,510460,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,468
2024,510030,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,455
2024,510785,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,448
2024,510517,,JUINA,Penta/Hexa (Hib),Ignorado,447
2024,510637,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,443
2024,510621,,COLIDER,Penta/Hexa (Hib),Ignorado,441
2024,510682,,CACERES,Penta/Hexa (Hib),Ignorado,441
2024,510040,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,438
2024,510385,,AGUA BOA,Penta/Hexa (Hib),Ignorado,434
2024,510794,,JUARA,Penta/Hexa (Hib),Ignorado,429
2024,510850,,SINOP,Penta/Hexa (Hib),Ignorado,422
2024,510718,,AGUA BOA,Penta/Hexa (Hib),Ignorado,415
2024,510629,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,410
2024,510770,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,410
2024,510279,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,401
2024,510305,,SINOP,Penta/Hexa (Hib),Ignorado,398
2024,510268,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,386
2024,510610,,CUIABA,Penta/Hexa (Hib),Ignorado,381
2024,510805,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,379
2024,510337,,JUINA,Penta/Hexa (Hib),Ignorado,362
2024,510080,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,358
2024,510130,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,351
2024,510452,,SINOP,Penta/Hexa (Hib),Ignorado,348
2024,510520,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,344
2024,510060,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,339
2024,510626,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,330
2024,510618,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,327
2024,510680,,JUARA,Penta/Hexa (Hib),Ignorado,325
2024,510735,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,313
2024,510454,,SINOP,Penta/Hexa (Hib),Ignorado,297
2024,510895,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,297
2024,510420,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,284
2024,510500,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,267
2024,510185,,AGUA BOA,Penta/Hexa (Hib),Ignorado,259
2024,510617,,AGUA BOA,Penta/Hexa (Hib),Ignorado,259
2024,510035,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,253
2024,510490,,CUIABA,Penta/Hexa (Hib),Ignorado,253
2024,510285,,JUINA,Penta/Hexa (Hib),Ignorado,247
2024,510628,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,245
2024,510777,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,240
2024,510345,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,234
2024,510890,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,230
2024,510776,,SINOP,Penta/Hexa (Hib),Ignorado,226
2024,510360,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,212
2024,510665,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,212
2024,510724,,SINOP,Penta/Hexa (Hib),Ignorado,212
2024,510830,,SINOP,Penta/Hexa (Hib),Ignorado,189
2024,510269,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,183
2024,510336,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,181
2024,510010,,CUIABA,Penta/Hexa (Hib),Ignorado,179
2024,510455,,COLIDER,Penta/Hexa (Hib),Ignorado,176
2024,510523,,CACERES,Penta/Hexa (Hib),Ignorado,170
2024,510619,,COLIDER,Penta/Hexa (Hib),Ignorado,167
2024,510390,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,166
2024,510880,,COLIDER,Penta/Hexa (Hib),Ignorado,165
2024,510343,,CACERES,Penta/Hexa (Hib),Ignorado,161
2024,510160,,CUIABA,Penta/Hexa (Hib),Ignorado,160
2024,510720,,CACERES,Penta/Hexa (Hib),Ignorado,157
2024,510050,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,156
2024,510600,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,154
2024,510885,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,148
2024,510310,,AGUA BOA,Penta/Hexa (Hib),Ignorado,147
2024,510775,,CACERES,Penta/Hexa (Hib),Ignorado,147
2024,510645,,CUIABA,Penta/Hexa (Hib),Ignorado,146
2024,510779,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,138
2024,510100,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,131
2024,510620,,CUIABA,Penta/Hexa (Hib),Ignorado,128
2024,510740,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,121
2024,510395,,CACERES,Penta/Hexa (Hib),Ignorado,108
2024,510530,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,107
2024,510627,,JUARA,Penta/Hexa (Hib),Ignorado,100
2024,510820,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,100
2024,510726,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,97
2024,510835,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,96
2024,510450,,CACERES,Penta/Hexa (Hib),Ignorado,85
2024,510715,,CACERES,Penta/Hexa (Hib),Ignorado,83
2024,510380,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,82
2024,510810,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,77
2024,510774,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,76
2024,510719,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,75
2024,510631,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,71
2024,510685,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,61
2024,510788,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,61
2024,510757,,Sem regional,Penta/Hexa (Hib),Ignorado,60
2024,510729,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,57
2024,510670,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,39
2024,510120,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,21
2023,510340,,CUIABA,Hib,Ignorado,34107
2023,510790,,SINOP,Hib,Ignorado,18873
2023,510840,,CUIABA,Hib,Ignorado,17609
2023,510760,,RONDONOPOLIS,Hib,Ignorado,12366
2023,510792,,SINOP,Hib,Ignorado,9253
2023,510525,,SINOP,Hib,Ignorado,8612
2023,510795,,TANGARA DA SERRA,Hib,Ignorado,6998
2023,510704,,RONDONOPOLIS,Hib,Ignorado,6543
2023,510622,,SINOP,Hib,Ignorado,5103
2023,510250,,CACERES,Hib,Ignorado,4668
2023,510263,,TANGARA DA SERRA,Hib,Ignorado,4431
2023,510675,,PONTES E LACERDA,Hib,Ignorado,4102
2023,510180,,BARRA DO GARCAS,Hib,Ignorado,3569
2023,510267,,RONDONOPOLIS,Hib,Ignorado,3053
2023,510515,,JUINA,Hib,Ignorado,3003
2023,510025,,ALTA FLORESTA,Hib,Ignorado,2861
2023,510787,,TANGARA DA SERRA,Hib,Ignorado,2826
2023,510706,,AGUA BOA,Hib,Ignorado,2678
2023,510410,,PEIXOTO DE AZEVEDO,Hib,Ignorado,2152
2023,510350,,DIAMANTINO,Hib,Ignorado,2141
2023,510510,,JUARA,Hib,Ignorado,2064
2023,510320,,COLIDER,Hib,Ignorado,2002
2023,510020,,AGUA BOA,Hib,Ignorado,1892
2023,510170,,TANGARA DA SERRA,Hib,Ignorado,1892
2023,510642,,PEIXOTO DE AZEVEDO,Hib,Ignorado,1880
2023,510650,,CUIABA,Hib,Ignorado,1682
2023,510860,,PORTO ALEGRE DO NORTE,Hib,Ignorado,1638
2023,510630,,RONDONOPOLIS,Hib,Ignorado,1563
2023,510562,,CACERES,Hib,Ignorado,1547
2023,510625,,BARRA DO GARCAS,Hib,Ignorado,1526
2023,510624,,SINOP,Hib,Ignorado,1441
2023,510160,,CUIABA,Hib,Ignorado,1422
2023,510780,,CUIABA,Hib,Ignorado,1419
2023,510560,,PEIXOTO DE AZEVEDO,Hib,Ignorado,1391
2023,510682,,CACERES,Hib,Ignorado,1370
2023,510700,,RONDONOPOLIS,Hib,Ignorado,1286
2023,510140,,JUINA,Hib,Ignorado,1258
2023,510770,,DIAMANTINO,Hib,Ignorado,1229
2023,510730,,DIAMANTINO,Hib,Ignorado,1209
2023,510480,,RONDONOPOLIS,Hib,Ignorado,1175
2023,510325,,JUINA,Hib,Ignorado,1166
2023,510190,,JUINA,Hib,Ignorado,1162
2023,510335,,PORTO ALEGRE DO NORTE,Hib,Ignorado,1137
2023,510623,,TANGARA DA SERRA,Hib,Ignorado,1117
2023,510800,,SINOP,Hib,Ignorado,1117
2023,510270,,AGUA BOA,Hib,Ignorado,1101
2023,510550,,PONTES E LACERDA,Hib,Ignorado,1095
2023,510300,,CUIABA,Hib,Ignorado,1047
2023,510040,,RONDONOPOLIS,Hib,Ignorado,984
2023,510370,,SINOP,Hib,Ignorado,916
2023,510637,,RONDONOPOLIS,Hib,Ignorado,881
2023,510050,,DIAMANTINO,Hib,Ignorado,869
2023,510710,,CACERES,Hib,Ignorado,849
2023,510452,,SINOP,Hib,Ignorado,848
2023,510330,,PONTES E LACERDA,Hib,Ignorado,820
2023,510615,,ALTA FLORESTA,Hib,Ignorado,795
2023,510794,,JUARA,Hib,Ignorado,772
2023,510590,,DIAMANTINO,Hib,Ignorado,756
2023,510520,,RONDONOPOLIS,Hib,Ignorado,755
2023,510628,,BARRA DO GARCAS,Hib,Ignorado,747
2023,510130,,TANGARA DA SERRA,Hib,Ignorado,735
2023,510305,,SINOP,Hib,Ignorado,731
2023,510850,,SINOP,Hib,Ignorado,719
2023,510030,,RONDONOPOLIS,Hib,Ignorado,703
2023,510517,,JUINA,Hib,Ignorado,701
2023,510718,,AGUA BOA,Hib,Ignorado,659
2023,510125,,CACERES,Hib,Ignorado,636
2023,510035,,SAO FELIX DO ARAGUAIA,Hib,Ignorado,633
2023,510558,,COLIDER,Hib,Ignorado,622
2023,510080,,ALTA FLORESTA,Hib,Ignorado,610
2023,510785,,SAO FELIX DO ARAGUAIA,Hib,Ignorado,599
2023,510279,,ALTA FLORESTA,Hib,Ignorado,582
2023,510060,,RONDONOPOLIS,Hib,Ignorado,558
2023,510610,,CUIABA,Hib,Ignorado,553
2023,510460,,RONDONOPOLIS,Hib,Ignorado,545
2023,510621,,COLIDER,Hib,Ignorado,544
2023,510490,,CUIABA,Hib,Ignorado,542
2023,510260,,BARRA DO GARCAS,Hib,Ignorado,541
2023,510420,,RONDONOPOLIS,Hib,Ignorado,515
2023,510629,,ALTA FLORESTA,Hib,Ignorado,515
2023,510776,,SINOP,Hib,Ignorado,513
2023,510895,,ALTA FLORESTA,Hib,Ignorado,502
2023,510385,,AGUA BOA,Hib,Ignorado,497
2023,510805,,PEIXOTO DE AZEVEDO,Hib,Ignorado,485
2023,510268,,PONTES E LACERDA,Hib,Ignorado,483
2023,510677,,PORTO ALEGRE DO NORTE,Hib,Ignorado,482
2023,510337,,JUINA,Hib,Ignorado,477
2023,510523,,CACERES,Hib,Ignorado,443
