ano_dose_v34,codigo_municipio_v34,municipio_v34,regional_v34,imuno_grupo_v34,faixa_risco_v34,n_doses
2025,510183,,Sem regional,Meningocócica (outra),Ignorado,29
2025,510120,,RONDONOPOLIS,Meningocócica (outra),Ignorado,22
2025,510340,,CUIABA,Penta/Hexa (Hib),Ignorado,12571
2025,510840,,CUIABA,Penta/Hexa (Hib),Ignorado,6456
2025,510790,,SINOP,Penta/Hexa (Hib),Ignorado,4959
2025,510760,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,4747
2025,510792,,SINOP,Penta/Hexa (Hib),Ignorado,3124
2025,510704,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,2261
2025,510525,,SINOP,Penta/Hexa (Hib),Ignorado,2168
2025,510795,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,2145
2025,510250,,CACERES,Penta/Hexa (Hib),Ignorado,1889
2025,510622,,SINOP,Penta/Hexa (Hib),Ignorado,1334
2025,510675,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,1187
2025,510180,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,1176
2025,510267,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,1133
2025,510025,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,1127
2025,510263,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,1035
2025,510335,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,952
2025,510515,,JUINA,Penta/Hexa (Hib),Ignorado,905
2025,510642,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,863
2025,510410,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,835
2025,510510,,JUARA,Penta/Hexa (Hib),Ignorado,788
2025,510706,,AGUA BOA,Penta/Hexa (Hib),Ignorado,785
2025,510787,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,757
2025,510320,,COLIDER,Penta/Hexa (Hib),Ignorado,691
2025,510020,,AGUA BOA,Penta/Hexa (Hib),Ignorado,670
2025,510270,,AGUA BOA,Penta/Hexa (Hib),Ignorado,656
2025,510650,,CUIABA,Penta/Hexa (Hib),Ignorado,618
2025,510170,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,617
2025,510630,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,616
2025,510325,,JUINA,Penta/Hexa (Hib),Ignorado,596
2025,510140,,JUINA,Penta/Hexa (Hib),Ignorado,577
2025,510560,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,556
2025,510562,,CACERES,Penta/Hexa (Hib),Ignorado,546
2025,510480,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,517
2025,510350,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,514
2025,510625,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,489
2025,510260,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,464
2025,510190,,JUINA,Penta/Hexa (Hib),Ignorado,449
2025,510860,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,437
2025,510300,,CUIABA,Penta/Hexa (Hib),Ignorado,436
2025,510800,,SINOP,Penta/Hexa (Hib),Ignorado,385
2025,510623,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,375
2025,510330,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,354
2025,510125,,CACERES,Penta/Hexa (Hib),Ignorado,340
2025,510370,,SINOP,Penta/Hexa (Hib),Ignorado,337
2025,510730,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,335
2025,510624,,SINOP,Penta/Hexa (Hib),Ignorado,326
2025,510590,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,322
2025,510700,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,316
2025,510637,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,308
2025,510770,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,293
2025,510682,,CACERES,Penta/Hexa (Hib),Ignorado,289
2025,510517,,JUINA,Penta/Hexa (Hib),Ignorado,284
2025,510558,,COLIDER,Penta/Hexa (Hib),Ignorado,281
2025,510629,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,266
2025,510452,,SINOP,Penta/Hexa (Hib),Ignorado,264
2025,510677,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,262
2025,510040,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,259
2025,510268,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,259
2025,510130,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,257
2025,510621,,COLIDER,Penta/Hexa (Hib),Ignorado,253
2025,510710,,CACERES,Penta/Hexa (Hib),Ignorado,250
2025,510785,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,245
2025,510718,,AGUA BOA,Penta/Hexa (Hib),Ignorado,241
2025,510550,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,240
2025,510030,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,239
2025,510794,,JUARA,Penta/Hexa (Hib),Ignorado,239
2025,510615,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,238
2025,510337,,JUINA,Penta/Hexa (Hib),Ignorado,237
2025,510385,,AGUA BOA,Penta/Hexa (Hib),Ignorado,233
2025,510780,,CUIABA,Penta/Hexa (Hib),Ignorado,233
2025,510520,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,229
2025,510805,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,229
2025,510610,,CUIABA,Penta/Hexa (Hib),Ignorado,226
2025,510305,,SINOP,Penta/Hexa (Hib),Ignorado,225
2025,510460,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,222
2025,510060,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,202
2025,510279,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,202
2025,510735,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,193
2025,510080,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,187
2025,510850,,SINOP,Penta/Hexa (Hib),Ignorado,186
2025,510185,,AGUA BOA,Penta/Hexa (Hib),Ignorado,178
2025,510617,,AGUA BOA,Penta/Hexa (Hib),Ignorado,176
2025,510454,,SINOP,Penta/Hexa (Hib),Ignorado,175
2025,510895,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,172
2025,510050,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,170
2025,510618,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,170
2025,510500,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,165
2025,510890,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,163
2025,510626,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,162
2025,510777,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,162
2025,510680,,JUARA,Penta/Hexa (Hib),Ignorado,151
2025,510724,,SINOP,Penta/Hexa (Hib),Ignorado,147
2025,510628,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,145
2025,510035,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,138
2025,510420,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,137
2025,510523,,CACERES,Penta/Hexa (Hib),Ignorado,136
2025,510345,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,131
2025,510490,,CUIABA,Penta/Hexa (Hib),Ignorado,131
2025,510360,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,124
2025,510343,,CACERES,Penta/Hexa (Hib),Ignorado,121
2025,510779,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,121
2025,510285,,JUINA,Penta/Hexa (Hib),Ignorado,120
2025,510830,,SINOP,Penta/Hexa (Hib),Ignorado,120
2025,510010,,CUIABA,Penta/Hexa (Hib),Ignorado,110
2025,510455,,COLIDER,Penta/Hexa (Hib),Ignorado,110
2025,510310,,AGUA BOA,Penta/Hexa (Hib),Ignorado,106
2025,510390,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,105
2025,510600,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,105
2025,510880,,COLIDER,Penta/Hexa (Hib),Ignorado,104
2025,510619,,COLIDER,Penta/Hexa (Hib),Ignorado,101
2025,510776,,SINOP,Penta/Hexa (Hib),Ignorado,101
2025,510269,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,99
2025,510627,,JUARA,Penta/Hexa (Hib),Ignorado,98
2025,510645,,CUIABA,Penta/Hexa (Hib),Ignorado,93
2025,510665,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,93
2025,510885,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,91
2025,510620,,CUIABA,Penta/Hexa (Hib),Ignorado,90
2025,510720,,CACERES,Penta/Hexa (Hib),Ignorado,89
2025,510160,,CUIABA,Penta/Hexa (Hib),Ignorado,87
2025,510775,,CACERES,Penta/Hexa (Hib),Ignorado,87
2025,510336,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,77
2025,510774,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,77
2025,510100,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,73
2025,510740,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,69
2025,510380,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,68
2025,510835,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,67
2025,510395,,CACERES,Penta/Hexa (Hib),Ignorado,58
2025,510810,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,58
2025,510726,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,57
2025,510719,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,54
2025,510530,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,53
2025,510715,,CACERES,Penta/Hexa (Hib),Ignorado,51
2025,510729,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,47
2025,510820,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,43
2025,510685,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,41
2025,510788,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,41
2025,510631,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,37
2025,510450,,CACERES,Penta/Hexa (Hib),Ignorado,35
2025,510757,,Sem regional,Penta/Hexa (Hib),Ignorado,27
2025,510670,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,24
2025,510120,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,23
2025,510183,,Sem regional,Penta/Hexa (Hib),Ignorado,6
2024,510340,,CUIABA,Hib,Ignorado,44542
2024,510840,,CUIABA,Hib,Ignorado,25407
2024,510790,,SINOP,Hib,Ignorado,19431
2024,510760,,RONDONOPOLIS,Hib,Ignorado,14534
2024,510792,,SINOP,Hib,Ignorado,11219
2024,510795,,TANGARA DA SERRA,Hib,Ignorado,7971
2024,510704,,RONDONOPOLIS,Hib,Ignorado,7233
2024,510525,,SINOP,Hib,Ignorado,7046
2024,510250,,CACERES,Hib,Ignorado,5624
2024,510622,,SINOP,Hib,Ignorado,5382
2024,510180,,BARRA DO GARCAS,Hib,Ignorado,4500
2024,510263,,TANGARA DA SERRA,Hib,Ignorado,4033
2024,510675,,PONTES E LACERDA,Hib,Ignorado,3756
2024,510267,,RONDONOPOLIS,Hib,Ignorado,3741
2024,510025,,ALTA FLORESTA,Hib,Ignorado,3261
2024,510515,,JUINA,Hib,Ignorado,3189
2024,510706,,AGUA BOA,Hib,Ignorado,3011
2024,510787,,TANGARA DA SERRA,Hib,Ignorado,2760
2024,510642,,PEIXOTO DE AZEVEDO,Hib,Ignorado,2369
2024,510320,,COLIDER,Hib,Ignorado,2360
2024,510410,,PEIXOTO DE AZEVEDO,Hib,Ignorado,2331
2024,510170,,TANGARA DA SERRA,Hib,Ignorado,2198
2024,510020,,AGUA BOA,Hib,Ignorado,2074
2024,510350,,DIAMANTINO,Hib,Ignorado,2046
2024,510140,,JUINA,Hib,Ignorado,2044
2024,510510,,JUARA,Hib,Ignorado,1996
2024,510650,,CUIABA,Hib,Ignorado,1886
2024,510562,,CACERES,Hib,Ignorado,1752
2024,510860,,PORTO ALEGRE DO NORTE,Hib,Ignorado,1709
2024,510780,,CUIABA,Hib,Ignorado,1673
2024,510625,,BARRA DO GARCAS,Hib,Ignorado,1609
2024,510560,,PEIXOTO DE AZEVEDO,Hib,Ignorado,1536
2024,510335,,PORTO ALEGRE DO NORTE,Hib,Ignorado,1527
2024,510630,,RONDONOPOLIS,Hib,Ignorado,1524
2024,510700,,RONDONOPOLIS,Hib,Ignorado,1480
2024,510300,,CUIABA,Hib,Ignorado,1308
2024,510550,,PONTES E LACERDA,Hib,Ignorado,1294
2024,510624,,SINOP,Hib,Ignorado,1268
2024,510480,,RONDONOPOLIS,Hib,Ignorado,1267
2024,510623,,TANGARA DA SERRA,Hib,Ignorado,1264
2024,510270,,AGUA BOA,Hib,Ignorado,1170
2024,510730,,DIAMANTINO,Hib,Ignorado,1143
2024,510190,,JUINA,Hib,Ignorado,1135
2024,510682,,CACERES,Hib,Ignorado,1134
2024,510325,,JUINA,Hib,Ignorado,1117
2024,510770,,DIAMANTINO,Hib,Ignorado,1101
2024,510800,,SINOP,Hib,Ignorado,1101
2024,510040,,RONDONOPOLIS,Hib,Ignorado,941
2024,510590,,DIAMANTINO,Hib,Ignorado,937
2024,510637,,RONDONOPOLIS,Hib,Ignorado,929
2024,510330,,PONTES E LACERDA,Hib,Ignorado,897
2024,510130,,TANGARA DA SERRA,Hib,Ignorado,896
2024,510452,,SINOP,Hib,Ignorado,863
2024,510035,,SAO FELIX DO ARAGUAIA,Hib,Ignorado,853
2024,510718,,AGUA BOA,Hib,Ignorado,828
2024,510710,,CACERES,Hib,Ignorado,809
2024,510785,,SAO FELIX DO ARAGUAIA,Hib,Ignorado,786
2024,510850,,SINOP,Hib,Ignorado,782
2024,510160,,CUIABA,Hib,Ignorado,769
2024,510370,,SINOP,Hib,Ignorado,762
2024,510621,,COLIDER,Hib,Ignorado,750
2024,510305,,SINOP,Hib,Ignorado,749
2024,510260,,BARRA DO GARCAS,Hib,Ignorado,730
2024,510030,,RONDONOPOLIS,Hib,Ignorado,720
2024,510558,,COLIDER,Hib,Ignorado,686
2024,510794,,JUARA,Hib,Ignorado,685
2024,510268,,PONTES E LACERDA,Hib,Ignorado,682
2024,510610,,CUIABA,Hib,Ignorado,678
2024,510125,,CACERES,Hib,Ignorado,668
2024,510460,,RONDONOPOLIS,Hib,Ignorado,667
2024,510490,,CUIABA,Hib,Ignorado,666
2024,510050,,DIAMANTINO,Hib,Ignorado,661
2024,510520,,RONDONOPOLIS,Hib,Ignorado,647
2024,510080,,ALTA FLORESTA,Hib,Ignorado,645
2024,510517,,JUINA,Hib,Ignorado,636
2024,510279,,ALTA FLORESTA,Hib,Ignorado,626
2024,510385,,AGUA BOA,Hib,Ignorado,607
2024,510615,,ALTA FLORESTA,Hib,Ignorado,600
2024,510285,,JUINA,Hib,Ignorado,599
2024,510677,,PORTO ALEGRE DO NORTE,Hib,Ignorado,589
2024,510060,,RONDONOPOLIS,Hib,Ignorado,580
2024,510628,,BARRA DO GARCAS,Hib,Ignorado,557
2024,510626,,PEIXOTO DE AZEVEDO,Hib,Ignorado,554
2024,510735,,PORTO ALEGRE DO NORTE,Hib,Ignorado,531
2024,510629,,ALTA FLORESTA,Hib,Ignorado,513
2024,510777,,PORTO ALEGRE DO NORTE,Hib,Ignorado,504
2024,510337,,JUINA,Hib,Ignorado,478
2024,510420,,RONDONOPOLIS,Hib,Ignorado,477
2024,510345,,TANGARA DA SERRA,Hib,Ignorado,476
2024,510895,,ALTA FLORESTA,Hib,Ignorado,468
2024,510343,,CACERES,Hib,Ignorado,457
2024,510600,,DIAMANTINO,Hib,Ignorado,429
2024,510523,,CACERES,Hib,Ignorado,421
2024,510185,,AGUA BOA,Hib,Ignorado,404
2024,510776,,SINOP,Hib,Ignorado,399
2024,510665,,BARRA DO GARCAS,Hib,Ignorado,387
2024,510805,,PEIXOTO DE AZEVEDO,Hib,Ignorado,377
2024,510500,,PONTES E LACERDA,Hib,Ignorado,365
2024,510310,,AGUA BOA,Hib,Ignorado,362
2024,510455,,COLIDER,Hib,Ignorado,360
2024,510645,,CUIABA,Hib,Ignorado,359
2024,510618,,PONTES E LACERDA,Hib,Ignorado,357
2024,510336,,PONTES E LACERDA,Hib,Ignorado,351
2024,510680,,JUARA,Hib,Ignorado,349
2024,510454,,SINOP,Hib,Ignorado,348
2024,510619,,COLIDER,Hib,Ignorado,342
2024,510885,,TANGARA DA SERRA,Hib,Ignorado,338
2024,510010,,CUIABA,Hib,Ignorado,335
2024,510395,,CACERES,Hib,Ignorado,332
2024,510390,,BARRA DO GARCAS,Hib,Ignorado,317
2024,510775,,CACERES,Hib,Ignorado,303
2024,510724,,SINOP,Hib,Ignorado,298
2024,510779,,RONDONOPOLIS,Hib,Ignorado,294
2024,510830,,SINOP,Hib,Ignorado,294
2024,510890,,DIAMANTINO,Hib,Ignorado,293
2024,510360,,RONDONOPOLIS,Hib,Ignorado,281
2024,510810,,RONDONOPOLIS,Hib,Ignorado,270
2024,510880,,COLIDER,Hib,Ignorado,260
2024,510740,,RONDONOPOLIS,Hib,Ignorado,251
2024,510617,,AGUA BOA,Hib,Ignorado,242
2024,510720,,CACERES,Hib,Ignorado,239
2024,510620,,CUIABA,Hib,Ignorado,237
2024,510820,,BARRA DO GARCAS,Hib,Ignorado,217
2024,510100,,BARRA DO GARCAS,Hib,Ignorado,209
2024,510627,,JUARA,Hib,Ignorado,206
2024,510788,,SAO FELIX DO ARAGUAIA,Hib,Ignorado,178
2024,510726,,TANGARA DA SERRA,Hib,Ignorado,170
2024,510774,,PORTO ALEGRE DO NORTE,Hib,Ignorado,167
2024,510685,,TANGARA DA SERRA,Hib,Ignorado,151
2024,510380,,PONTES E LACERDA,Hib,Ignorado,146
2024,510269,,PORTO ALEGRE DO NORTE,Hib,Ignorado,138
2024,510729,,RONDONOPOLIS,Hib,Ignorado,137
2024,510631,,SAO FELIX DO ARAGUAIA,Hib,Ignorado,123
2024,510719,,BARRA DO GARCAS,Hib,Ignorado,116
2024,510835,,PONTES E LACERDA,Hib,Ignorado,105
2024,510450,,CACERES,Hib,Ignorado,99
2024,510715,,CACERES,Hib,Ignorado,97
2024,510530,,SAO FELIX DO ARAGUAIA,Hib,Ignorado,62
2024,510670,,BARRA DO GARCAS,Hib,Ignorado,56
2024,510757,,Sem regional,Hib,Ignorado,51
2024,510120,,RONDONOPOLIS,Hib,Ignorado,38
2024,510685,,TANGARA DA SERRA,MenACWY,Ignorado,377
2024,510340,,CUIABA,MenACWY,Ignorado,248
2024,510180,,BARRA DO GARCAS,MenACWY,Ignorado,153
2024,510420,,RONDONOPOLIS,MenACWY,Ignorado,146
2024,510790,,SINOP,MenACWY,Ignorado,134
2024,510285,,JUINA,MenACWY,Ignorado,84
2024,510170,,TANGARA DA SERRA,MenACWY,Ignorado,80
2024,510840,,CUIABA,MenACWY,Ignorado,70
2024,510025,,ALTA FLORESTA,MenACWY,Ignorado,56
2024,510300,,CUIABA,MenACWY,Ignorado,52
2024,510627,,JUARA,MenACWY,Ignorado,43
2024,510515,,JUINA,MenACWY,Ignorado,37
2024,510250,,CACERES,MenACWY,Ignorado,32
2024,510637,,RONDONOPOLIS,MenACWY,Ignorado,32
2024,510619,,COLIDER,MenACWY,Ignorado,29
2024,510628,,BARRA DO GARCAS,MenACWY,Ignorado,29
2024,510490,,CUIABA,MenACWY,Ignorado,28
2024,510345,,TANGARA DA SERRA,MenACWY,Ignorado,26
2024,510795,,TANGARA DA SERRA,MenACWY,Ignorado,24
2024,510620,,CUIABA,MenACWY,Ignorado,21
2024,510760,,RONDONOPOLIS,MenACWY,Ignorado,21
2024,510370,,SINOP,MenACWY,Ignorado,12
2024,510785,,SAO FELIX DO ARAGUAIA,MenACWY,Ignorado,12
2024,510267,,RONDONOPOLIS,MenACWY,Ignorado,8
2024,510320,,COLIDER,MenACWY,Ignorado,8
2024,510330,,PONTES E LACERDA,MenACWY,Ignorado,8
2024,510525,,SINOP,MenACWY,Ignorado,8
2024,510558,,COLIDER,MenACWY,Ignorado,7
2024,510040,,RONDONOPOLIS,MenACWY,Ignorado,6
2024,510100,,BARRA DO GARCAS,MenACWY,Ignorado,6
2024,510520,,RONDONOPOLIS,MenACWY,Ignorado,6
2024,510623,,TANGARA DA SERRA,MenACWY,Ignorado,6
2024,510805,,PEIXOTO DE AZEVEDO,MenACWY,Ignorado,6
2024,510343,,CACERES,MenACWY,Ignorado,5
2024,510617,,AGUA BOA,MenACWY,Ignorado,5
2024,510729,,RONDONOPOLIS,MenACWY,Ignorado,5
2024,510730,,DIAMANTINO,MenACWY,Ignorado,5
2024,510130,,TANGARA DA SERRA,MenACWY,Ignorado,4
2024,510454,,SINOP,MenACWY,Ignorado,4
2024,510455,,COLIDER,MenACWY,Ignorado,4
2024,510625,,BARRA DO GARCAS,MenACWY,Ignorado,4
2024,510860,,PORTO ALEGRE DO NORTE,MenACWY,Ignorado,4
2024,510020,,AGUA BOA,MenACWY,Ignorado,3
2024,510263,,TANGARA DA SERRA,MenACWY,Ignorado,3
2024,510335,,PORTO ALEGRE DO NORTE,MenACWY,Ignorado,3
2024,510350,,DIAMANTINO,MenACWY,Ignorado,3
2024,510360,,RONDONOPOLIS,MenACWY,Ignorado,3
2024,510517,,JUINA,MenACWY,Ignorado,3
2024,510590,,DIAMANTINO,MenACWY,Ignorado,3
2024,510645,,CUIABA,MenACWY,Ignorado,3
2024,510724,,SINOP,MenACWY,Ignorado,3
2024,510787,,TANGARA DA SERRA,MenACWY,Ignorado,3
2024,510140,,JUINA,MenACWY,Ignorado,2
2024,510190,,JUINA,MenACWY,Ignorado,2
2024,510260,,BARRA DO GARCAS,MenACWY,Ignorado,2
2024,510305,,SINOP,MenACWY,Ignorado,2
2024,510325,,JUINA,MenACWY,Ignorado,2
2024,510550,,PONTES E LACERDA,MenACWY,Ignorado,2
2024,510622,,SINOP,MenACWY,Ignorado,2
2024,510650,,CUIABA,MenACWY,Ignorado,2
2024,510682,,CACERES,MenACWY,Ignorado,2
2024,510700,,RONDONOPOLIS,MenACWY,Ignorado,2
2024,510704,,RONDONOPOLIS,MenACWY,Ignorado,2
2024,510770,,DIAMANTINO,MenACWY,Ignorado,2
2024,510776,,SINOP,MenACWY,Ignorado,2
2024,510792,,SINOP,MenACWY,Ignorado,2
2024,510800,,SINOP,MenACWY,Ignorado,2
2024,510810,,RONDONOPOLIS,MenACWY,Ignorado,2
2024,510125,,CACERES,MenACWY,Ignorado,1
2024,510268,,PONTES E LACERDA,MenACWY,Ignorado,1
2024,510390,,BARRA DO GARCAS,MenACWY,Ignorado,1
2024,510510,,JUARA,MenACWY,Ignorado,1
2024,510600,,DIAMANTINO,MenACWY,Ignorado,1
2024,510618,,PONTES E LACERDA,MenACWY,Ignorado,1
2024,510621,,COLIDER,MenACWY,Ignorado,1
2024,510675,,PONTES E LACERDA,MenACWY,Ignorado,1
2024,510706,,AGUA BOA,MenACWY,Ignorado,1
2024,510710,,CACERES,MenACWY,Ignorado,1
2024,510720,,CACERES,MenACWY,Ignorado,1
2024,510740,,RONDONOPOLIS,MenACWY,Ignorado,1
2024,510780,,CUIABA,MenACWY,Ignorado,1
2024,510885,,TANGARA DA SERRA,MenACWY,Ignorado,1
2024,510260,,BARRA DO GARCAS,MenC,Ignorado,670
2024,510340,,CUIABA,MenC,Ignorado,663
2024,510525,,SINOP,MenC,Ignorado,459
2024,510790,,SINOP,MenC,Ignorado,448
2024,510760,,RONDONOPOLIS,MenC,Ignorado,310
2024,510630,,RONDONOPOLIS,MenC,Ignorado,309
2024,510642,,PEIXOTO DE AZEVEDO,MenC,Ignorado,236
2024,510792,,SINOP,MenC,Ignorado,221
2024,510706,,AGUA BOA,MenC,Ignorado,219
2024,510320,,COLIDER,MenC,Ignorado,215
2024,510704,,RONDONOPOLIS,MenC,Ignorado,187
2024,510840,,CUIABA,MenC,Ignorado,186
2024,510025,,ALTA FLORESTA,MenC,Ignorado,177
2024,510170,,TANGARA DA SERRA,MenC,Ignorado,122
2024,510385,,AGUA BOA,MenC,Ignorado,122
2024,510370,,SINOP,MenC,Ignorado,109
2024,510795,,TANGARA DA SERRA,MenC,Ignorado,97
2024,510558,,COLIDER,MenC,Ignorado,96
2024,510035,,SAO FELIX DO ARAGUAIA,MenC,Ignorado,77
2024,510180,,BARRA DO GARCAS,MenC,Ignorado,67
2024,510267,,RONDONOPOLIS,MenC,Ignorado,67
2024,510515,,JUINA,MenC,Ignorado,61
2024,510270,,AGUA BOA,MenC,Ignorado,56
2024,510410,,PEIXOTO DE AZEVEDO,MenC,Ignorado,49
2024,510787,,TANGARA DA SERRA,MenC,Ignorado,45
2024,510020,,AGUA BOA,MenC,Ignorado,41
2024,510263,,TANGARA DA SERRA,MenC,Ignorado,40
2024,510735,,PORTO ALEGRE DO NORTE,MenC,Ignorado,40
2024,510185,,AGUA BOA,MenC,Ignorado,37
2024,510779,,RONDONOPOLIS,MenC,Ignorado,36
2024,510800,,SINOP,MenC,Ignorado,35
2024,510622,,SINOP,MenC,Ignorado,34
2024,510330,,PONTES E LACERDA,MenC,Ignorado,33
2024,510517,,JUINA,MenC,Ignorado,33
2024,510560,,PEIXOTO DE AZEVEDO,MenC,Ignorado,31
2024,510510,,JUARA,MenC,Ignorado,30
2024,510629,,ALTA FLORESTA,MenC,Ignorado,28
2024,510610,,CUIABA,MenC,Ignorado,25
2024,510680,,JUARA,MenC,Ignorado,25
2024,510830,,SINOP,MenC,Ignorado,25
2024,510080,,ALTA FLORESTA,MenC,Ignorado,23
2024,510490,,CUIABA,MenC,Ignorado,23
2024,510785,,SAO FELIX DO ARAGUAIA,MenC,Ignorado,23
2024,510720,,CACERES,MenC,Ignorado,22
2024,510650,,CUIABA,MenC,Ignorado,21
2024,510480,,RONDONOPOLIS,MenC,Ignorado,20
2024,510730,,DIAMANTINO,MenC,Ignorado,20
2024,510420,,RONDONOPOLIS,MenC,Ignorado,19
2024,510590,,DIAMANTINO,MenC,Ignorado,18
2024,510140,,JUINA,MenC,Ignorado,16
2024,510562,,CACERES,MenC,Ignorado,16
2024,510620,,CUIABA,MenC,Ignorado,16
2024,510724,,SINOP,MenC,Ignorado,16
2024,510794,,JUARA,MenC,Ignorado,16
2024,510520,,RONDONOPOLIS,MenC,Ignorado,15
2024,510860,,PORTO ALEGRE DO NORTE,MenC,Ignorado,14
2024,510850,,SINOP,MenC,Ignorado,13
2024,510010,,CUIABA,MenC,Ignorado,12
2024,510268,,PONTES E LACERDA,MenC,Ignorado,12
2024,510624,,SINOP,MenC,Ignorado,12
2024,510625,,BARRA DO GARCAS,MenC,Ignorado,12
2024,510770,,DIAMANTINO,MenC,Ignorado,12
2024,510030,,RONDONOPOLIS,MenC,Ignorado,10
2024,510040,,RONDONOPOLIS,MenC,Ignorado,10
2024,510250,,CACERES,MenC,Ignorado,10
2024,510305,,SINOP,MenC,Ignorado,9
2024,510452,,SINOP,MenC,Ignorado,9
2024,510460,,RONDONOPOLIS,MenC,Ignorado,9
2024,510895,,ALTA FLORESTA,MenC,Ignorado,9
2024,510285,,JUINA,MenC,Ignorado,8
2024,510615,,ALTA FLORESTA,MenC,Ignorado,8
2024,510627,,JUARA,MenC,Ignorado,8
2024,510628,,BARRA DO GARCAS,MenC,Ignorado,8
