indicador,elegiveis,com_registro_sim,valor_pct,nota
pct_menc_em_dm,278,25,8.992805755395683,DM com Vacina Conjugada Meningo C = Sim
pct_hib_vac_em_hib,21,10,47.61904761904761,Hib etiológico com vacina Hib = Sim
pct_pneumo_vac_em_pneumo,222,24,10.81081081081081,Pneumocócica etiológica com vacina pneumo = Sim
