ano_referencia,fonte,denominador,interpretacao
2025,SINAN (base única V17) + população municipal; carry-forward quando ano sem pop,casos confirmados para incidência/mortalidade/letalidade (Caderno SINAN / Informe MS),"Ano de referência do snapshot: 2025. Incidência 2,9 por 100 mil; letalidade 18,4%."
