regional_v17,classificacao_agrupada_v17,vacina,campo_vacinal,desfecho,total_casos_no_estrato,proporcao_vacinados_pct,status,motivo,n_analisado,vacinados,nao_vacinados,eventos_vacinados,nao_eventos_vacinados,eventos_nao_vacinados,nao_eventos_nao_vacinados,or,ic95_or_inferior,ic95_or_superior,p_value,efetividade_vacinal_estimada_pct,ev_ic95_inferior_pct,ev_ic95_superior_pct,interpretacao_estatistica,interpretacao,relevancia_pratica,alerta_vigilancia
DIAMANTINO,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Confirmação do caso,2,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
DIAMANTINO,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Hospitalização,2,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
DIAMANTINO,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Óbito por meningite,2,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Confirmação do caso,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Hospitalização,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Óbito por meningite,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Confirmação do caso,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Hospitalização,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Óbito por meningite,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Confirmação do caso,3,33.33333333333333,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Hospitalização,3,33.33333333333333,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Óbito por meningite,3,33.33333333333333,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Confirmação do caso,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Hospitalização,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Óbito por meningite,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Confirmação do caso,1,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Hospitalização,1,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUARA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Óbito por meningite,1,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Confirmação do caso,6,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Hospitalização,6,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Óbito por meningite,6,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Confirmação do caso,6,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Hospitalização,6,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Óbito por meningite,6,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Confirmação do caso,6,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Hospitalização,6,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Óbito por meningite,6,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Confirmação do caso,7,75.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Hospitalização,7,75.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Óbito por meningite,7,75.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Confirmação do caso,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Hospitalização,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
JUINA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Óbito por meningite,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Confirmação do caso,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Hospitalização,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Óbito por meningite,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Confirmação do caso,4,50.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Hospitalização,4,50.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Óbito por meningite,4,50.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Confirmação do caso,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Hospitalização,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Óbito por meningite,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Confirmação do caso,5,25.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Hospitalização,5,25.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Óbito por meningite,5,25.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Confirmação do caso,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Hospitalização,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PEIXOTO DE AZEVEDO,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Óbito por meningite,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Confirmação do caso,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Hospitalização,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Óbito por meningite,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Confirmação do caso,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Hospitalização,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Óbito por meningite,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Confirmação do caso,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Hospitalização,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Óbito por meningite,3,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Confirmação do caso,1,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Hospitalização,1,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Óbito por meningite,1,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Confirmação do caso,2,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Hospitalização,2,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PONTES E LACERDA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Óbito por meningite,2,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Confirmação do caso,2,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Hospitalização,2,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Óbito por meningite,2,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Confirmação do caso,2,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Hospitalização,2,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Óbito por meningite,2,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Confirmação do caso,2,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Hospitalização,2,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Óbito por meningite,2,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Confirmação do caso,2,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Hospitalização,2,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Óbito por meningite,2,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Confirmação do caso,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Hospitalização,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
PORTO ALEGRE DO NORTE,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Óbito por meningite,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Confirmação do caso,48,5.555555555555555,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Hospitalização,48,5.555555555555555,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Óbito por meningite,48,5.555555555555555,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Confirmação do caso,48,5.88235294117647,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Hospitalização,48,5.88235294117647,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Óbito por meningite,48,5.88235294117647,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Confirmação do caso,48,16.666666666666664,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Hospitalização,48,16.666666666666664,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Óbito por meningite,48,16.666666666666664,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Confirmação do caso,90,42.857142857142854,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Hospitalização,90,42.857142857142854,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Óbito por meningite,90,42.857142857142854,Aplicável etiologicamente,Par vacina-etiologia coerente.,21.0,9.0,12.0,0.0,9.0,2.0,10.0,0.22105263157894736,0.009371668565939762,5.2140411906551325,0.48571428571428577,77.89473684210526,-421.40411906551327,99.06283314340602,p=0.4857: não há evidência estatística suficiente ao nível de 5%.,"OR<1 sugere proteção observacional, mas IC95%/p-valor exigem cautela.",Associação protetora de magnitude potencialmente relevante.,Sugere proteção; cautela
RONDONOPOLIS,Meningite por Hib/Hemófilo,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Confirmação do caso,1,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Meningite por Hib/Hemófilo,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Hospitalização,1,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Meningite por Hib/Hemófilo,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Óbito por meningite,1,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Confirmação do caso,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Hospitalização,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
RONDONOPOLIS,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Óbito por meningite,4,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Confirmação do caso,66,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Hospitalização,66,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Óbito por meningite,66,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Confirmação do caso,66,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Hospitalização,66,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
