codigo_municipio_v17,municipio_v17,regional_v17,casos_total,campos_avaliados,comp_DataNotificacao,comp_DataPrimeirosSintomas,comp_MunicipioResidencia,comp_CodigoMunicipioResidencia,comp_SexoPaciente,comp_IdadePaciente,comp_FaixaEtaria,comp_ClassificacaoCaso,comp_ClassificacaoMeningite,comp_EvolucaoCaso,comp_SeNMeningiditisEspecificarSorogrupo,comp_PuncaoLombar,comp_ResultadoPCRLiquor,comp_ResultadoCulturaLiquor,comp_CriterioConfirmacao,comp_DataEncerramento,pct_completude_media,campo_pior,pct_campo_pior,ranking_completude
510125,ARAPUTANGA,CACERES,12,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.66666666666666,66.66666666666666,75.0,0.0,83.33333333333334,16.666666666666664,33.33333333333333,75.0,91.66666666666666,77.08333333333333,SeNMeningiditisEspecificarSorogrupo,0.0,54.0
510830,UNIAO DO SUL,SINOP,3,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,33.33333333333333,66.66666666666666,33.33333333333333,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,77.08333333333333,ClassificacaoMeningite,33.33333333333333,54.0
510060,ALTO TAQUARI,RONDONOPOLIS,6,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.33333333333333,83.33333333333334,0.0,100.0,33.33333333333333,50.0,33.33333333333333,100.0,77.08333333333333,SeNMeningiditisEspecificarSorogrupo,0.0,54.0
510840,VARZEA GRANDE,CUIABA,686,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.60641399416909,45.18950437317784,75.65597667638484,1.0204081632653061,89.65014577259474,28.425655976676385,59.183673469387756,46.50145772594752,94.46064139941691,77.16836734693878,SeNMeningiditisEspecificarSorogrupo,1.0204081632653061,53.0
510600,NORTELANDIA,DIAMANTINO,5,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,100.0,0.0,100.0,40.0,20.0,40.0,100.0,77.5,SeNMeningiditisEspecificarSorogrupo,0.0,52.0
510170,BARRA DO BUGRES,TANGARA DA SERRA,39,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.3076923076923,51.28205128205128,84.61538461538461,0.0,94.87179487179486,23.076923076923077,51.28205128205128,51.28205128205128,92.3076923076923,77.56410256410257,SeNMeningiditisEspecificarSorogrupo,0.0,51.0
510270,CANARANA,AGUA BOA,40,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,47.5,90.0,0.0,95.0,20.0,52.5,47.5,95.0,77.65625,SeNMeningiditisEspecificarSorogrupo,0.0,50.0
510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,16,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.75,75.0,75.0,0.0,87.5,18.75,25.0,75.0,93.75,77.734375,SeNMeningiditisEspecificarSorogrupo,0.0,49.0
510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,39,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.3076923076923,35.8974358974359,82.05128205128204,2.564102564102564,92.3076923076923,38.46153846153847,74.35897435897436,35.8974358974359,92.3076923076923,77.88461538461539,SeNMeningiditisEspecificarSorogrupo,2.564102564102564,48.0
510562,MIRASSOL D OESTE,CACERES,36,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.88888888888889,80.55555555555556,72.22222222222221,0.0,86.11111111111111,13.88888888888889,36.11111111111111,83.33333333333334,86.11111111111111,77.95138888888889,SeNMeningiditisEspecificarSorogrupo,0.0,47.0
510350,DIAMANTINO,DIAMANTINO,25,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.0,80.0,0.0,92.0,28.000000000000004,48.0,52.0,96.0,78.0,SeNMeningiditisEspecificarSorogrupo,0.0,46.0
510190,BRASNORTE,JUINA,6,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,0.0,50.0,50.0,100.0,78.125,SeNMeningiditisEspecificarSorogrupo,0.0,43.0
510380,FIGUEIROPOLIS D OESTE,PONTES E LACERDA,4,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0,0.0,75.0,25.0,25.0,75.0,100.0,78.125,SeNMeningiditisEspecificarSorogrupo,0.0,43.0
510890,NOVA MARINGA,DIAMANTINO,6,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,16.666666666666664,83.33333333333334,16.666666666666664,33.33333333333333,50.0,100.0,78.125,SeNMeningiditisEspecificarSorogrupo,16.666666666666664,43.0
510267,CAMPO VERDE,RONDONOPOLIS,63,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.06349206349206,66.66666666666666,79.36507936507937,1.5873015873015872,88.88888888888889,22.22222222222222,41.269841269841265,66.66666666666666,92.06349206349206,78.17460317460316,SeNMeningiditisEspecificarSorogrupo,1.5873015873015872,42.0
510360,DOM AQUINO,RONDONOPOLIS,7,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.71428571428571,85.71428571428571,57.14285714285714,0.0,85.71428571428571,28.57142857142857,42.857142857142854,85.71428571428571,85.71428571428571,78.57142857142858,SeNMeningiditisEspecificarSorogrupo,0.0,41.0
510710,SAO JOSE DOS QUATRO MARCOS,CACERES,19,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.21052631578947,63.1578947368421,78.94736842105263,0.0,94.73684210526315,26.31578947368421,52.63157894736842,73.68421052631578,84.21052631578947,78.61842105263158,SeNMeningiditisEspecificarSorogrupo,0.0,40.0
510480,JACIARA,RONDONOPOLIS,53,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.22641509433963,71.69811320754717,69.81132075471697,3.7735849056603774,83.01886792452831,16.9811320754717,49.056603773584904,75.47169811320755,92.45283018867924,78.65566037735849,SeNMeningiditisEspecificarSorogrupo,3.7735849056603774,39.0
510420,GUIRATINGA,RONDONOPOLIS,15,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.33333333333333,73.33333333333333,73.33333333333333,0.0,93.33333333333333,20.0,46.666666666666664,73.33333333333333,86.66666666666667,78.75,SeNMeningiditisEspecificarSorogrupo,0.0,36.0
510729,SAO JOSE DO POVO,RONDONOPOLIS,5,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,0.0,60.0,20.0,40.0,80.0,100.0,78.75,SeNMeningiditisEspecificarSorogrupo,0.0,36.0
510336,CONQUISTA D OESTE,PONTES E LACERDA,5,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,0.0,80.0,20.0,20.0,80.0,100.0,78.75,SeNMeningiditisEspecificarSorogrupo,0.0,36.0
510675,PONTES E LACERDA,PONTES E LACERDA,94,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.5531914893617,68.08510638297872,77.6595744680851,0.0,88.29787234042553,32.97872340425532,41.48936170212766,68.08510638297872,91.48936170212765,78.78989361702128,SeNMeningiditisEspecificarSorogrupo,0.0,35.0
510030,ALTO ARAGUAIA,RONDONOPOLIS,16,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.75,75.0,62.5,6.25,87.5,6.25,68.75,68.75,93.75,78.90625,SeNMeningiditisEspecificarSorogrupo,6.25,33.0
510340,CUIABA,CUIABA,1440,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.58333333333333,57.56944444444444,79.65277777777777,2.013888888888889,91.52777777777777,30.208333333333332,42.638888888888886,59.72222222222222,99.58333333333333,78.90625,SeNMeningiditisEspecificarSorogrupo,2.013888888888889,33.0
510895,NOVA MONTE VERDE,ALTA FLORESTA,11,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.9090909090909,90.9090909090909,81.81818181818183,0.0,100.0,0.0,18.181818181818183,90.9090909090909,90.9090909090909,78.97727272727273,SeNMeningiditisEspecificarSorogrupo,0.0,32.0
510677,PORTO ALEGRE DO NORTE,PORTO ALEGRE DO NORTE,3,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,33.33333333333333,66.66666666666666,0.0,0.0,100.0,100.0,79.16666666666666,ResultadoPCRLiquor,0.0,30.0
510715,RESERVA DO CABACAL,CACERES,3,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,66.66666666666666,79.16666666666666,SeNMeningiditisEspecificarSorogrupo,0.0,30.0
510025,ALTA FLORESTA,ALTA FLORESTA,57,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.24561403508771,63.1578947368421,68.42105263157895,1.7543859649122806,92.98245614035088,26.31578947368421,54.385964912280706,64.91228070175438,98.24561403508771,79.27631578947368,SeNMeningiditisEspecificarSorogrupo,1.7543859649122806,29.0
510455,ITAUBA,COLIDER,7,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.42857142857143,85.71428571428571,0.0,100.0,0.0,57.14285714285714,57.14285714285714,100.0,79.46428571428571,SeNMeningiditisEspecificarSorogrupo,0.0,28.0
510790,SINOP,SINOP,479,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.32985386221294,66.17954070981212,89.77035490605428,0.41753653444676403,95.61586638830897,3.549060542797495,54.07098121085595,65.97077244258872,98.32985386221294,79.51461377870564,SeNMeningiditisEspecificarSorogrupo,0.41753653444676403,27.0
510622,NOVA MUTUM,SINOP,41,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.1219512195122,63.41463414634146,87.8048780487805,4.878048780487805,97.5609756097561,17.073170731707318,51.21951219512195,63.41463414634146,95.1219512195122,79.72560975609757,SeNMeningiditisEspecificarSorogrupo,4.878048780487805,26.0
510850,VERA,SINOP,18,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,72.22222222222221,83.33333333333334,5.555555555555555,100.0,0.0,44.44444444444444,72.22222222222221,100.0,79.86111111111111,ResultadoPCRLiquor,0.0,25.0
510630,PARANATINGA,RONDONOPOLIS,30,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.33333333333333,80.0,73.33333333333333,3.3333333333333335,90.0,20.0,46.666666666666664,80.0,93.33333333333333,80.0,SeNMeningiditisEspecificarSorogrupo,3.3333333333333335,23.0
510620,NOVA BRASILANDIA,CUIABA,5,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,60.0,60.0,0.0,100.0,80.0,60.0,60.0,80.0,80.0,SeNMeningiditisEspecificarSorogrupo,0.0,23.0
510515,JUINA,JUINA,37,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,43.24324324324324,81.08108108108108,0.0,100.0,32.432432432432435,81.08108108108108,43.24324324324324,100.0,80.06756756756758,SeNMeningiditisEspecificarSorogrupo,0.0,22.0
510704,PRIMAVERA DO LESTE,RONDONOPOLIS,99,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.94949494949495,76.76767676767676,81.81818181818183,0.0,89.8989898989899,23.232323232323232,53.535353535353536,76.76767676767676,94.94949494949495,80.7449494949495,SeNMeningiditisEspecificarSorogrupo,0.0,21.0
510670,PONTE BRANCA,BARRA DO GARCAS,1,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,81.25,SeNMeningiditisEspecificarSorogrupo,0.0,17.0
510775,SALTO DO CEU,CACERES,1,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,81.25,SeNMeningiditisEspecificarSorogrupo,0.0,17.0
510450,INDIAVAI,CACERES,3,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,81.25,SeNMeningiditisEspecificarSorogrupo,0.0,17.0
510500,JAURU,PONTES E LACERDA,8,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.5,100.0,0.0,100.0,12.5,12.5,87.5,100.0,81.25,SeNMeningiditisEspecificarSorogrupo,0.0,17.0
510618,NOVA LACERDA,PONTES E LACERDA,12,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.66666666666666,100.0,83.33333333333334,0.0,100.0,16.666666666666664,33.33333333333333,91.66666666666666,91.66666666666666,81.77083333333334,SeNMeningiditisEspecificarSorogrupo,0.0,16.0
510460,ITIQUIRA,RONDONOPOLIS,14,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.85714285714286,71.42857142857143,0.0,92.85714285714286,14.285714285714285,57.14285714285714,85.71428571428571,100.0,82.14285714285714,SeNMeningiditisEspecificarSorogrupo,0.0,15.0
510590,NOBRES,DIAMANTINO,18,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.77777777777779,77.77777777777779,0.0,88.88888888888889,38.88888888888889,55.55555555555556,77.77777777777779,100.0,82.29166666666666,SeNMeningiditisEspecificarSorogrupo,0.0,14.0
510250,CACERES,CACERES,249,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.59036144578313,88.75502008032129,91.16465863453816,0.8032128514056224,96.78714859437751,24.899598393574294,38.152610441767074,88.35341365461848,97.18875502008032,82.73092369477912,SeNMeningiditisEspecificarSorogrupo,0.8032128514056224,13.0
510010,ACORIZAL,CUIABA,4,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,75.0,50.0,50.0,100.0,82.8125,SeNMeningiditisEspecificarSorogrupo,0.0,12.0
510700,POXOREO,RONDONOPOLIS,25,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,84.0,0.0,92.0,20.0,72.0,80.0,100.0,83.0,SeNMeningiditisEspecificarSorogrupo,0.0,11.0
510760,RONDONOPOLIS,RONDONOPOLIS,485,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.96907216494846,78.76288659793815,86.5979381443299,1.0309278350515463,96.08247422680412,19.79381443298969,68.24742268041237,79.58762886597938,98.96907216494846,83.00257731958763,SeNMeningiditisEspecificarSorogrupo,1.0309278350515463,10.0
510792,SORRISO,SINOP,132,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.72727272727273,82.57575757575758,94.6969696969697,9.848484848484848,99.24242424242425,10.606060606060606,71.96969696969697,83.33333333333334,97.72727272727273,84.23295454545455,SeNMeningiditisEspecificarSorogrupo,9.848484848484848,9.0
510682,PORTO ESPERIDIAO,CACERES,16,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.75,87.5,87.5,6.25,100.0,31.25,62.5,87.5,93.75,84.375,SeNMeningiditisEspecificarSorogrupo,6.25,6.0
510337,COTRIGUACU,JUINA,4,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,0.0,100.0,50.0,50.0,75.0,100.0,84.375,SeNMeningiditisEspecificarSorogrupo,0.0,6.0
510720,RIO BRANCO,CACERES,6,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.33333333333334,0.0,100.0,16.666666666666664,50.0,100.0,100.0,84.375,SeNMeningiditisEspecificarSorogrupo,0.0,6.0
510800,TAPURAH,SINOP,15,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,86.66666666666667,6.666666666666667,93.33333333333333,20.0,86.66666666666667,80.0,100.0,84.58333333333334,SeNMeningiditisEspecificarSorogrupo,6.666666666666667,5.0
510810,TESOURO,RONDONOPOLIS,4,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,75.0,100.0,100.0,85.9375,SeNMeningiditisEspecificarSorogrupo,0.0,4.0
510395,GLORIA D OESTE,CACERES,2,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,100.0,100.0,50.0,100.0,87.5,SeNMeningiditisEspecificarSorogrupo,0.0,3.0
510779,SANTO ANTONIO DO LESTE,RONDONOPOLIS,2,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,50.0,100.0,100.0,100.0,90.625,SeNMeningiditisEspecificarSorogrupo,0.0,1.0
510120,ARAGUAINHA,RONDONOPOLIS,2,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,50.0,100.0,100.0,100.0,90.625,SeNMeningiditisEspecificarSorogrupo,0.0,1.0
