Cód.IBGE_6,Cód.IBGE_7,UF,Município,2020,2021,2022,2023,2024,2025
431442,4314423,RS,Picada Café,5'738,5'780,5'351,5'445,5'470,5'473
431445,4314456,RS,Pinhal,2'580,2'581,2'959,2'973,3'034,3'039
431446,4314464,RS,Pinhal da Serra,1'918,1'896,2'248,2'268,2'299,2'300
431447,4314472,RS,Pinhal Grande,4'329,4'309,3'805,3'889,3'867,3'861
431449,4314498,RS,Pinheirinho do Vale,4'899,4'926,4'540,4'620,4'637,4'638
431450,4314506,RS,Pinheiro Machado,12'195,12'122,11'214,11'511,11'409,11'395
431454,4314548,RS,Pinto Bandeira,3'036,3'068,2'723,2'754,2'784,2'785
431455,4314555,RS,Pirapó,2'254,2'205,2'260,2'267,2'260,2'255
431460,4314605,RS,Piratini,20'704,20'743,17'504,17'974,17'792,17'770
431470,4314704,RS,Planalto,10'019,9'957,10'406,10'632,10'624,10'624
431475,4314753,RS,Poço das Antas,2'101,2'105,2'171,2'186,2'222,2'224
431477,4314779,RS,Pontão,3'901,3'898,3'296,3'353,3'350,3'345
431478,4314787,RS,Ponte Preta,1'524,1'501,1'575,1'582,1'604,1'602
431480,4314803,RS,Portão,37'561,38'081,34'071,34'993,35'237,35'273
431490,4314902,RS,Porto Alegre,1'488'252,1'492'530,1'332'845,1'405'685,1'389'322,1'388'794
431500,4315008,RS,Porto Lucena,4'594,4'514,4'360,4'476,4'424,4'414
431505,4315057,RS,Porto Mauá,2'352,2'332,2'142,2'182,2'176,2'173
431507,4315073,RS,Porto Vera Cruz,1'308,1'258,1'560,1'579,1'585,1'582
431510,4315107,RS,Porto Xavier,10'194,10'144,9'938,10'182,10'132,10'127
431513,4315131,RS,Pouso Novo,1'612,1'586,1'739,1'754,1'773,1'771
431514,4315149,RS,Presidente Lucena,2'937,2'972,3'077,3'091,3'159,3'166
431515,4315156,RS,Progresso,6'239,6'235,5'340,5'480,5'430,5'423
431517,4315172,RS,Protásio Alves,1'938,1'929,2'025,2'035,2'069,2'070
431520,4315206,RS,Putinga,3'889,3'861,3'747,3'828,3'814,3'809
431530,4315305,RS,Quaraí,22'607,22'531,23'500,23'963,23'988,23'995
431531,4315313,RS,Quatro Irmãos,1'856,1'860,1'552,1'555,1'579,1'577
431532,4315321,RS,Quevedos,2'790,2'793,2'507,2'537,2'555,2'553
431535,4315354,RS,Quinze de Novembro,3'803,3'810,3'910,3'976,4'000,4'003
431540,4315404,RS,Redentora,11'669,11'782,9'738,9'938,9'934,9'931
431545,4315453,RS,Relvado,2'079,2'068,1'796,1'827,1'828,1'826
431550,4315503,RS,Restinga Sêca,15'744,15'702,14'939,15'290,15'213,15'205
431555,4315552,RS,Rio dos Índios,2'660,2'571,2'835,2'888,2'874,2'866
431560,4315602,RS,Rio Grande,211'965,212'881,191'900,199'430,198'958,198'935
431570,4315701,RS,Rio Pardo,38'265,38'257,34'654,35'921,35'666,35'641
431575,4315750,RS,Riozinho,4'676,4'698,4'473,4'546,4'572,4'574
431580,4315800,RS,Roca Sales,11'471,11'556,10'418,10'626,10'644,10'646
431590,4315909,RS,Rodeio Bonito,5'868,5'868,6'654,6'753,6'821,6'831
431595,4315958,RS,Rolador,2'296,2'270,2'291,2'329,2'332,2'330
431600,4316006,RS,Rolante,21'453,21'591,21'253,21'609,21'733,21'752
431610,4316105,RS,Ronda Alta,10'617,10'633,9'777,10'002,9'972,9'969
431620,4316204,RS,Rondinha,5'080,5'033,4'991,5'115,5'083,5'078
431630,4316303,RS,Roque Gonzales,6'797,6'750,6'576,6'740,6'698,6'693
431640,4316402,RS,Rosário do Sul,39'314,39'210,36'630,37'963,37'700,37'674
431642,4316428,RS,Sagrada Família,2'605,2'601,2'480,2'511,2'529,2'528
431643,4316436,RS,Saldanha Marinho,2'622,2'596,2'575,2'612,2'621,2'619
431645,4316451,RS,Salto do Jacuí,12'481,12'512,10'203,10'494,10'373,10'357
431647,4316477,RS,Salvador das Missões,2'733,2'734,2'877,2'909,2'953,2'955
431650,4316501,RS,Salvador do Sul,7'889,7'975,6'879,7'170,7'182,7'184
431660,4316600,RS,Sananduva,16'328,16'382,16'399,16'703,16'759,16'770
431670,4316709,RS,Santa Bárbara do Sul,7'909,7'813,8'122,8'305,8'275,8'269
431673,4316733,RS,Santa Cecília do Sul,1'634,1'630,1'674,1'682,1'710,1'710
431675,4316758,RS,Santa Clara do Sul,6'681,6'755,6'887,6'978,7'067,7'079
431680,4316808,RS,Santa Cruz do Sul,131'365,132'271,133'230,136'808,138'104,138'270
431690,4316907,RS,Santa Maria,283'677,285'159,271'735,281'841,282'244,282'395
431695,4316956,RS,Santa Maria do Herval,6'364,6'382,6'340,6'462,6'482,6'486
431697,4316972,RS,Santa Margarida do Sul,2'578,2'593,2'596,2'630,2'658,2'661
431700,4317004,RS,Santana da Boa Vista,8'067,8'037,7'024,7'214,7'140,7'128
431710,4317103,RS,Sant'Ana do Livramento,76'321,75'647,84'421,87'149,87'296,87'329
431720,4317202,RS,Santa Rosa,73'575,73'882,76'963,78'725,79'395,79'488
431725,4317251,RS,Santa Tereza,1'726,1'722,1'505,1'521,1'531,1'529
431730,4317301,RS,Santa Vitória do Palmar,29'483,29'298,30'983,32'007,31'961,31'965
431740,4317400,RS,Santiago,49'360,49'298,48'938,50'385,50'331,50'336
431750,4317509,RS,Santo Ângelo,77'568,77'544,76'917,79'118,79'130,79'146
431755,4317558,RS,Santo Antônio do Palma,2'123,2'118,2'091,2'108,2'134,2'134
431760,4317608,RS,Santo Antônio da Patrulha,43'171,43'397,42'947,44'145,44'393,44'431
431770,4317707,RS,Santo Antônio das Missões,10'050,9'930,10'300,10'571,10'493,10'485
431775,4317756,RS,Santo Antônio do Planalto,2'019,2'018,2'089,2'111,2'136,2'138
431780,4317806,RS,Santo Augusto,13'848,13'813,13'902,14'226,14'196,14'196
431790,4317905,RS,Santo Cristo,14'216,14'177,15'320,15'594,15'656,15'667
431795,4317954,RS,Santo Expedito do Sul,2'305,2'287,2'349,2'383,2'395,2'395
431800,4318002,RS,São Borja,60'019,59'768,59'676,61'545,61'323,61'311
431805,4318051,RS,São Domingos do Sul,3'083,3'091,2'754,2'806,2'808,2'806
431810,4318101,RS,São Francisco de Assis,18'205,18'081,17'618,18'078,17'949,17'934
431820,4318200,RS,São Francisco de Paula,21'801,21'871,21'893,22'275,22'373,22'388
431830,4318309,RS,São Gabriel,62'147,62'187,58'487,60'275,60'102,60'090
431840,4318408,RS,São Jerônimo,24'412,24'569,21'028,21'539,21'421,21'412
431842,4318424,RS,São João da Urtiga,4'641,4'625,4'461,4'559,4'549,4'547
431843,4318432,RS,São João do Polêsine,2'543,2'535,2'649,2'681,2'707,2'708
431844,4318440,RS,São Jorge,2'816,2'808,2'912,2'945,2'976,2'976
431845,4318457,RS,São José das Missões,2'514,2'491,2'362,2'397,2'403,2'399
431846,4318465,RS,São José do Herval,1'943,1'917,1'902,1'924,1'934,1'931
431848,4318481,RS,São José do Hortêncio,4'865,4'924,4'447,4'519,4'551,4'555
431849,4318499,RS,São José do Inhacorá,2'056,2'040,2'406,2'432,2'463,2'466
431850,4318507,RS,São José do Norte,27'721,27'866,25'443,26'275,26'245,26'248
431860,4318606,RS,São José do Ouro,6'922,6'911,6'834,6'984,6'978,6'978
431861,4318614,RS,São José do Sul,2'437,2'464,2'380,2'396,2'440,2'443
431862,4318622,RS,São José dos Ausentes,3'543,3'559,4'172,4'183,4'286,4'295
431870,4318705,RS,São Leopoldo,238'648,240'378,217'409,225'660,225'669,225'737
431880,4318804,RS,São Lourenço do Sul,43'540,43'501,41'989,43'434,43'283,43'278
431890,4318903,RS,São Luiz Gonzaga,33'293,33'124,34'752,35'832,35'858,35'865
431900,4319000,RS,São Marcos,21'658,21'756,21'084,21'491,21'537,21'549
431910,4319109,RS,São Martinho,5'380,5'336,5'481,5'594,5'589,5'587
431912,4319125,RS,São Martinho da Serra,3'231,3'228,2'860,2'918,2'911,2'908
431915,4319158,RS,São Miguel das Missões,7'683,7'692,7'056,7'227,7'196,7'193
431920,4319208,RS,São Nicolau,5'208,5'153,5'118,5'276,5'248,5'243
431930,4319307,RS,São Paulo das Missões,5'720,5'654,5'846,5'972,5'948,5'943
431935,4319356,RS,São Pedro da Serra,3'842,3'881,3'548,3'575,3'614,3'618
431936,4319364,RS,São Pedro das Missões,2'017,2'025,1'757,1'765,1'791,1'790
431937,4319372,RS,São Pedro do Butiá,2'949,2'950,3'070,3'108,3'139,3'142
431940,4319406,RS,São Pedro do Sul,16'148,16'100,15'577,15'946,15'870,15'863
431950,4319505,RS,São Sebastião do Caí,25'959,26'161,24'428,24'808,24'883,24'898
431960,4319604,RS,São Sepé,23'555,23'492,21'219,21'771,21'575,21'551
431970,4319703,RS,São Valentim,3'259,3'220,3'264,3'327,3'324,3'320
431971,4319711,RS,São Valentim do Sul,2'245,2'248,2'207,2'238,2'255,2'255
431973,4319737,RS,São Valério do Sul,2'729,2'732,2'543,2'577,2'594,2'593
431975,4319752,RS,São Vendelino,2'266,2'288,2'251,2'262,2'306,2'309
431980,4319802,RS,São Vicente do Sul,8'732,8'742,8'097,8'281,8'259,8'257
431990,4319901,RS,Sapiranga,80'037,80'514,75'648,77'812,77'898,77'935
432000,4320008,RS,Sapucaia do Sul,141'808,142'508,132'107,136'695,136'542,136'572
432010,4320107,RS,Sarandi,24'763,25'024,22'851,23'224,23'356,23'374
432020,4320206,RS,Seberi,10'713,10'678,11'950,12'227,12'313,12'325
432023,4320230,RS,Sede Nova,2'891,2'875,2'704,2'749,2'753,2'750
432026,4320263,RS,Segredo,7'444,7'465,6'009,6'174,6'107,6'098
432030,4320305,RS,Selbach,5'107,5'114,5'107,5'194,5'220,5'222
432032,4320321,RS,Senador Salgado Filho,2'770,2'761,2'673,2'713,2'726,2'725
432035,4320354,RS,Sentinela do Sul,5'609,5'635,5'306,5'420,5'422,5'424
432040,4320404,RS,Serafina Corrêa,17'795,18'074,16'961,17'160,17'379,17'407
432045,4320453,RS,Sério,1'924,1'889,1'941,2'086,2'093,2'089
432050,4320503,RS,Sertão,5'315,5'220,5'541,5'677,5'637,5'630
432055,4320552,RS,Sertão Santana,6'537,6'586,5'863,5'987,5'988,5'989
432057,4320578,RS,Sete de Setembro,1'950,1'931,1'830,1'871,1'884,1'881
432060,4320602,RS,Severiano de Almeida,3'631,3'607,3'406,3'473,3'467,3'463
432065,4320651,RS,Silveira Martins,2'374,2'365,2'028,2'065,2'060,2'056
432067,4320677,RS,Sinimbu,10'162,10'152,8'578,8'788,8'698,8'685
432070,4320701,RS,Sobradinho,15'005,15'041,14'226,14'504,14'512,14'512
432080,4320800,RS,Soledade,31'035,31'067,29'991,30'944,30'936,30'939
432085,4320859,RS,Tabaí,4'769,4'816,4'461,4'527,4'565,4'569
432090,4320909,RS,Tapejara,24'552,24'973,24'557,24'821,25'201,25'256
432100,4321006,RS,Tapera,10'577,10'569,10'592,10'811,10'822,10'824
432110,4321105,RS,Tapes,17'332,17'363,14'695,15'098,14'938,14'920
432120,4321204,RS,Taquara,57'584,57'740,53'242,54'579,54'360,54'353
432130,4321303,RS,Taquari,26'885,26'907,25'198,26'058,25'968,25'963
432132,4321329,RS,Taquaruçu do Sul,3'077,3'081,3'119,3'161,3'190,3'192
432135,4321352,RS,Tavares,5'483,5'484,5'212,5'315,5'319,5'319
432140,4321402,RS,Tenente Portela,13'434,13'385,14'497,14'747,14'811,14'820
432143,4321436,RS,Terra de Areia,11'315,11'323,10'334,10'526,10'569,10'575
432145,4321451,RS,Teutônia,33'766,34'275,32'797,33'494,33'963,34'023
432146,4321469,RS,Tio Hugo,3'055,3'078,3'267,3'293,3'352,3'358
432147,4321477,RS,Tiradentes do Sul,5'616,5'532,5'129,5'265,5'201,5'188
432149,4321493,RS,Toropi,2'772,2'753,2'554,2'599,2'598,2'594
432150,4321501,RS,Torres,39'064,39'381,41'751,42'690,43'268,43'344
432160,4321600,RS,Tramandaí,52'632,53'507,54'387,55'160,56'296,56'430
432162,4321626,RS,Travesseiro,2'334,2'331,2'152,2'183,2'193,2'192
432163,4321634,RS,Três Arroios,2'643,2'620,2'591,2'645,2'638,2'636
432166,4321667,RS,Três Cachoeiras,11'115,11'174,10'962,11'156,11'216,11'224
432170,4321709,RS,Três Coroas,28'581,28'948,24'425,24'425,24'420,24'428
432180,4321808,RS,Três de Maio,23'876,23'846,24'916,25'358,25'452,25'466
432183,4321832,RS,Três Forquilhas,2'669,2'643,2'760,2'803,2'814,2'813
432185,4321857,RS,Três Palmeiras,4'251,4'232,4'716,4'782,4'826,4'829
432190,4321907,RS,Três Passos,23'852,23'799,25'436,26'149,26'284,26'304
432195,4321956,RS,Trindade do Sul,5'791,5'781,7'556,7'652,7'766,7'785
432200,4322004,RS,Triunfo,29'856,30'159,27'498,28'294,28'414,28'435
432210,4322103,RS,Tucunduva,5'644,5'612,5'542,5'675,5'649,5'646
432215,4322152,RS,Tunas,4'577,4'585,3'681,3'755,3'739,3'732
432218,4322186,RS,Tupanci do Sul,1'459,1'447,1'374,1'388,1'398,1'396
432220,4322202,RS,Tupanciretã,24'068,24'182,20'005,20'538,20'345,20'324
432225,4322251,RS,Tupandi,4'939,5'019,5'029,5'055,5'160,5'172
432230,4322301,RS,Tuparendi,7'810,7'730,8'363,8'556,8'536,8'535
432232,4322327,RS,Turuçu,3'423,3'408,3'419,3'474,3'489,3'488
432234,4322343,RS,Ubiretama,1'983,1'952,1'994,2'017,2'028,2'025
432235,4322350,RS,União da Serra,1'118,1'084,1'170,1'177,1'186,1'183
432237,4322376,RS,Unistalda,2'321,2'306,1'995,2'049,2'052,2'047
432240,4322400,RS,Uruguaiana,126'866,126'766,117'210,121'672,120'885,120'819
432250,4322509,RS,Vacaria,66'575,66'916,64'197,65'881,66'110,66'146
432252,4322525,RS,Vale Verde,3'515,3'531,3'150,3'208,3'214,3'213
432253,4322533,RS,Vale do Sol,11'828,11'873,9'897,10'160,10'080,10'069
432254,4322541,RS,Vale Real,5'981,6'046,6'058,6'131,6'213,6'223
432255,4322558,RS,Vanini,2'122,2'130,2'004,2'029,2'047,2'047
432260,4322608,RS,Venâncio Aires,71'973,72'373,68'763,70'611,70'805,70'842
432270,4322707,RS,Vera Cruz,27'099,27'325,26'710,27'383,27'638,27'670
432280,4322806,RS,Veranópolis,26'533,26'813,24'021,24'480,24'540,24'554
432285,4322855,RS,Vespasiano Corrêa,1'795,1'776,1'818,1'833,1'852,1'851
432290,4322905,RS,Viadutos,4'690,4'628,4'769,4'866,4'852,4'847
432300,4323002,RS,Viamão,256'302,257'330,224'112,233'852,232'113,231'996
432310,4323101,RS,Vicente Dutra,4'599,4'530,4'665,4'783,4'747,4'741
432320,4323200,RS,Victor Graeff,2'860,2'840,2'780,2'820,2'832,2'829
432330,4323309,RS,Vila Flores,3'396,3'407,3'646,3'673,3'736,3'741
432335,4323358,RS,Vila Lângaro,2'080,2'070,2'079,2'095,2'122,2'121
432340,4323408,RS,Vila Maria,4'363,4'368,4'413,4'487,4'512,4'515
432345,4323457,RS,Vila Nova do Sul,4'277,4'274,3'863,3'951,3'935,3'932
432350,4323507,RS,Vista Alegre,2'739,2'726,2'660,2'707,2'712,2'710
432360,4323606,RS,Vista Alegre do Prata,1'557,1'553,1'590,1'597,1'624,1'624
432370,4323705,RS,Vista Gaúcha,2'855,2'858,2'783,2'812,2'842,2'843
432375,4323754,RS,Vitória das Missões,3'092,3'052,3'260,3'317,3'318,3'316
432377,4323770,RS,Westfália,3'031,3'046,3'098,3'174,3'219,3'223
432380,4323804,RS,Xangri-lá,16'775,17'126,16'463,16'578,16'907,16'949
500020,5000203,MS,Água Clara,15'776,16'025,16'741,17'312,17'647,17'901
500025,5000252,MS,Alcinópolis,5'417,5'489,4'537,4'634,4'648,4'649
500060,5000609,MS,Amambai,39'826,40'247,39'325,41'101,41'414,41'751
500070,5000708,MS,Anastácio,25'237,25'336,24'114,24'779,24'741,24'781
500080,5000807,MS,Anaurilândia,9'076,9'116,7'653,7'799,7'735,7'688
500085,5000856,MS,Angélica,10'932,11'081,10'729,11'095,11'203,11'308
500090,5000906,MS,Antônio João,9'020,9'082,9'303,9'561,9'641,9'717
500100,5001003,MS,Aparecida do Taboado,26'069,26'386,27'674,28'939,29'446,29'826
500110,5001102,MS,Aquidauana,48'029,48'184,46'803,48'583,48'561,48'689
500124,5001243,MS,Aral Moreira,12'332,12'511,10'748,11'040,11'085,11'125
500150,5001508,MS,Bandeirantes,7'266,7'281,7'940,8'180,8'276,8'342
500190,5001904,MS,Bataguassu,23'325,23'620,23'031,23'790,24'004,24'222
500200,5002001,MS,Batayporã,11'349,11'368,10'712,10'972,10'953,10'947
500210,5002100,MS,Bela Vista,24'735,24'842,21'613,22'134,21'965,21'881
500215,5002159,MS,Bodoquena,7'838,7'802,8'567,8'819,8'849,8'887
500220,5002209,MS,Bonito,22'190,22'401,23'659,24'493,24'761,25'034
500230,5002308,MS,Brasilândia,11'853,11'835,11'579,11'861,11'840,11'833
500240,5002407,MS,Caarapó,30'593,31'005,30'612,32'042,32'406,32'748
500260,5002605,MS,Camapuã,13'693,13'675,13'583,13'955,13'920,13'928
500270,5002704,MS,Campo Grande,906'092,916'001,898'100,946'553,954'537,962'883
500280,5002803,MS,Caracol,6'182,6'247,5'036,5'144,5'115,5'096
500290,5002902,MS,Cassilândia,22'002,22'063,20'988,21'586,21'549,21'565
500295,5002951,MS,Chapadão do Sul,25'865,26'499,30'993,32'627,33'791,34'606
500310,5003108,MS,Corguinho,6'054,6'158,4'783,4'898,4'893,4'892
500315,5003157,MS,Coronel Sapucaia,15'352,15'449,14'289,14'639,14'661,14'685
500320,5003207,MS,Corumbá,112'058,112'669,96'268,99'866,99'107,98'751
500325,5003256,MS,Costa Rica,21'142,21'456,26'037,27'302,28'163,28'740
500330,5003306,MS,Coxim,33'459,33'547,32'151,33'438,33'390,33'440
500345,5003454,MS,Deodápolis,12'984,13'043,13'663,14'103,14'210,14'317
500348,5003488,MS,Dois Irmãos do Buriti,11'467,11'547,11'100,11'427,11'470,11'521
500350,5003504,MS,Douradina,5'975,6'025,5'578,5'730,5'749,5'768
500370,5003702,MS,Dourados,225'495,227'990,243'367,256'470,260'640,264'017
500375,5003751,MS,Eldorado,12'400,12'447,11'386,11'653,11'633,11'622
500380,5003801,MS,Fátima do Sul,19'170,19'152,20'609,21'288,21'388,21'504
500390,5003900,MS,Figueirão,3'059,3'066,3'539,3'639,3'709,3'751
500400,5004007,MS,Glória de Dourados,9'950,9'934,10'444,10'753,10'777,10'817
500410,5004106,MS,Guia Lopes da Laguna,9'824,9'754,9'940,10'185,10'135,10'116
500430,5004304,MS,Iguatemi,16'176,16'273,13'808,14'114,14'017,13'960
500440,5004403,MS,Inocência,7'588,7'566,8'404,8'646,8'712,8'764
500450,5004502,MS,Itaporã,25'162,25'478,24'137,24'891,25'075,25'263
500460,5004601,MS,Itaquiraí,21'376,21'604,19'423,19'959,19'996,20'060
500470,5004700,MS,Ivinhema,23'232,23'277,27'821,29'144,29'613,30'001
500480,5004809,MS,Japorã,9'243,9'372,8'148,8'377,8'409,8'441
500490,5004908,MS,Jaraguari,7'265,7'342,7'139,7'384,7'425,7'480
500500,5005004,MS,Jardim,26'238,26'375,23'981,24'601,24'509,24'504
500510,5005103,MS,Jateí,4'021,4'015,3'586,3'612,3'620,3'596
500515,5005152,MS,Juti,6'787,6'861,6'729,6'943,7'009,7'067
500520,5005202,MS,Ladário,23'689,24'040,21'522,22'163,22'290,22'425
500525,5005251,MS,Laguna Carapã,7'419,7'496,6'799,6'967,7'012,7'037
500540,5005400,MS,Maracaju,48'022,48'944,45'047,46'922,47'558,48'073
500560,5005608,MS,Miranda,28'220,28'423,25'536,26'539,26'487,26'512
500568,5005681,MS,Mundo Novo,18'473,18'578,19'193,19'789,19'937,20'087
500570,5005707,MS,Naviraí,55'689,56'484,50'457,52'488,52'707,53'014
500580,5005806,MS,Nioaque,13'862,13'794,13'220,13'516,13'412,13'354
500600,5006002,MS,Nova Alvorada do Sul,22'430,22'967,21'822,22'612,23'054,23'409
500620,5006200,MS,Nova Andradina,55'224,56'057,48'563,50'482,50'610,50'848
500625,5006259,MS,Novo Horizonte do Sul,3'684,3'556,4'721,4'810,4'811,4'801
500627,5006275,MS,Paraíso das Águas,5'654,5'751,5'510,5'671,5'777,5'842
500630,5006309,MS,Paranaíba,42'276,42'401,40'957,42'544,42'543,42'638
500635,5006358,MS,Paranhos,14'404,14'576,12'921,13'290,13'323,13'368
500640,5006408,MS,Pedro Gomes,7'621,7'568,6'941,7'031,6'974,6'910
500660,5006606,MS,Ponta Porã,93'937,95'320,92'017,96'330,97'577,98'598
500690,5006903,MS,Porto Murtinho,17'298,17'460,12'859,13'028,12'864,12'721
500710,5007109,MS,Ribas do Rio Pardo,24'966,25'310,23'150,23'828,23'996,24'152
500720,5007208,MS,Rio Brilhante,38'186,38'844,37'601,39'350,39'936,40'419
500730,5007307,MS,Rio Negro,4'793,4'758,4'841,4'950,4'933,4'921
500740,5007406,MS,Rio Verde de Mato Grosso,19'973,20'025,19'818,20'402,20'393,20'454
500750,5007505,MS,Rochedo,5'079,5'120,5'199,5'344,5'407,5'451
500755,5007554,MS,Santa Rita do Pardo,7'900,7'948,7'027,7'174,7'174,7'165
500769,5007695,MS,São Gabriel do Oeste,27'221,27'660,29'579,31'024,31'694,32'207
500770,5007703,MS,Sete Quedas,10'771,10'751,10'994,11'285,11'301,11'322
500780,5007802,MS,Selvíria,6'542,6'555,8'142,8'459,8'593,8'716
500790,5007901,MS,Sidrolândia,59'245,60'792,47'118,49'066,49'374,49'735
500793,5007935,MS,Sonora,19'721,20'158,14'516,14'853,14'822,14'813
500795,5007950,MS,Tacuru,11'674,11'795,10'808,11'125,11'159,11'205
500797,5007976,MS,Taquarussu,3'588,3'588,3'625,3'721,3'730,3'740
500800,5008008,MS,Terenos,22'269,22'721,17'652,18'148,18'139,18'182
500830,5008305,MS,Três Lagoas,123'281,125'137,132'152,138'576,141'435,143'523
500840,5008404,MS,Vicentina,6'109,6'115,6'336,6'461,6'476,6'505
510010,5100102,MT,Acorizal,5'334,5'309,5'014,5'022,4'990,4'948
510020,5100201,MT,Água Boa,26'204,26'679,29'219,30'461,31'314,32'099
510025,5100250,MT,Alta Floresta,51'959,52'105,58'613,60'595,61'291,62'158
510030,5100300,MT,Alto Araguaia,19'385,19'714,17'193,17'567,17'657,17'751
510035,5100359,MT,Alto Boa Vista,6'936,7'092,5'715,5'827,5'875,5'920
510040,5100409,MT,Alto Garças,12'151,12'323,13'052,13'443,13'707,13'956
510050,5100508,MT,Alto Paraguai,11'473,11'587,8'009,7'854,7'717,7'525
510060,5100607,MT,Alto Taquari,11'133,11'413,10'904,11'289,11'571,11'877
510080,5100805,MT,Apiacás,10'283,10'431,8'590,8'715,8'692,8'693
510100,5101001,MT,Araguaiana,3'109,3'064,3'795,3'895,3'950,4'005
510120,5101209,MT,Araguainha,946,909,1'010,988,1'006,997
510125,5101258,MT,Araputanga,16'951,17'078,14'786,14'932,14'854,14'805
510130,5101308,MT,Arenápolis,9'502,9'399,10'576,10'739,10'747,10'769
510140,5101407,MT,Aripuanã,22'714,23'067,24'626,25'493,26'010,26'558
510160,5101605,MT,Barão de Melgaço,8'164,8'165,7'253,7'272,7'204,7'137
510170,5101704,MT,Barra do Bugres,35'307,35'642,29'403,29'765,29'576,29'406
510180,5101803,MT,Barra do Garças,61'135,61'702,69'210,71'550,72'694,73'878
510183,5101837,MT,Boa Esperança do Norte,0,0,0,0,5'772,5'877
510185,5101852,MT,Bom Jesus do Araguaia,6'706,6'830,7'280,7'543,7'731,7'912
510190,5101902,MT,Brasnorte,20'140,20'571,17'004,17'357,17'496,17'645
510250,5102504,MT,Cáceres,94'861,95'339,89'681,91'623,91'626,91'767
510260,5102603,MT,Campinápolis,16'919,16'223,15'347,15'613,15'713,15'808
510263,5102637,MT,Campo Novo do Parecis,36'143,36'917,45'899,48'027,50'033,51'722
510267,5102678,MT,Campo Verde,45'740,44'033,44'585,46'557,47'831,49'053
510268,5102686,MT,Campos de Júlio,7'070,7'245,8'822,9'272,9'608,9'946
510269,5102694,MT,Canabrava do Norte,4'728,4'711,4'485,4'491,4'480,4'451
510270,5102702,MT,Canarana,21'842,22'101,25'858,26'904,27'657,28'324
510279,5102793,MT,Carlinda,10'199,10'094,10'332,10'415,10'324,10'260
510285,5102850,MT,Castanheira,8'749,8'782,7'506,7'544,7'459,7'392
510300,5103007,MT,Chapada dos Guimarães,19'453,22'521,18'990,19'366,19'374,19'458
510305,5103056,MT,Cláudia,12'245,12'338,9'593,9'576,9'436,9'301
510310,5103106,MT,Cocalinho,5'681,5'716,6'220,6'377,6'428,6'495
510320,5103205,MT,Colíder,33'649,33'855,31'370,32'086,32'010,32'054
510325,5103254,MT,Colniza,39'861,41'117,25'766,26'260,26'090,26'026
510330,5103304,MT,Comodoro,21'008,21'249,18'238,18'480,18'461,18'469
510335,5103353,MT,Confresa,31'510,32'076,35'075,36'490,37'541,38'460
510336,5103361,MT,Conquista D'Oeste,4'101,4'163,3'760,3'831,3'874,3'908
510337,5103379,MT,Cotriguaçu,20'238,20'717,11'011,10'624,10'398,10'030
510340,5103403,MT,Cuiabá,618'124,623'614,650'877,676'124,682'932,691'875
510343,5103437,MT,Curvelândia,5'241,5'267,4'903,4'970,4'967,4'970
510345,5103452,MT,Denise,9'544,9'626,7'014,6'917,6'815,6'675
510350,5103502,MT,Diamantino,22'178,22'311,21'941,22'368,22'479,22'623
510360,5103601,MT,Dom Aquino,8'159,8'087,7'872,7'953,7'915,7'890
510370,5103700,MT,Feliz Natal,14'522,14'847,10'521,10'630,10'564,10'523
510380,5103809,MT,Figueirópolis D'Oeste,3'452,3'411,3'187,3'131,3'112,3'056
510385,5103858,MT,Gaúcha do Norte,7'782,7'913,8'642,8'938,9'181,9'397
510390,5103908,MT,General Carneiro,5'592,5'726,6'037,6'190,6'250,6'319
